,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret03,4,1,1,-1,1
2,cret03,4,2,1,80.0,0
3,cret03,4,3,1,-1,1
4,cret03,4,4,1,-1,1
5,cret03,4,5,1,-1,1
6,cret03,4,6,1,-1,1
7,cret03,4,7,1,-1,1
8,cret03,4,8,1,-1,1
9,cret03,4,9,1,-1,1
10,cret03,4,10,1,-1,1
11,cret03,4,11,1,-1,1
12,cret03,4,12,1,-1,1
13,cret03,4,13,1,-1,1
14,cret03,4,14,1,65.0,0
15,cret03,4,15,1,55,0
16,cret03,4,16,1,65.0,0
17,cret03,4,17,1,55,0
18,cret03,4,18,1,55,0
19,cret03,4,19,1,-1,1
20,cret03,4,20,1,55,0
21,cret03,4,21,1,75.0,0
22,cret03,4,22,1,-1,1
23,cret03,4,23,1,75.0,0
24,cret03,4,24,1,-1,1
25,cret03,4,25,1,55,0
26,cret03,4,26,1,-1,1
27,cret03,4,27,1,-1,1
28,cret03,4,28,1,55,0
29,cret03,4,29,1,55,0
30,cret03,4,30,1,55,0
31,cret03,4,31,1,-1,1
32,cret03,4,32,1,55,0
33,cret03,4,33,1,55,0
34,cret03,4,34,1,55,0
35,cret03,4,35,1,-1,1
36,cret03,4,36,1,55,0
37,cret03,4,37,1,-1,1
38,cret03,4,38,1,55,0
39,cret03,4,39,1,55,0
40,cret03,4,40,1,-1,1
