,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret05,4,1,1,70.0,0
2,cret05,4,2,1,70.0,0
3,cret05,4,3,1,110.0,0
4,cret05,4,4,1,80.0,0
5,cret05,4,5,1,70.0,0
6,cret05,4,6,1,70.0,0
7,cret05,4,7,1,70.0,0
8,cret05,4,8,1,100.0,0
9,cret05,4,9,1,70.0,0
10,cret05,4,10,1,80.0,0
11,cret05,4,11,1,70.0,0
12,cret05,4,12,1,70.0,0
13,cret05,4,13,1,70.0,0
14,cret05,4,14,1,70.0,0
15,cret05,4,15,1,85.0,0
16,cret05,4,16,1,70.0,0
17,cret05,4,17,1,80.0,0
18,cret05,4,18,1,70.0,0
19,cret05,4,19,1,70.0,0
20,cret05,4,20,1,95.0,0
21,cret05,4,21,1,85.0,0
22,cret05,4,22,1,70.0,0
23,cret05,4,23,1,85.0,0
24,cret05,4,24,1,70.0,0
25,cret05,4,25,1,70.0,0
26,cret05,4,26,1,70.0,0
27,cret05,4,27,1,70.0,0
28,cret05,4,28,1,70.0,0
29,cret05,4,29,1,85.0,0
30,cret05,4,30,1,70.0,0
31,cret05,4,31,1,70.0,0
32,cret05,4,32,1,70.0,0
33,cret05,4,33,1,70.0,0
34,cret05,4,34,1,70.0,0
35,cret05,4,35,1,70.0,0
36,cret05,4,36,1,70.0,0
37,cret05,4,37,1,70.0,0
38,cret05,4,38,1,70.0,0
39,cret05,4,39,1,80.0,0
40,cret05,4,40,1,70.0,0
