,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret19,4,1,1,60.0,0
2,cret19,4,2,1,60.0,0
3,cret19,4,3,1,80.0,0
4,cret19,4,4,1,80.0,0
5,cret19,4,5,1,-1.0,1
6,cret19,4,6,1,-1.0,1
7,cret19,4,7,1,-1.0,1
8,cret19,4,8,1,50.0,0
9,cret19,4,9,1,80.0,0
10,cret19,4,10,1,-1.0,1
11,cret19,4,11,1,-1.0,1
12,cret19,4,12,1,-1.0,1
13,cret19,4,13,1,65.0,0
14,cret19,4,14,1,45.0,0
15,cret19,4,15,1,-1.0,1
16,cret19,4,16,1,65.0,0
17,cret19,4,17,1,80.0,0
18,cret19,4,18,1,80.0,0
19,cret19,4,19,1,80.0,0
20,cret19,4,20,1,-1.0,1
21,cret19,4,21,1,-1.0,1
22,cret19,4,22,1,-1.0,1
23,cret19,4,23,1,65.0,0
24,cret19,4,24,1,-1.0,1
25,cret19,4,25,1,-1.0,1
26,cret19,4,26,1,-1.0,1
27,cret19,4,27,1,-1.0,1
28,cret19,4,28,1,-1.0,1
29,cret19,4,29,1,65.0,0
30,cret19,4,30,1,-1.0,1
31,cret19,4,31,1,-1.0,1
32,cret19,4,32,1,-1.0,1
33,cret19,4,33,1,60.0,0
34,cret19,4,34,1,-1.0,1
35,cret19,4,35,1,80.0,0
36,cret19,4,36,1,-1.0,1
37,cret19,4,37,1,-1.0,1
38,cret19,4,38,1,-1.0,1
39,cret19,4,39,1,-1.0,1
40,cret19,4,40,1,-1.0,1
