,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret04,4,1,1,-1.0,1
2,cret04,4,2,1,120.0,0
3,cret04,4,3,1,-1.0,1
4,cret04,4,4,1,145.0,0
5,cret04,4,5,1,100.0,0
6,cret04,4,6,1,100.0,0
7,cret04,4,7,1,110.0,0
8,cret04,4,8,1,100.0,0
9,cret04,4,9,1,100.0,0
10,cret04,4,10,1,100.0,0
11,cret04,4,11,1,115.0,0
12,cret04,4,12,1,118.0,0
13,cret04,4,13,1,100.0,0
14,cret04,4,14,1,160.0,0
15,cret04,4,15,1,115.0,0
16,cret04,4,16,1,110.0,0
17,cret04,4,17,1,110.0,0
18,cret04,4,18,1,100.0,0
19,cret04,4,19,1,110.0,0
20,cret04,4,20,1,105.0,0
21,cret04,4,21,1,100.0,0
22,cret04,4,22,1,-1.0,1
23,cret04,4,23,1,115.0,0
24,cret04,4,24,1,100.0,0
25,cret04,4,25,1,135.0,0
26,cret04,4,26,1,105.0,0
27,cret04,4,27,1,110.0,0
28,cret04,4,28,1,125.0,0
29,cret04,4,29,1,145.0,0
30,cret04,4,30,1,135.0,0
31,cret04,4,31,1,100.0,0
32,cret04,4,32,1,150.0,0
33,cret04,4,33,1,120.0,0
34,cret04,4,34,1,135.0,0
35,cret04,4,35,1,118.0,0
36,cret04,4,36,1,100.0,0
37,cret04,4,37,1,190.0,0
38,cret04,4,38,1,170.0,0
39,cret04,4,39,1,100.0,0
40,cret04,4,40,1,120.0,0
