,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret18,1,1,1,80.0,0
2,cret18,1,2,1,70.0,0
3,cret18,1,3,1,80.0,0
4,cret18,1,4,1,87.0,0
5,cret18,1,5,1,65.0,0
6,cret18,1,6,1,80.0,0
7,cret18,1,7,1,55.0,0
8,cret18,1,8,1,65.0,0
9,cret18,1,9,1,80.0,0
10,cret18,1,10,1,70.0,0
11,cret18,1,11,1,60.0,0
12,cret18,1,12,1,80.0,0
13,cret18,1,13,1,80.0,0
14,cret18,1,14,1,80.0,0
15,cret18,1,15,1,80.0,0
16,cret18,1,16,1,80.0,0
17,cret18,1,17,1,80.0,0
18,cret18,1,18,1,65.0,0
19,cret18,1,19,1,50.0,0
20,cret18,1,20,1,80.0,0
21,cret18,1,21,1,80.0,0
22,cret18,1,22,1,90.0,0
23,cret18,1,23,1,80.0,0
24,cret18,1,24,1,85.0,0
25,cret18,1,25,1,80.0,0
26,cret18,1,26,1,80.0,0
27,cret18,1,27,1,80.0,0
28,cret18,1,28,1,80.0,0
29,cret18,1,29,1,70.0,0
30,cret18,1,30,1,80.0,0
31,cret18,1,31,1,80.0,0
32,cret18,1,32,1,80.0,0
33,cret18,1,33,1,80.0,0
34,cret18,1,34,1,80.0,0
35,cret18,1,35,1,70.0,0
36,cret18,1,36,1,65.0,0
37,cret18,1,37,1,80.0,0
38,cret18,1,38,1,65.0,0
39,cret18,1,39,1,80.0,0
40,cret18,1,40,1,80.0,0
