,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret22,2,1,1,-1,1
2,cret22,2,2,1,80,0
3,cret22,2,3,1,60.0,0
4,cret22,2,4,1,80,0
5,cret22,2,5,1,-1,1
6,cret22,2,6,1,65.0,0
7,cret22,2,7,1,60.0,0
8,cret22,2,8,1,-1,1
9,cret22,2,9,1,-1,1
10,cret22,2,10,1,-1,1
11,cret22,2,11,1,55.0,0
12,cret22,2,12,1,80,0
13,cret22,2,13,1,80,0
14,cret22,2,14,1,60.0,0
15,cret22,2,15,1,-1,1
16,cret22,2,16,1,-1,1
17,cret22,2,17,1,80,0
18,cret22,2,18,1,45.0,0
19,cret22,2,19,1,55.0,0
20,cret22,2,20,1,-1,1
21,cret22,2,21,1,80,0
22,cret22,2,22,1,-1,1
23,cret22,2,23,1,60.0,0
24,cret22,2,24,1,-1,1
25,cret22,2,25,1,65.0,0
26,cret22,2,26,1,80,0
27,cret22,2,27,1,80,0
28,cret22,2,28,1,-1,1
29,cret22,2,29,1,-1,1
30,cret22,2,30,1,-1,1
31,cret22,2,31,1,-1,1
32,cret22,2,32,1,60.0,0
33,cret22,2,33,1,45.0,0
34,cret22,2,34,1,65.0,0
35,cret22,2,35,1,80,0
36,cret22,2,36,1,60.0,0
37,cret22,2,37,1,-1,1
38,cret22,2,38,1,70.0,0
39,cret22,2,39,1,-1,1
40,cret22,2,40,1,-1,1
