,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret18,2,1,1,55.0,0
2,cret18,2,2,1,80.0,0
3,cret18,2,3,1,80.0,0
4,cret18,2,4,1,60.0,0
5,cret18,2,5,1,80.0,0
6,cret18,2,6,1,80.0,0
7,cret18,2,7,1,60.0,0
8,cret18,2,8,1,80.0,0
9,cret18,2,9,1,80.0,0
10,cret18,2,10,1,60.0,0
11,cret18,2,11,1,80.0,0
12,cret18,2,12,1,80.0,0
13,cret18,2,13,1,80.0,0
14,cret18,2,14,1,80.0,0
15,cret18,2,15,1,80.0,0
16,cret18,2,16,1,80.0,0
17,cret18,2,17,1,80.0,0
18,cret18,2,18,1,60.0,0
19,cret18,2,19,1,80.0,0
20,cret18,2,20,1,60.0,0
21,cret18,2,21,1,80.0,0
22,cret18,2,22,1,80.0,0
23,cret18,2,23,1,60.0,0
24,cret18,2,24,1,55.0,0
25,cret18,2,25,1,55.0,0
26,cret18,2,26,1,80.0,0
27,cret18,2,27,1,65.0,0
28,cret18,2,28,1,65.0,0
29,cret18,2,29,1,80.0,0
30,cret18,2,30,1,60.0,0
31,cret18,2,31,1,85.0,0
32,cret18,2,32,1,70.0,0
33,cret18,2,33,1,80.0,0
34,cret18,2,34,1,70.0,0
35,cret18,2,35,1,80.0,0
36,cret18,2,36,1,65.0,0
37,cret18,2,37,1,65.0,0
38,cret18,2,38,1,70.0,0
39,cret18,2,39,1,80.0,0
40,cret18,2,40,1,50.0,0
