,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret26,2,1,1,-1.0,1
2,cret26,2,2,1,90.0,0
3,cret26,2,3,1,100.0,0
4,cret26,2,4,1,90.0,0
5,cret26,2,5,1,90.0,0
6,cret26,2,6,1,80.0,0
7,cret26,2,7,1,85.0,0
8,cret26,2,8,1,80.0,0
9,cret26,2,9,1,-1.0,1
10,cret26,2,10,1,80.0,0
11,cret26,2,11,1,85.0,0
12,cret26,2,12,1,60.0,0
13,cret26,2,13,1,90.0,0
14,cret26,2,14,1,100.0,0
15,cret26,2,15,1,90.0,0
16,cret26,2,16,1,80.0,0
17,cret26,2,17,1,80.0,0
18,cret26,2,18,1,70.0,0
19,cret26,2,19,1,65.0,0
20,cret26,2,20,1,80.0,0
21,cret26,2,21,1,80.0,0
22,cret26,2,22,1,100.0,0
23,cret26,2,23,1,100.0,0
24,cret26,2,24,1,103.0,0
25,cret26,2,25,1,-1.0,1
26,cret26,2,26,1,80.0,0
27,cret26,2,27,1,80.0,0
28,cret26,2,28,1,90.0,0
29,cret26,2,29,1,90.0,0
30,cret26,2,30,1,90.0,0
31,cret26,2,31,1,80.0,0
32,cret26,2,32,1,80.0,0
33,cret26,2,33,1,80.0,0
34,cret26,2,34,1,85.0,0
35,cret26,2,35,1,80.0,0
36,cret26,2,36,1,95.0,0
37,cret26,2,37,1,95.0,0
38,cret26,2,38,1,-1.0,1
39,cret26,2,39,1,-1.0,1
40,cret26,2,40,1,105.0,0
