,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret39,2,1,1,125.0,0
2,cret39,2,2,1,138.0,0
3,cret39,2,3,1,100,0
4,cret39,2,4,1,115.0,0
5,cret39,2,5,1,-1,1
6,cret39,2,6,1,165.0,0
7,cret39,2,7,1,135.0,0
8,cret39,2,8,1,110.0,0
9,cret39,2,9,1,163.0,0
10,cret39,2,10,1,151.0,0
11,cret39,2,11,1,115.0,0
12,cret39,2,12,1,135.0,0
13,cret39,2,13,1,128.0,0
14,cret39,2,14,1,130.0,0
15,cret39,2,15,1,138.0,0
16,cret39,2,16,1,115.0,0
17,cret39,2,17,1,115.0,0
18,cret39,2,18,1,123.0,0
19,cret39,2,19,1,-1,1
20,cret39,2,20,1,107.0,0
21,cret39,2,21,1,113.0,0
22,cret39,2,22,1,151.0,0
23,cret39,2,23,1,116.0,0
24,cret39,2,24,1,137.0,0
25,cret39,2,25,1,100,0
26,cret39,2,26,1,152.0,0
27,cret39,2,27,1,112.0,0
28,cret39,2,28,1,112.0,0
29,cret39,2,29,1,127.0,0
30,cret39,2,30,1,115.0,0
31,cret39,2,31,1,111.0,0
32,cret39,2,32,1,131.0,0
33,cret39,2,33,1,118.0,0
34,cret39,2,34,1,-1,1
35,cret39,2,35,1,135.0,0
36,cret39,2,36,1,127.0,0
37,cret39,2,37,1,115.0,0
38,cret39,2,38,1,107.0,0
39,cret39,2,39,1,128.0,0
40,cret39,2,40,1,131.0,0
