,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret25,1,1,1,60.0,0
2,cret25,1,2,1,80.0,0
3,cret25,1,3,1,80.0,0
4,cret25,1,4,1,48.0,0
5,cret25,1,5,1,80.0,0
6,cret25,1,6,1,65.0,0
7,cret25,1,7,1,100.0,0
8,cret25,1,8,1,95.0,0
9,cret25,1,9,1,80.0,0
10,cret25,1,10,1,80.0,0
11,cret25,1,11,1,80.0,0
12,cret25,1,12,1,80.0,0
13,cret25,1,13,1,75.0,0
14,cret25,1,14,1,80.0,0
15,cret25,1,15,1,80.0,0
16,cret25,1,16,1,80.0,0
17,cret25,1,17,1,70.0,0
18,cret25,1,18,1,100.0,0
19,cret25,1,19,1,110.0,0
20,cret25,1,20,1,80.0,0
21,cret25,1,21,1,80.0,0
22,cret25,1,22,1,105.0,0
23,cret25,1,23,1,80.0,0
24,cret25,1,24,1,95.0,0
25,cret25,1,25,1,85.0,0
26,cret25,1,26,1,75.0,0
27,cret25,1,27,1,60.0,0
28,cret25,1,28,1,80.0,0
29,cret25,1,29,1,100.0,0
30,cret25,1,30,1,68.0,0
31,cret25,1,31,1,80.0,0
32,cret25,1,32,1,60.0,0
33,cret25,1,33,1,87.0,0
34,cret25,1,34,1,80.0,0
35,cret25,1,35,1,70.0,0
36,cret25,1,36,1,90.0,0
37,cret25,1,37,1,85.0,0
38,cret25,1,38,1,90.0,0
39,cret25,1,39,1,80.0,0
40,cret25,1,40,1,60.0,0
