,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret04,3,1,1,-1.0,1
2,cret04,3,2,1,-1.0,1
3,cret04,3,3,1,167.0,0
4,cret04,3,4,1,105.0,0
5,cret04,3,5,1,145.0,0
6,cret04,3,6,1,90.0,0
7,cret04,3,7,1,120.0,0
8,cret04,3,8,1,100.0,0
9,cret04,3,9,1,117.0,0
10,cret04,3,10,1,160.0,0
11,cret04,3,11,1,140.0,0
12,cret04,3,12,1,140.0,0
13,cret04,3,13,1,100.0,0
14,cret04,3,14,1,100.0,0
15,cret04,3,15,1,115.0,0
16,cret04,3,16,1,115.0,0
17,cret04,3,17,1,160.0,0
18,cret04,3,18,1,185.0,0
19,cret04,3,19,1,135.0,0
20,cret04,3,20,1,130.0,0
21,cret04,3,21,1,130.0,0
22,cret04,3,22,1,115.0,0
23,cret04,3,23,1,100.0,0
24,cret04,3,24,1,125.0,0
25,cret04,3,25,1,115.0,0
26,cret04,3,26,1,115.0,0
27,cret04,3,27,1,95.0,0
28,cret04,3,28,1,105.0,0
29,cret04,3,29,1,110.0,0
30,cret04,3,30,1,100.0,0
31,cret04,3,31,1,125.0,0
32,cret04,3,32,1,135.0,0
33,cret04,3,33,1,170.0,0
34,cret04,3,34,1,180.0,0
35,cret04,3,35,1,100.0,0
36,cret04,3,36,1,135.0,0
37,cret04,3,37,1,130.0,0
38,cret04,3,38,1,100.0,0
39,cret04,3,39,1,110.0,0
40,cret04,3,40,1,130.0,0
