,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret19,1,1,1,60.0,0
2,cret19,1,2,1,-1.0,1
3,cret19,1,3,1,60.0,0
4,cret19,1,4,1,60.0,0
5,cret19,1,5,1,45.0,0
6,cret19,1,6,1,55.0,0
7,cret19,1,7,1,80.0,0
8,cret19,1,8,1,-1.0,1
9,cret19,1,9,1,-1.0,1
10,cret19,1,10,1,60.0,0
11,cret19,1,11,1,-1.0,1
12,cret19,1,12,1,60.0,0
13,cret19,1,13,1,80.0,0
14,cret19,1,14,1,65.0,0
15,cret19,1,15,1,45.0,0
16,cret19,1,16,1,45.0,0
17,cret19,1,17,1,-1.0,1
18,cret19,1,18,1,60.0,0
19,cret19,1,19,1,-1.0,1
20,cret19,1,20,1,-1.0,1
21,cret19,1,21,1,60.0,0
22,cret19,1,22,1,80.0,0
23,cret19,1,23,1,60.0,0
24,cret19,1,24,1,-1.0,1
25,cret19,1,25,1,-1.0,1
26,cret19,1,26,1,-1.0,1
27,cret19,1,27,1,63.0,0
28,cret19,1,28,1,-1.0,1
29,cret19,1,29,1,40.0,0
30,cret19,1,30,1,-1.0,1
31,cret19,1,31,1,-1.0,1
32,cret19,1,32,1,55.0,0
33,cret19,1,33,1,-1.0,1
34,cret19,1,34,1,-1.0,1
35,cret19,1,35,1,55.0,0
36,cret19,1,36,1,45.0,0
37,cret19,1,37,1,55.0,0
38,cret19,1,38,1,-1.0,1
39,cret19,1,39,1,-1.0,1
40,cret19,1,40,1,-1.0,1
