,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret30,1,1,1,-1,1
2,cret30,1,2,1,-1,1
3,cret30,1,3,1,-1,1
4,cret30,1,4,1,-1,1
5,cret30,1,5,1,90.0,0
6,cret30,1,6,1,65.0,0
7,cret30,1,7,1,-1,1
8,cret30,1,8,1,-1,1
9,cret30,1,9,1,-1,1
10,cret30,1,10,1,50.0,0
11,cret30,1,11,1,-1,1
12,cret30,1,12,1,80,0
13,cret30,1,13,1,80,0
14,cret30,1,14,1,-1,1
15,cret30,1,15,1,-1,1
16,cret30,1,16,1,-1,1
17,cret30,1,17,1,-1,1
18,cret30,1,18,1,60.0,0
19,cret30,1,19,1,80,0
20,cret30,1,20,1,-1,1
21,cret30,1,21,1,-1,1
22,cret30,1,22,1,-1,1
23,cret30,1,23,1,-1,1
24,cret30,1,24,1,-1,1
25,cret30,1,25,1,80,0
26,cret30,1,26,1,45.0,0
27,cret30,1,27,1,-1,1
28,cret30,1,28,1,-1,1
29,cret30,1,29,1,60.0,0
30,cret30,1,30,1,-1,1
31,cret30,1,31,1,-1,1
32,cret30,1,32,1,-1,1
33,cret30,1,33,1,-1,1
34,cret30,1,34,1,-1,1
35,cret30,1,35,1,-1,1
36,cret30,1,36,1,-1,1
37,cret30,1,37,1,-1,1
38,cret30,1,38,1,-1,1
39,cret30,1,39,1,45.0,0
40,cret30,1,40,1,65.0,0
