,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret39,3,1,1,157.0,0
2,cret39,3,2,1,112.0,0
3,cret39,3,3,1,140.0,0
4,cret39,3,4,1,120.0,0
5,cret39,3,5,1,116.0,0
6,cret39,3,6,1,125.0,0
7,cret39,3,7,1,140.0,0
8,cret39,3,8,1,140.0,0
9,cret39,3,9,1,138.0,0
10,cret39,3,10,1,151.0,0
11,cret39,3,11,1,146.0,0
12,cret39,3,12,1,120.0,0
13,cret39,3,13,1,115.0,0
14,cret39,3,14,1,143.0,0
15,cret39,3,15,1,125.0,0
16,cret39,3,16,1,115.0,0
17,cret39,3,17,1,140.0,0
18,cret39,3,18,1,115.0,0
19,cret39,3,19,1,110.0,0
20,cret39,3,20,1,130.0,0
21,cret39,3,21,1,150.0,0
22,cret39,3,22,1,129.0,0
23,cret39,3,23,1,155.0,0
24,cret39,3,24,1,142.0,0
25,cret39,3,25,1,125.0,0
26,cret39,3,26,1,155.0,0
27,cret39,3,27,1,120.0,0
28,cret39,3,28,1,130.0,0
29,cret39,3,29,1,127.0,0
30,cret39,3,30,1,143.0,0
31,cret39,3,31,1,120.0,0
32,cret39,3,32,1,112.0,0
33,cret39,3,33,1,130.0,0
34,cret39,3,34,1,135.0,0
35,cret39,3,35,1,115.0,0
36,cret39,3,36,1,113.0,0
37,cret39,3,37,1,157.0,0
38,cret39,3,38,1,120.0,0
39,cret39,3,39,1,100.0,0
40,cret39,3,40,1,147.0,0
