,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret09,1,1,1,-1,1
2,cret09,1,2,1,-1,1
3,cret09,1,3,1,50.0,0
4,cret09,1,4,1,-1,1
5,cret09,1,5,1,-1,1
6,cret09,1,6,1,-1,1
7,cret09,1,7,1,-1,1
8,cret09,1,8,1,-1,1
9,cret09,1,9,1,-1,1
10,cret09,1,10,1,-1,1
11,cret09,1,11,1,65.0,0
12,cret09,1,12,1,-1,1
13,cret09,1,13,1,60.0,0
14,cret09,1,14,1,-1,1
15,cret09,1,15,1,-1,1
16,cret09,1,16,1,70,0
17,cret09,1,17,1,80.0,0
18,cret09,1,18,1,80.0,0
19,cret09,1,19,1,-1,1
20,cret09,1,20,1,-1,1
21,cret09,1,21,1,80.0,0
22,cret09,1,22,1,-1,1
23,cret09,1,23,1,55.0,0
24,cret09,1,24,1,65.0,0
25,cret09,1,25,1,-1,1
26,cret09,1,26,1,80.0,0
27,cret09,1,27,1,60.0,0
28,cret09,1,28,1,70,0
29,cret09,1,29,1,70,0
30,cret09,1,30,1,70,0
31,cret09,1,31,1,-1,1
32,cret09,1,32,1,150.0,0
33,cret09,1,33,1,-1,1
34,cret09,1,34,1,60.0,0
35,cret09,1,35,1,-1,1
36,cret09,1,36,1,70,0
37,cret09,1,37,1,70,0
38,cret09,1,38,1,-1,1
39,cret09,1,39,1,85.0,0
40,cret09,1,40,1,95.0,0
