,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret22,3,1,1,-1,1
2,cret22,3,2,1,80,0
3,cret22,3,3,1,-1,1
4,cret22,3,4,1,-1,1
5,cret22,3,5,1,50.0,0
6,cret22,3,6,1,80,0
7,cret22,3,7,1,65.0,0
8,cret22,3,8,1,55.0,0
9,cret22,3,9,1,-1,1
10,cret22,3,10,1,80,0
11,cret22,3,11,1,80,0
12,cret22,3,12,1,60.0,0
13,cret22,3,13,1,80,0
14,cret22,3,14,1,75.0,0
15,cret22,3,15,1,80,0
16,cret22,3,16,1,-1,1
17,cret22,3,17,1,-1,1
18,cret22,3,18,1,65.0,0
19,cret22,3,19,1,-1,1
20,cret22,3,20,1,-1,1
21,cret22,3,21,1,-1,1
22,cret22,3,22,1,60.0,0
23,cret22,3,23,1,60.0,0
24,cret22,3,24,1,80,0
25,cret22,3,25,1,60.0,0
26,cret22,3,26,1,80,0
27,cret22,3,27,1,-1,1
28,cret22,3,28,1,-1,1
29,cret22,3,29,1,55.0,0
30,cret22,3,30,1,80,0
31,cret22,3,31,1,80,0
32,cret22,3,32,1,95.0,0
33,cret22,3,33,1,-1,1
34,cret22,3,34,1,-1,1
35,cret22,3,35,1,80,0
36,cret22,3,36,1,-1,1
37,cret22,3,37,1,60.0,0
38,cret22,3,38,1,-1,1
39,cret22,3,39,1,80,0
40,cret22,3,40,1,60.0,0
