,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret05,3,1,1,90.0,0
2,cret05,3,2,1,-1,1
3,cret05,3,3,1,100.0,0
4,cret05,3,4,1,100.0,0
5,cret05,3,5,1,170.0,0
6,cret05,3,6,1,110.0,0
7,cret05,3,7,1,140.0,0
8,cret05,3,8,1,100.0,0
9,cret05,3,9,1,80.0,0
10,cret05,3,10,1,100.0,0
11,cret05,3,11,1,115.0,0
12,cret05,3,12,1,110.0,0
13,cret05,3,13,1,110.0,0
14,cret05,3,14,1,125.0,0
15,cret05,3,15,1,125.0,0
16,cret05,3,16,1,130.0,0
17,cret05,3,17,1,90.0,0
18,cret05,3,18,1,170.0,0
19,cret05,3,19,1,125.0,0
20,cret05,3,20,1,90.0,0
21,cret05,3,21,1,130.0,0
22,cret05,3,22,1,115.0,0
23,cret05,3,23,1,110.0,0
24,cret05,3,24,1,100.0,0
25,cret05,3,25,1,90.0,0
26,cret05,3,26,1,105.0,0
27,cret05,3,27,1,100.0,0
28,cret05,3,28,1,115.0,0
29,cret05,3,29,1,125.0,0
30,cret05,3,30,1,125.0,0
31,cret05,3,31,1,90.0,0
32,cret05,3,32,1,115.0,0
33,cret05,3,33,1,80.0,0
34,cret05,3,34,1,120.0,0
35,cret05,3,35,1,90.0,0
36,cret05,3,36,1,145.0,0
37,cret05,3,37,1,95.0,0
38,cret05,3,38,1,110.0,0
39,cret05,3,39,1,155.0,0
40,cret05,3,40,1,105.0,0
