,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret21,1,1,1,-1.0,1
2,cret21,1,2,1,-1.0,1
3,cret21,1,3,1,120.0,0
4,cret21,1,4,1,-1.0,1
5,cret21,1,5,1,70.0,0
6,cret21,1,6,1,115.0,0
7,cret21,1,7,1,-1.0,1
8,cret21,1,8,1,-1.0,1
9,cret21,1,9,1,85.0,0
10,cret21,1,10,1,80.0,0
11,cret21,1,11,1,100.0,0
12,cret21,1,12,1,80.0,0
13,cret21,1,13,1,80.0,0
14,cret21,1,14,1,65.0,0
15,cret21,1,15,1,130.0,0
16,cret21,1,16,1,70.0,0
17,cret21,1,17,1,80.0,0
18,cret21,1,18,1,80.0,0
19,cret21,1,19,1,80.0,0
20,cret21,1,20,1,80.0,0
21,cret21,1,21,1,80.0,0
22,cret21,1,22,1,85.0,0
23,cret21,1,23,1,93.0,0
24,cret21,1,24,1,80.0,0
25,cret21,1,25,1,55.0,0
26,cret21,1,26,1,-1.0,1
27,cret21,1,27,1,65.0,0
28,cret21,1,28,1,65.0,0
29,cret21,1,29,1,80.0,0
30,cret21,1,30,1,80.0,0
31,cret21,1,31,1,80.0,0
32,cret21,1,32,1,80.0,0
33,cret21,1,33,1,80.0,0
34,cret21,1,34,1,55.0,0
35,cret21,1,35,1,60.0,0
36,cret21,1,36,1,80.0,0
37,cret21,1,37,1,-1.0,1
38,cret21,1,38,1,65.0,0
39,cret21,1,39,1,80.0,0
40,cret21,1,40,1,80.0,0
