,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret30,3,1,1,80.0,0
2,cret30,3,2,1,-1.0,1
3,cret30,3,3,1,-1.0,1
4,cret30,3,4,1,80.0,0
5,cret30,3,5,1,80.0,0
6,cret30,3,6,1,90.0,0
7,cret30,3,7,1,-1.0,1
8,cret30,3,8,1,80.0,0
9,cret30,3,9,1,65.0,0
10,cret30,3,10,1,80.0,0
11,cret30,3,11,1,-1.0,1
12,cret30,3,12,1,-1.0,1
13,cret30,3,13,1,80.0,0
14,cret30,3,14,1,80.0,0
15,cret30,3,15,1,80.0,0
16,cret30,3,16,1,55.0,0
17,cret30,3,17,1,80.0,0
18,cret30,3,18,1,-1.0,1
19,cret30,3,19,1,80.0,0
20,cret30,3,20,1,60.0,0
21,cret30,3,21,1,80.0,0
22,cret30,3,22,1,80.0,0
23,cret30,3,23,1,55.0,0
24,cret30,3,24,1,65.0,0
25,cret30,3,25,1,60.0,0
26,cret30,3,26,1,-1.0,1
27,cret30,3,27,1,80.0,0
28,cret30,3,28,1,60.0,0
29,cret30,3,29,1,80.0,0
30,cret30,3,30,1,90.0,0
31,cret30,3,31,1,80.0,0
32,cret30,3,32,1,95.0,0
33,cret30,3,33,1,80.0,0
34,cret30,3,34,1,80.0,0
35,cret30,3,35,1,160.0,0
36,cret30,3,36,1,80.0,0
37,cret30,3,37,1,80.0,0
38,cret30,3,38,1,-1.0,1
39,cret30,3,39,1,90.0,0
40,cret30,3,40,1,-1.0,1
