,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret11,2,1,1,165.0,0
2,cret11,2,2,1,140.0,0
3,cret11,2,3,1,100.0,0
4,cret11,2,4,1,215.0,0
5,cret11,2,5,1,165.0,0
6,cret11,2,6,1,150.0,0
7,cret11,2,7,1,-1,1
8,cret11,2,8,1,-1,1
9,cret11,2,9,1,130.0,0
10,cret11,2,10,1,175.0,0
11,cret11,2,11,1,95,0
12,cret11,2,12,1,95,0
13,cret11,2,13,1,110.0,0
14,cret11,2,14,1,95,0
15,cret11,2,15,1,155.0,0
16,cret11,2,16,1,165.0,0
17,cret11,2,17,1,95,0
18,cret11,2,18,1,-1,1
19,cret11,2,19,1,165.0,0
20,cret11,2,20,1,125.0,0
21,cret11,2,21,1,195.0,0
22,cret11,2,22,1,145.0,0
23,cret11,2,23,1,95,0
24,cret11,2,24,1,140.0,0
25,cret11,2,25,1,100.0,0
26,cret11,2,26,1,127.0,0
27,cret11,2,27,1,145.0,0
28,cret11,2,28,1,120.0,0
29,cret11,2,29,1,130.0,0
30,cret11,2,30,1,102.0,0
31,cret11,2,31,1,125.0,0
32,cret11,2,32,1,145.0,0
33,cret11,2,33,1,110.0,0
34,cret11,2,34,1,145.0,0
35,cret11,2,35,1,120.0,0
36,cret11,2,36,1,105.0,0
37,cret11,2,37,1,115.0,0
38,cret11,2,38,1,100.0,0
39,cret11,2,39,1,95,0
40,cret11,2,40,1,140.0,0
