,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret15,4,1,1,-1,1
2,cret15,4,2,1,70,0
3,cret15,4,3,1,70,0
4,cret15,4,4,1,70,0
5,cret15,4,5,1,65.0,0
6,cret15,4,6,1,85.0,0
7,cret15,4,7,1,70,0
8,cret15,4,8,1,70,0
9,cret15,4,9,1,70,0
10,cret15,4,10,1,-1,1
11,cret15,4,11,1,70,0
12,cret15,4,12,1,70,0
13,cret15,4,13,1,70,0
14,cret15,4,14,1,55.0,0
15,cret15,4,15,1,80.0,0
16,cret15,4,16,1,70,0
17,cret15,4,17,1,70,0
18,cret15,4,18,1,55.0,0
19,cret15,4,19,1,70,0
20,cret15,4,20,1,85.0,0
21,cret15,4,21,1,70,0
22,cret15,4,22,1,70,0
23,cret15,4,23,1,70,0
24,cret15,4,24,1,70,0
25,cret15,4,25,1,70,0
26,cret15,4,26,1,70,0
27,cret15,4,27,1,70,0
28,cret15,4,28,1,80.0,0
29,cret15,4,29,1,55.0,0
30,cret15,4,30,1,62.0,0
31,cret15,4,31,1,85.0,0
32,cret15,4,32,1,70,0
33,cret15,4,33,1,70,0
34,cret15,4,34,1,70,0
35,cret15,4,35,1,80.0,0
36,cret15,4,36,1,70,0
37,cret15,4,37,1,110.0,0
38,cret15,4,38,1,80.0,0
39,cret15,4,39,1,55.0,0
40,cret15,4,40,1,80.0,0
