,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret28,2,1,1,-1.0,1
2,cret28,2,2,1,80.0,0
3,cret28,2,3,1,90.0,0
4,cret28,2,4,1,-1.0,1
5,cret28,2,5,1,140.0,0
6,cret28,2,6,1,-1.0,1
7,cret28,2,7,1,80.0,0
8,cret28,2,8,1,100.0,0
9,cret28,2,9,1,90.0,0
10,cret28,2,10,1,105.0,0
11,cret28,2,11,1,105.0,0
12,cret28,2,12,1,80.0,0
13,cret28,2,13,1,80.0,0
14,cret28,2,14,1,-1.0,1
15,cret28,2,15,1,-1.0,1
16,cret28,2,16,1,80.0,0
17,cret28,2,17,1,-1.0,1
18,cret28,2,18,1,125.0,0
19,cret28,2,19,1,130.0,0
20,cret28,2,20,1,100.0,0
21,cret28,2,21,1,110.0,0
22,cret28,2,22,1,80.0,0
23,cret28,2,23,1,105.0,0
24,cret28,2,24,1,80.0,0
25,cret28,2,25,1,-1.0,1
26,cret28,2,26,1,80.0,0
27,cret28,2,27,1,110.0,0
28,cret28,2,28,1,105.0,0
29,cret28,2,29,1,-1.0,1
30,cret28,2,30,1,-1.0,1
31,cret28,2,31,1,80.0,0
32,cret28,2,32,1,80.0,0
33,cret28,2,33,1,105.0,0
34,cret28,2,34,1,90.0,0
35,cret28,2,35,1,-1.0,1
36,cret28,2,36,1,90.0,0
37,cret28,2,37,1,120.0,0
38,cret28,2,38,1,90.0,0
39,cret28,2,39,1,90.0,0
40,cret28,2,40,1,90.0,0
