,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret22,1,1,1,-1.0,1
2,cret22,1,2,1,-1.0,1
3,cret22,1,3,1,80.0,0
4,cret22,1,4,1,85.0,0
5,cret22,1,5,1,75.0,0
6,cret22,1,6,1,70.0,0
7,cret22,1,7,1,-1.0,1
8,cret22,1,8,1,80.0,0
9,cret22,1,9,1,-1.0,1
10,cret22,1,10,1,100.0,0
11,cret22,1,11,1,-1.0,1
12,cret22,1,12,1,85.0,0
13,cret22,1,13,1,-1.0,1
14,cret22,1,14,1,80.0,0
15,cret22,1,15,1,-1.0,1
16,cret22,1,16,1,65.0,0
17,cret22,1,17,1,70.0,0
18,cret22,1,18,1,-1.0,1
19,cret22,1,19,1,-1.0,1
20,cret22,1,20,1,80.0,0
21,cret22,1,21,1,-1.0,1
22,cret22,1,22,1,-1.0,1
23,cret22,1,23,1,65.0,0
24,cret22,1,24,1,80.0,0
25,cret22,1,25,1,-1.0,1
26,cret22,1,26,1,65.0,0
27,cret22,1,27,1,-1.0,1
28,cret22,1,28,1,80.0,0
29,cret22,1,29,1,-1.0,1
30,cret22,1,30,1,80.0,0
31,cret22,1,31,1,-1.0,1
32,cret22,1,32,1,-1.0,1
33,cret22,1,33,1,80.0,0
34,cret22,1,34,1,85.0,0
35,cret22,1,35,1,70.0,0
36,cret22,1,36,1,70.0,0
37,cret22,1,37,1,-1.0,1
38,cret22,1,38,1,-1.0,1
39,cret22,1,39,1,-1.0,1
40,cret22,1,40,1,80.0,0
