,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret39,4,1,1,100.0,0
2,cret39,4,2,1,135.0,0
3,cret39,4,3,1,109.0,0
4,cret39,4,4,1,113.0,0
5,cret39,4,5,1,121.0,0
6,cret39,4,6,1,120.0,0
7,cret39,4,7,1,120.0,0
8,cret39,4,8,1,125.0,0
9,cret39,4,9,1,120.0,0
10,cret39,4,10,1,145.0,0
11,cret39,4,11,1,109.0,0
12,cret39,4,12,1,107.0,0
13,cret39,4,13,1,100.0,0
14,cret39,4,14,1,140.0,0
15,cret39,4,15,1,117.0,0
16,cret39,4,16,1,145.0,0
17,cret39,4,17,1,115.0,0
18,cret39,4,18,1,100.0,0
19,cret39,4,19,1,115.0,0
20,cret39,4,20,1,116.0,0
21,cret39,4,21,1,147.0,0
22,cret39,4,22,1,120.0,0
23,cret39,4,23,1,125.0,0
24,cret39,4,24,1,125.0,0
25,cret39,4,25,1,160.0,0
26,cret39,4,26,1,109.0,0
27,cret39,4,27,1,128.0,0
28,cret39,4,28,1,125.0,0
29,cret39,4,29,1,112.0,0
30,cret39,4,30,1,130.0,0
31,cret39,4,31,1,100.0,0
32,cret39,4,32,1,120.0,0
33,cret39,4,33,1,-1.0,1
34,cret39,4,34,1,100.0,0
35,cret39,4,35,1,150.0,0
36,cret39,4,36,1,130.0,0
37,cret39,4,37,1,110.0,0
38,cret39,4,38,1,125.0,0
39,cret39,4,39,1,120.0,0
40,cret39,4,40,1,125.0,0
