,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret30,2,1,1,80.0,0
2,cret30,2,2,1,80.0,0
3,cret30,2,3,1,50.0,0
4,cret30,2,4,1,80.0,0
5,cret30,2,5,1,60.0,0
6,cret30,2,6,1,-1.0,1
7,cret30,2,7,1,50.0,0
8,cret30,2,8,1,80.0,0
9,cret30,2,9,1,80.0,0
10,cret30,2,10,1,80.0,0
11,cret30,2,11,1,80.0,0
12,cret30,2,12,1,80.0,0
13,cret30,2,13,1,-1.0,1
14,cret30,2,14,1,85.0,0
15,cret30,2,15,1,80.0,0
16,cret30,2,16,1,80.0,0
17,cret30,2,17,1,80.0,0
18,cret30,2,18,1,85.0,0
19,cret30,2,19,1,80.0,0
20,cret30,2,20,1,-1.0,1
21,cret30,2,21,1,50.0,0
22,cret30,2,22,1,50.0,0
23,cret30,2,23,1,80.0,0
24,cret30,2,24,1,80.0,0
25,cret30,2,25,1,80.0,0
26,cret30,2,26,1,60.0,0
27,cret30,2,27,1,80.0,0
28,cret30,2,28,1,50.0,0
29,cret30,2,29,1,80.0,0
30,cret30,2,30,1,90.0,0
31,cret30,2,31,1,65.0,0
32,cret30,2,32,1,80.0,0
33,cret30,2,33,1,55.0,0
34,cret30,2,34,1,95.0,0
35,cret30,2,35,1,80.0,0
36,cret30,2,36,1,90.0,0
37,cret30,2,37,1,110.0,0
38,cret30,2,38,1,80.0,0
39,cret30,2,39,1,70.0,0
40,cret30,2,40,1,-1.0,1
