,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret03,3,1,1,-1,1
2,cret03,3,2,1,55,0
3,cret03,3,3,1,-1,1
4,cret03,3,4,1,70.0,0
5,cret03,3,5,1,70.0,0
6,cret03,3,6,1,55,0
7,cret03,3,7,1,-1,1
8,cret03,3,8,1,45.0,0
9,cret03,3,9,1,55,0
10,cret03,3,10,1,-1,1
11,cret03,3,11,1,55,0
12,cret03,3,12,1,-1,1
13,cret03,3,13,1,40.0,0
14,cret03,3,14,1,55,0
15,cret03,3,15,1,-1,1
16,cret03,3,16,1,-1,1
17,cret03,3,17,1,-1,1
18,cret03,3,18,1,55,0
19,cret03,3,19,1,-1,1
20,cret03,3,20,1,-1,1
21,cret03,3,21,1,-1,1
22,cret03,3,22,1,-1,1
23,cret03,3,23,1,55,0
24,cret03,3,24,1,-1,1
25,cret03,3,25,1,-1,1
26,cret03,3,26,1,-1,1
27,cret03,3,27,1,55,0
28,cret03,3,28,1,-1,1
29,cret03,3,29,1,-1,1
30,cret03,3,30,1,45.0,0
31,cret03,3,31,1,-1,1
32,cret03,3,32,1,-1,1
33,cret03,3,33,1,-1,1
34,cret03,3,34,1,45.0,0
35,cret03,3,35,1,-1,1
36,cret03,3,36,1,-1,1
37,cret03,3,37,1,-1,1
38,cret03,3,38,1,-1,1
39,cret03,3,39,1,-1,1
40,cret03,3,40,1,-1,1
