,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret07,1,1,1,-1,1
2,cret07,1,2,1,-1,1
3,cret07,1,3,1,-1,1
4,cret07,1,4,1,77.0,0
5,cret07,1,5,1,78.0,0
6,cret07,1,6,1,-1,1
7,cret07,1,7,1,70,0
8,cret07,1,8,1,70,0
9,cret07,1,9,1,58.0,0
10,cret07,1,10,1,80.0,0
11,cret07,1,11,1,45.0,0
12,cret07,1,12,1,65.0,0
13,cret07,1,13,1,80.0,0
14,cret07,1,14,1,65.0,0
15,cret07,1,15,1,-1,1
16,cret07,1,16,1,75.0,0
17,cret07,1,17,1,75.0,0
18,cret07,1,18,1,75.0,0
19,cret07,1,19,1,65.0,0
20,cret07,1,20,1,70.0,0
21,cret07,1,21,1,70,0
22,cret07,1,22,1,-1,1
23,cret07,1,23,1,80.0,0
24,cret07,1,24,1,-1,1
25,cret07,1,25,1,85.0,0
26,cret07,1,26,1,-1,1
27,cret07,1,27,1,70,0
28,cret07,1,28,1,70,0
29,cret07,1,29,1,70,0
30,cret07,1,30,1,80.0,0
31,cret07,1,31,1,75.0,0
32,cret07,1,32,1,70,0
33,cret07,1,33,1,55.0,0
34,cret07,1,34,1,75.0,0
35,cret07,1,35,1,70,0
36,cret07,1,36,1,80.0,0
37,cret07,1,37,1,85.0,0
38,cret07,1,38,1,57.0,0
39,cret07,1,39,1,70,0
40,cret07,1,40,1,70.0,0
