,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret17,2,1,1,-1,1
2,cret17,2,2,1,105.0,0
3,cret17,2,3,1,-1,1
4,cret17,2,4,1,90.0,0
5,cret17,2,5,1,85.0,0
6,cret17,2,6,1,80,0
7,cret17,2,7,1,80,0
8,cret17,2,8,1,80,0
9,cret17,2,9,1,80,0
10,cret17,2,10,1,80,0
11,cret17,2,11,1,65.0,0
12,cret17,2,12,1,95.0,0
13,cret17,2,13,1,80,0
14,cret17,2,14,1,80,0
15,cret17,2,15,1,80,0
16,cret17,2,16,1,85.0,0
17,cret17,2,17,1,80,0
18,cret17,2,18,1,80,0
19,cret17,2,19,1,80,0
20,cret17,2,20,1,120.0,0
21,cret17,2,21,1,80,0
22,cret17,2,22,1,80,0
23,cret17,2,23,1,70.0,0
24,cret17,2,24,1,80,0
25,cret17,2,25,1,65.0,0
26,cret17,2,26,1,100.0,0
27,cret17,2,27,1,110.0,0
28,cret17,2,28,1,80,0
29,cret17,2,29,1,95.0,0
30,cret17,2,30,1,95.0,0
31,cret17,2,31,1,80,0
32,cret17,2,32,1,80,0
33,cret17,2,33,1,70.0,0
34,cret17,2,34,1,115.0,0
35,cret17,2,35,1,95.0,0
36,cret17,2,36,1,-1,1
37,cret17,2,37,1,90.0,0
38,cret17,2,38,1,85.0,0
39,cret17,2,39,1,80,0
40,cret17,2,40,1,92.0,0
