,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret18,4,1,1,-1.0,1
2,cret18,4,2,1,70.0,0
3,cret18,4,3,1,80.0,0
4,cret18,4,4,1,80.0,0
5,cret18,4,5,1,80.0,0
6,cret18,4,6,1,80.0,0
7,cret18,4,7,1,80.0,0
8,cret18,4,8,1,80.0,0
9,cret18,4,9,1,80.0,0
10,cret18,4,10,1,80.0,0
11,cret18,4,11,1,80.0,0
12,cret18,4,12,1,80.0,0
13,cret18,4,13,1,80.0,0
14,cret18,4,14,1,80.0,0
15,cret18,4,15,1,80.0,0
16,cret18,4,16,1,65.0,0
17,cret18,4,17,1,70.0,0
18,cret18,4,18,1,80.0,0
19,cret18,4,19,1,80.0,0
20,cret18,4,20,1,80.0,0
21,cret18,4,21,1,80.0,0
22,cret18,4,22,1,95.0,0
23,cret18,4,23,1,80.0,0
24,cret18,4,24,1,80.0,0
25,cret18,4,25,1,80.0,0
26,cret18,4,26,1,65.0,0
27,cret18,4,27,1,55.0,0
28,cret18,4,28,1,80.0,0
29,cret18,4,29,1,60.0,0
30,cret18,4,30,1,65.0,0
31,cret18,4,31,1,80.0,0
32,cret18,4,32,1,70.0,0
33,cret18,4,33,1,80.0,0
34,cret18,4,34,1,80.0,0
35,cret18,4,35,1,80.0,0
36,cret18,4,36,1,70.0,0
37,cret18,4,37,1,70.0,0
38,cret18,4,38,1,80.0,0
39,cret18,4,39,1,50.0,0
40,cret18,4,40,1,80.0,0
