,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret09,2,1,1,100.0,0
2,cret09,2,2,1,70,0
3,cret09,2,3,1,70,0
4,cret09,2,4,1,55.0,0
5,cret09,2,5,1,75.0,0
6,cret09,2,6,1,45.0,0
7,cret09,2,7,1,60.0,0
8,cret09,2,8,1,60.0,0
9,cret09,2,9,1,70,0
10,cret09,2,10,1,70,0
11,cret09,2,11,1,85.0,0
12,cret09,2,12,1,50.0,0
13,cret09,2,13,1,60.0,0
14,cret09,2,14,1,70,0
15,cret09,2,15,1,-1,1
16,cret09,2,16,1,50.0,0
17,cret09,2,17,1,60.0,0
18,cret09,2,18,1,70,0
19,cret09,2,19,1,70,0
20,cret09,2,20,1,50.0,0
21,cret09,2,21,1,85.0,0
22,cret09,2,22,1,-1,1
23,cret09,2,23,1,80.0,0
24,cret09,2,24,1,95.0,0
25,cret09,2,25,1,70,0
26,cret09,2,26,1,60.0,0
27,cret09,2,27,1,70,0
28,cret09,2,28,1,70,0
29,cret09,2,29,1,70,0
30,cret09,2,30,1,60.0,0
31,cret09,2,31,1,70,0
32,cret09,2,32,1,-1,1
33,cret09,2,33,1,70,0
34,cret09,2,34,1,45.0,0
35,cret09,2,35,1,50.0,0
36,cret09,2,36,1,70,0
37,cret09,2,37,1,60.0,0
38,cret09,2,38,1,60.0,0
39,cret09,2,39,1,70,0
40,cret09,2,40,1,-1,1
