,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret06,1,1,1,65.0,0
2,cret06,1,2,1,45.0,0
3,cret06,1,3,1,75.0,0
4,cret06,1,4,1,70.0,0
5,cret06,1,5,1,50.0,0
6,cret06,1,6,1,55.0,0
7,cret06,1,7,1,80.0,0
8,cret06,1,8,1,70.0,0
9,cret06,1,9,1,50.0,0
10,cret06,1,10,1,70.0,0
11,cret06,1,11,1,70.0,0
12,cret06,1,12,1,70.0,0
13,cret06,1,13,1,70.0,0
14,cret06,1,14,1,88.0,0
15,cret06,1,15,1,70.0,0
16,cret06,1,16,1,65.0,0
17,cret06,1,17,1,90.0,0
18,cret06,1,18,1,85.0,0
19,cret06,1,19,1,70.0,0
20,cret06,1,20,1,85.0,0
21,cret06,1,21,1,60.0,0
22,cret06,1,22,1,60.0,0
23,cret06,1,23,1,85.0,0
24,cret06,1,24,1,70.0,0
25,cret06,1,25,1,75.0,0
26,cret06,1,26,1,60.0,0
27,cret06,1,27,1,60.0,0
28,cret06,1,28,1,70.0,0
29,cret06,1,29,1,70.0,0
30,cret06,1,30,1,60.0,0
31,cret06,1,31,1,60.0,0
32,cret06,1,32,1,70.0,0
33,cret06,1,33,1,40.0,0
34,cret06,1,34,1,60.0,0
35,cret06,1,35,1,70.0,0
36,cret06,1,36,1,70.0,0
37,cret06,1,37,1,50.0,0
38,cret06,1,38,1,50.0,0
39,cret06,1,39,1,70.0,0
40,cret06,1,40,1,80.0,0
