,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret15,3,1,1,70.0,0
2,cret15,3,2,1,60.0,0
3,cret15,3,3,1,85.0,0
4,cret15,3,4,1,70.0,0
5,cret15,3,5,1,70.0,0
6,cret15,3,6,1,70.0,0
7,cret15,3,7,1,50.0,0
8,cret15,3,8,1,70.0,0
9,cret15,3,9,1,80.0,0
10,cret15,3,10,1,85.0,0
11,cret15,3,11,1,70.0,0
12,cret15,3,12,1,95.0,0
13,cret15,3,13,1,70.0,0
14,cret15,3,14,1,70.0,0
15,cret15,3,15,1,80.0,0
16,cret15,3,16,1,80.0,0
17,cret15,3,17,1,70.0,0
18,cret15,3,18,1,70.0,0
19,cret15,3,19,1,70.0,0
20,cret15,3,20,1,70.0,0
21,cret15,3,21,1,85.0,0
22,cret15,3,22,1,70.0,0
23,cret15,3,23,1,70.0,0
24,cret15,3,24,1,55.0,0
25,cret15,3,25,1,70.0,0
26,cret15,3,26,1,70.0,0
27,cret15,3,27,1,70.0,0
28,cret15,3,28,1,70.0,0
29,cret15,3,29,1,70.0,0
30,cret15,3,30,1,80.0,0
31,cret15,3,31,1,70.0,0
32,cret15,3,32,1,60.0,0
33,cret15,3,33,1,70.0,0
34,cret15,3,34,1,70.0,0
35,cret15,3,35,1,70.0,0
36,cret15,3,36,1,80.0,0
37,cret15,3,37,1,60.0,0
38,cret15,3,38,1,70.0,0
39,cret15,3,39,1,80.0,0
40,cret15,3,40,1,70.0,0
