,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret11,3,1,1,140.0,0
2,cret11,3,2,1,95.0,0
3,cret11,3,3,1,170.0,0
4,cret11,3,4,1,95.0,0
5,cret11,3,5,1,95.0,0
6,cret11,3,6,1,75.0,0
7,cret11,3,7,1,80.0,0
8,cret11,3,8,1,95.0,0
9,cret11,3,9,1,95.0,0
10,cret11,3,10,1,120.0,0
11,cret11,3,11,1,200.0,0
12,cret11,3,12,1,140.0,0
13,cret11,3,13,1,95.0,0
14,cret11,3,14,1,95.0,0
15,cret11,3,15,1,95.0,0
16,cret11,3,16,1,95.0,0
17,cret11,3,17,1,85.0,0
18,cret11,3,18,1,105.0,0
19,cret11,3,19,1,150.0,0
20,cret11,3,20,1,130.0,0
21,cret11,3,21,1,120.0,0
22,cret11,3,22,1,130.0,0
23,cret11,3,23,1,190.0,0
24,cret11,3,24,1,140.0,0
25,cret11,3,25,1,95.0,0
26,cret11,3,26,1,65.0,0
27,cret11,3,27,1,95.0,0
28,cret11,3,28,1,180.0,0
29,cret11,3,29,1,160.0,0
30,cret11,3,30,1,95.0,0
31,cret11,3,31,1,105.0,0
32,cret11,3,32,1,80.0,0
33,cret11,3,33,1,95.0,0
34,cret11,3,34,1,95.0,0
35,cret11,3,35,1,145.0,0
36,cret11,3,36,1,130.0,0
37,cret11,3,37,1,125.0,0
38,cret11,3,38,1,-1.0,1
39,cret11,3,39,1,120.0,0
40,cret11,3,40,1,195.0,0
