,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret29,3,1,1,80.0,0
2,cret29,3,2,1,80.0,0
3,cret29,3,3,1,70.0,0
4,cret29,3,4,1,80.0,0
5,cret29,3,5,1,80.0,0
6,cret29,3,6,1,80.0,0
7,cret29,3,7,1,70.0,0
8,cret29,3,8,1,80.0,0
9,cret29,3,9,1,80.0,0
10,cret29,3,10,1,70.0,0
11,cret29,3,11,1,80.0,0
12,cret29,3,12,1,80.0,0
13,cret29,3,13,1,70.0,0
14,cret29,3,14,1,55.0,0
15,cret29,3,15,1,80.0,0
16,cret29,3,16,1,80.0,0
17,cret29,3,17,1,80.0,0
18,cret29,3,18,1,65.0,0
19,cret29,3,19,1,80.0,0
20,cret29,3,20,1,80.0,0
21,cret29,3,21,1,95.0,0
22,cret29,3,22,1,80.0,0
23,cret29,3,23,1,80.0,0
24,cret29,3,24,1,80.0,0
25,cret29,3,25,1,80.0,0
26,cret29,3,26,1,80.0,0
27,cret29,3,27,1,80.0,0
28,cret29,3,28,1,65.0,0
29,cret29,3,29,1,55.0,0
30,cret29,3,30,1,80.0,0
31,cret29,3,31,1,80.0,0
32,cret29,3,32,1,95.0,0
33,cret29,3,33,1,80.0,0
34,cret29,3,34,1,95.0,0
35,cret29,3,35,1,80.0,0
36,cret29,3,36,1,90.0,0
37,cret29,3,37,1,100.0,0
38,cret29,3,38,1,80.0,0
39,cret29,3,39,1,45.0,0
40,cret29,3,40,1,70.0,0
