,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret16,3,1,1,-1.0,1
2,cret16,3,2,1,-1.0,1
3,cret16,3,3,1,-1.0,1
4,cret16,3,4,1,-1.0,1
5,cret16,3,5,1,-1.0,1
6,cret16,3,6,1,85.0,0
7,cret16,3,7,1,-1.0,1
8,cret16,3,8,1,-1.0,1
9,cret16,3,9,1,-1.0,1
10,cret16,3,10,1,-1.0,1
11,cret16,3,11,1,95.0,0
12,cret16,3,12,1,105.0,0
13,cret16,3,13,1,-1.0,1
14,cret16,3,14,1,-1.0,1
15,cret16,3,15,1,-1.0,1
16,cret16,3,16,1,-1.0,1
17,cret16,3,17,1,120.0,0
18,cret16,3,18,1,-1.0,1
19,cret16,3,19,1,-1.0,1
20,cret16,3,20,1,115.0,0
21,cret16,3,21,1,-1.0,1
22,cret16,3,22,1,-1.0,1
23,cret16,3,23,1,-1.0,1
24,cret16,3,24,1,95.0,0
25,cret16,3,25,1,-1.0,1
26,cret16,3,26,1,-1.0,1
27,cret16,3,27,1,-1.0,1
28,cret16,3,28,1,-1.0,1
29,cret16,3,29,1,-1.0,1
30,cret16,3,30,1,-1.0,1
31,cret16,3,31,1,-1.0,1
32,cret16,3,32,1,110.0,0
33,cret16,3,33,1,-1.0,1
34,cret16,3,34,1,-1.0,1
35,cret16,3,35,1,-1.0,1
36,cret16,3,36,1,105.0,0
37,cret16,3,37,1,85.0,0
38,cret16,3,38,1,-1.0,1
39,cret16,3,39,1,-1.0,1
40,cret16,3,40,1,120.0,0
