,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret17,3,1,1,-1.0,1
2,cret17,3,2,1,90.0,0
3,cret17,3,3,1,70.0,0
4,cret17,3,4,1,100.0,0
5,cret17,3,5,1,100.0,0
6,cret17,3,6,1,110.0,0
7,cret17,3,7,1,90.0,0
8,cret17,3,8,1,70.0,0
9,cret17,3,9,1,90.0,0
10,cret17,3,10,1,70.0,0
11,cret17,3,11,1,90.0,0
12,cret17,3,12,1,65.0,0
13,cret17,3,13,1,75.0,0
14,cret17,3,14,1,90.0,0
15,cret17,3,15,1,70.0,0
16,cret17,3,16,1,75.0,0
17,cret17,3,17,1,80.0,0
18,cret17,3,18,1,90.0,0
19,cret17,3,19,1,80.0,0
20,cret17,3,20,1,70.0,0
21,cret17,3,21,1,105.0,0
22,cret17,3,22,1,90.0,0
23,cret17,3,23,1,90.0,0
24,cret17,3,24,1,90.0,0
25,cret17,3,25,1,90.0,0
26,cret17,3,26,1,140.0,0
27,cret17,3,27,1,90.0,0
28,cret17,3,28,1,90.0,0
29,cret17,3,29,1,125.0,0
30,cret17,3,30,1,70.0,0
31,cret17,3,31,1,90.0,0
32,cret17,3,32,1,85.0,0
33,cret17,3,33,1,90.0,0
34,cret17,3,34,1,90.0,0
35,cret17,3,35,1,93.0,0
36,cret17,3,36,1,93.0,0
37,cret17,3,37,1,95.0,0
38,cret17,3,38,1,90.0,0
39,cret17,3,39,1,98.0,0
40,cret17,3,40,1,90.0,0
