,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret26,1,1,1,-1,1
2,cret26,1,2,1,90.0,0
3,cret26,1,3,1,-1,1
4,cret26,1,4,1,85.0,0
5,cret26,1,5,1,80,0
6,cret26,1,6,1,-1,1
7,cret26,1,7,1,80,0
8,cret26,1,8,1,80,0
9,cret26,1,9,1,90.0,0
10,cret26,1,10,1,80,0
11,cret26,1,11,1,90.0,0
12,cret26,1,12,1,80,0
13,cret26,1,13,1,-1,1
14,cret26,1,14,1,105.0,0
15,cret26,1,15,1,-1,1
16,cret26,1,16,1,-1,1
17,cret26,1,17,1,-1,1
18,cret26,1,18,1,110.0,0
19,cret26,1,19,1,-1,1
20,cret26,1,20,1,95.0,0
21,cret26,1,21,1,-1,1
22,cret26,1,22,1,-1,1
23,cret26,1,23,1,70.0,0
24,cret26,1,24,1,-1,1
25,cret26,1,25,1,-1,1
26,cret26,1,26,1,80,0
27,cret26,1,27,1,95.0,0
28,cret26,1,28,1,-1,1
29,cret26,1,29,1,80,0
30,cret26,1,30,1,95.0,0
31,cret26,1,31,1,90.0,0
32,cret26,1,32,1,-1,1
33,cret26,1,33,1,80,0
34,cret26,1,34,1,80,0
35,cret26,1,35,1,-1,1
36,cret26,1,36,1,-1,1
37,cret26,1,37,1,-1,1
38,cret26,1,38,1,70.0,0
39,cret26,1,39,1,-1,1
40,cret26,1,40,1,-1,1
