,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret33,2,1,1,-1.0,1
2,cret33,2,2,1,-1.0,1
3,cret33,2,3,1,80.0,0
4,cret33,2,4,1,95.0,0
5,cret33,2,5,1,80.0,0
6,cret33,2,6,1,90.0,0
7,cret33,2,7,1,50.0,0
8,cret33,2,8,1,50.0,0
9,cret33,2,9,1,40.0,0
10,cret33,2,10,1,80.0,0
11,cret33,2,11,1,80.0,0
12,cret33,2,12,1,80.0,0
13,cret33,2,13,1,-1.0,1
14,cret33,2,14,1,80.0,0
15,cret33,2,15,1,60.0,0
16,cret33,2,16,1,80.0,0
17,cret33,2,17,1,80.0,0
18,cret33,2,18,1,80.0,0
19,cret33,2,19,1,70.0,0
20,cret33,2,20,1,80.0,0
21,cret33,2,21,1,80.0,0
22,cret33,2,22,1,80.0,0
23,cret33,2,23,1,80.0,0
24,cret33,2,24,1,80.0,0
25,cret33,2,25,1,60.0,0
26,cret33,2,26,1,80.0,0
27,cret33,2,27,1,60.0,0
28,cret33,2,28,1,80.0,0
29,cret33,2,29,1,80.0,0
30,cret33,2,30,1,80.0,0
31,cret33,2,31,1,70.0,0
32,cret33,2,32,1,80.0,0
33,cret33,2,33,1,80.0,0
34,cret33,2,34,1,70.0,0
35,cret33,2,35,1,80.0,0
36,cret33,2,36,1,80.0,0
37,cret33,2,37,1,80.0,0
38,cret33,2,38,1,80.0,0
39,cret33,2,39,1,60.0,0
40,cret33,2,40,1,80.0,0
