,sub_id,block_nr,trial_number,completed,endingVelCrit,skip_trial
1,cret18,3,1,1,-1.0,1
2,cret18,3,2,1,80.0,0
3,cret18,3,3,1,42.0,0
4,cret18,3,4,1,65.0,0
5,cret18,3,5,1,80.0,0
6,cret18,3,6,1,89.0,0
7,cret18,3,7,1,80.0,0
8,cret18,3,8,1,80.0,0
9,cret18,3,9,1,80.0,0
10,cret18,3,10,1,53.0,0
11,cret18,3,11,1,80.0,0
12,cret18,3,12,1,80.0,0
13,cret18,3,13,1,65.0,0
14,cret18,3,14,1,80.0,0
15,cret18,3,15,1,80.0,0
16,cret18,3,16,1,80.0,0
17,cret18,3,17,1,80.0,0
18,cret18,3,18,1,70.0,0
19,cret18,3,19,1,80.0,0
20,cret18,3,20,1,65.0,0
21,cret18,3,21,1,80.0,0
22,cret18,3,22,1,80.0,0
23,cret18,3,23,1,80.0,0
24,cret18,3,24,1,90.0,0
25,cret18,3,25,1,80.0,0
26,cret18,3,26,1,55.0,0
27,cret18,3,27,1,80.0,0
28,cret18,3,28,1,80.0,0
29,cret18,3,29,1,80.0,0
30,cret18,3,30,1,80.0,0
31,cret18,3,31,1,80.0,0
32,cret18,3,32,1,80.0,0
33,cret18,3,33,1,80.0,0
34,cret18,3,34,1,80.0,0
35,cret18,3,35,1,70.0,0
36,cret18,3,36,1,80.0,0
37,cret18,3,37,1,80.0,0
38,cret18,3,38,1,80.0,0
39,cret18,3,39,1,55.0,0
40,cret18,3,40,1,70.0,0
