sub_id,trial_type,selected_item,looked_at_item,timepoint,nr_trials,mean_fix_likelihood
1.0,3.0,alcohol,alcohol,386.0,5.0,0.8
1.0,3.0,alcohol,cigarette,386.0,5.0,0.0
1.0,3.0,alcohol,neutral,386.0,5.0,0.2
2.0,3.0,alcohol,alcohol,386.0,23.0,0.739130434783
2.0,3.0,alcohol,cigarette,386.0,23.0,0.0434782608696
2.0,3.0,alcohol,neutral,386.0,23.0,0.217391304348
3.0,3.0,alcohol,alcohol,386.0,23.0,0.695652173913
3.0,3.0,alcohol,cigarette,386.0,23.0,0.173913043478
3.0,3.0,alcohol,neutral,386.0,23.0,0.130434782609
4.0,3.0,alcohol,alcohol,386.0,0.0,
4.0,3.0,alcohol,cigarette,386.0,0.0,
4.0,3.0,alcohol,neutral,386.0,0.0,
5.0,3.0,alcohol,alcohol,386.0,16.0,0.5
5.0,3.0,alcohol,cigarette,386.0,16.0,0.3125
5.0,3.0,alcohol,neutral,386.0,16.0,0.1875
6.0,3.0,alcohol,alcohol,386.0,0.0,
6.0,3.0,alcohol,cigarette,386.0,0.0,
6.0,3.0,alcohol,neutral,386.0,0.0,
7.0,3.0,alcohol,alcohol,386.0,0.0,
7.0,3.0,alcohol,cigarette,386.0,0.0,
7.0,3.0,alcohol,neutral,386.0,0.0,
8.0,3.0,alcohol,alcohol,386.0,6.0,1.0
8.0,3.0,alcohol,cigarette,386.0,6.0,0.0
8.0,3.0,alcohol,neutral,386.0,6.0,0.0
9.0,3.0,alcohol,alcohol,386.0,14.0,0.571428571429
9.0,3.0,alcohol,cigarette,386.0,14.0,0.285714285714
9.0,3.0,alcohol,neutral,386.0,14.0,0.142857142857
10.0,3.0,alcohol,alcohol,386.0,23.0,0.695652173913
10.0,3.0,alcohol,cigarette,386.0,23.0,0.130434782609
10.0,3.0,alcohol,neutral,386.0,23.0,0.173913043478
11.0,3.0,alcohol,alcohol,386.0,20.0,0.7
11.0,3.0,alcohol,cigarette,386.0,20.0,0.1
11.0,3.0,alcohol,neutral,386.0,20.0,0.2
12.0,3.0,alcohol,alcohol,386.0,7.0,0.714285714286
12.0,3.0,alcohol,cigarette,386.0,7.0,0.142857142857
12.0,3.0,alcohol,neutral,386.0,7.0,0.142857142857
13.0,3.0,alcohol,alcohol,386.0,0.0,
13.0,3.0,alcohol,cigarette,386.0,0.0,
13.0,3.0,alcohol,neutral,386.0,0.0,
14.0,3.0,alcohol,alcohol,386.0,30.0,0.833333333333
14.0,3.0,alcohol,cigarette,386.0,30.0,0.1
14.0,3.0,alcohol,neutral,386.0,30.0,0.0666666666667
15.0,3.0,alcohol,alcohol,386.0,1.0,0.0
15.0,3.0,alcohol,cigarette,386.0,1.0,0.0
15.0,3.0,alcohol,neutral,386.0,1.0,1.0
16.0,3.0,alcohol,alcohol,386.0,3.0,0.333333333333
16.0,3.0,alcohol,cigarette,386.0,3.0,0.333333333333
16.0,3.0,alcohol,neutral,386.0,3.0,0.333333333333
17.0,3.0,alcohol,alcohol,386.0,11.0,0.363636363636
17.0,3.0,alcohol,cigarette,386.0,11.0,0.272727272727
17.0,3.0,alcohol,neutral,386.0,11.0,0.363636363636
18.0,3.0,alcohol,alcohol,386.0,23.0,0.826086956522
18.0,3.0,alcohol,cigarette,386.0,23.0,0.0869565217391
18.0,3.0,alcohol,neutral,386.0,23.0,0.0869565217391
19.0,3.0,alcohol,alcohol,386.0,19.0,0.789473684211
19.0,3.0,alcohol,cigarette,386.0,19.0,0.105263157895
19.0,3.0,alcohol,neutral,386.0,19.0,0.105263157895
20.0,3.0,alcohol,alcohol,386.0,16.0,0.75
20.0,3.0,alcohol,cigarette,386.0,16.0,0.0
20.0,3.0,alcohol,neutral,386.0,16.0,0.25
21.0,3.0,alcohol,alcohol,386.0,10.0,0.6
21.0,3.0,alcohol,cigarette,386.0,10.0,0.1
21.0,3.0,alcohol,neutral,386.0,10.0,0.3
22.0,3.0,alcohol,alcohol,386.0,16.0,0.75
22.0,3.0,alcohol,cigarette,386.0,16.0,0.125
22.0,3.0,alcohol,neutral,386.0,16.0,0.125
23.0,3.0,alcohol,alcohol,386.0,14.0,0.357142857143
23.0,3.0,alcohol,cigarette,386.0,14.0,0.357142857143
23.0,3.0,alcohol,neutral,386.0,14.0,0.285714285714
24.0,3.0,alcohol,alcohol,386.0,15.0,0.4
24.0,3.0,alcohol,cigarette,386.0,15.0,0.2
24.0,3.0,alcohol,neutral,386.0,15.0,0.4
25.0,3.0,alcohol,alcohol,386.0,20.0,0.45
25.0,3.0,alcohol,cigarette,386.0,20.0,0.45
