sub_id,trial_type,self-reported_favorite_item,looked_at_item,timepoint,nr_trials,nr_trials_used_for_likelihood,mean_fix_likelihood
1.0,2.0,CIG,alcohol,1204.0,2.0,0.0,0.0
1.0,2.0,CIG,cigarette,1204.0,2.0,2.0,1.0
1.0,2.0,CIG,neutral,1204.0,2.0,0.0,0.0
2.0,2.0,CIG,alcohol,1204.0,3.0,1.0,0.333333333333
2.0,2.0,CIG,cigarette,1204.0,3.0,1.0,0.333333333333
2.0,2.0,CIG,neutral,1204.0,3.0,1.0,0.333333333333
3.0,2.0,CIG,alcohol,1204.0,7.0,2.0,0.285714285714
3.0,2.0,CIG,cigarette,1204.0,7.0,4.0,0.571428571429
3.0,2.0,CIG,neutral,1204.0,7.0,1.0,0.142857142857
4.0,2.0,CIG,alcohol,1204.0,0.0,0.0,
4.0,2.0,CIG,cigarette,1204.0,0.0,0.0,
4.0,2.0,CIG,neutral,1204.0,0.0,0.0,
5.0,2.0,CIG,alcohol,1204.0,2.0,0.0,0.0
5.0,2.0,CIG,cigarette,1204.0,2.0,2.0,1.0
5.0,2.0,CIG,neutral,1204.0,2.0,0.0,0.0
6.0,2.0,CIG,alcohol,1204.0,16.0,9.0,0.5625
6.0,2.0,CIG,cigarette,1204.0,16.0,5.0,0.3125
6.0,2.0,CIG,neutral,1204.0,16.0,2.0,0.125
7.0,2.0,CIG,alcohol,1204.0,0.0,0.0,
7.0,2.0,CIG,cigarette,1204.0,0.0,0.0,
7.0,2.0,CIG,neutral,1204.0,0.0,0.0,
8.0,2.0,CIG,alcohol,1204.0,1.0,1.0,1.0
8.0,2.0,CIG,cigarette,1204.0,1.0,0.0,0.0
8.0,2.0,CIG,neutral,1204.0,1.0,0.0,0.0
9.0,2.0,CIG,alcohol,1204.0,9.0,0.0,0.0
9.0,2.0,CIG,cigarette,1204.0,9.0,5.0,0.555555555556
9.0,2.0,CIG,neutral,1204.0,9.0,4.0,0.444444444444
10.0,2.0,CIG,alcohol,1204.0,4.0,1.0,0.25
10.0,2.0,CIG,cigarette,1204.0,4.0,1.0,0.25
10.0,2.0,CIG,neutral,1204.0,4.0,2.0,0.5
11.0,2.0,CIG,alcohol,1204.0,27.0,11.0,0.407407407407
11.0,2.0,CIG,cigarette,1204.0,27.0,7.0,0.259259259259
11.0,2.0,CIG,neutral,1204.0,27.0,9.0,0.333333333333
12.0,2.0,CIG,alcohol,1204.0,3.0,1.0,0.333333333333
12.0,2.0,CIG,cigarette,1204.0,3.0,1.0,0.333333333333
