sub_id,trial_type,self-reported_favorite_item,looked_at_item,timepoint,nr_trials,nr_trials_used_for_likelihood,mean_fix_likelihood
1.0,4.0,CIG,alcohol,659.0,2.0,0.0,0.0
1.0,4.0,CIG,cigarette,659.0,2.0,1.0,0.5
1.0,4.0,CIG,neutral,659.0,2.0,1.0,0.5
2.0,4.0,CIG,alcohol,659.0,9.0,6.0,0.666666666667
2.0,4.0,CIG,cigarette,659.0,9.0,2.0,0.222222222222
2.0,4.0,CIG,neutral,659.0,9.0,1.0,0.111111111111
3.0,4.0,CIG,alcohol,659.0,18.0,10.0,0.555555555556
3.0,4.0,CIG,cigarette,659.0,18.0,5.0,0.277777777778
3.0,4.0,CIG,neutral,659.0,18.0,3.0,0.166666666667
4.0,4.0,CIG,alcohol,659.0,0.0,0.0,
4.0,4.0,CIG,cigarette,659.0,0.0,0.0,
4.0,4.0,CIG,neutral,659.0,0.0,0.0,
5.0,4.0,CIG,alcohol,659.0,5.0,3.0,0.6
5.0,4.0,CIG,cigarette,659.0,5.0,2.0,0.4
5.0,4.0,CIG,neutral,659.0,5.0,0.0,0.0
6.0,4.0,CIG,alcohol,659.0,11.0,6.0,0.545454545455
6.0,4.0,CIG,cigarette,659.0,11.0,4.0,0.363636363636
6.0,4.0,CIG,neutral,659.0,11.0,1.0,0.0909090909091
7.0,4.0,CIG,alcohol,659.0,5.0,2.0,0.4
7.0,4.0,CIG,cigarette,659.0,5.0,3.0,0.6
7.0,4.0,CIG,neutral,659.0,5.0,0.0,0.0
8.0,4.0,CIG,alcohol,659.0,4.0,4.0,1.0
8.0,4.0,CIG,cigarette,659.0,4.0,0.0,0.0
8.0,4.0,CIG,neutral,659.0,4.0,0.0,0.0
9.0,4.0,CIG,alcohol,659.0,9.0,4.0,0.444444444444
9.0,4.0,CIG,cigarette,659.0,9.0,4.0,0.444444444444
9.0,4.0,CIG,neutral,659.0,9.0,1.0,0.111111111111
10.0,4.0,CIG,alcohol,659.0,13.0,5.0,0.384615384615
10.0,4.0,CIG,cigarette,659.0,13.0,4.0,0.307692307692
10.0,4.0,CIG,neutral,659.0,13.0,4.0,0.307692307692
11.0,4.0,CIG,alcohol,659.0,16.0,7.0,0.4375
11.0,4.0,CIG,cigarette,659.0,16.0,8.0,0.5
11.0,4.0,CIG,neutral,659.0,16.0,1.0,0.0625
12.0,4.0,CIG,alcohol,659.0,5.0,1.0,0.2
12.0,4.0,CIG,cigarette,659.0,5.0,1.0,0.2
12.0,4.0,CIG,neutral,659.0,5.0,3.0,0.6
13.0,4.0,CIG,alcohol,659.0,14.0,6.0,0.428571428571
13.0,4.0,CIG,cigarette,659.0,14.0,3.0,0.214285714286
13.0,4.0,CIG,neutral,659.0,14.0,5.0,0.357142857143
14.0,4.0,CIG,alcohol,659.0,15.0,9.0,0.6
14.0,4.0,CIG,cigarette,659.0,15.0,5.0,0.333333333333
14.0,4.0,CIG,neutral,659.0,15.0,1.0,0.0666666666667
15.0,4.0,CIG,alcohol,659.0,2.0,0.0,0.0
15.0,4.0,CIG,cigarette,659.0,2.0,2.0,1.0
15.0,4.0,CIG,neutral,659.0,2.0,0.0,0.0
16.0,4.0,CIG,alcohol,659.0,2.0,1.0,0.5
16.0,4.0,CIG,cigarette,659.0,2.0,1.0,0.5
16.0,4.0,CIG,neutral,659.0,2.0,0.0,0.0
17.0,4.0,CIG,alcohol,659.0,14.0,4.0,0.285714285714
17.0,4.0,CIG,cigarette,659.0,14.0,5.0,0.357142857143
17.0,4.0,CIG,neutral,659.0,14.0,5.0,0.357142857143
18.0,4.0,CIG,alcohol,659.0,10.0,8.0,0.8
18.0,4.0,CIG,cigarette,659.0,10.0,1.0,0.1
18.0,4.0,CIG,neutral,659.0,10.0,1.0,0.1
19.0,4.0,CIG,alcohol,659.0,17.0,8.0,0.470588235294
19.0,4.0,CIG,cigarette,659.0,17.0,5.0,0.294117647059
19.0,4.0,CIG,neutral,659.0,17.0,4.0,0.235294117647
20.0,4.0,CIG,alcohol,659.0,13.0,7.0,0.538461538462
20.0,4.0,CIG,cigarette,659.0,13.0,3.0,0.230769230769
20.0,4.0,CIG,neutral,659.0,13.0,3.0,0.230769230769
21.0,4.0,CIG,alcohol,659.0,3.0,2.0,0.666666666667
21.0,4.0,CIG,cigarette,659.0,3.0,1.0,0.333333333333
21.0,4.0,CIG,neutral,659.0,3.0,0.0,0.0
22.0,4.0,CIG,alcohol,659.0,8.0,4.0,0.5
22.0,4.0,CIG,cigarette,659.0,8.0,4.0,0.5
22.0,4.0,CIG,neutral,659.0,8.0,0.0,0.0
23.0,4.0,CIG,alcohol,659.0,10.0,5.0,0.5
23.0,4.0,CIG,cigarette,659.0,10.0,3.0,0.3
23.0,4.0,CIG,neutral,659.0,10.0,2.0,0.2
24.0,4.0,CIG,alcohol,659.0,2.0,1.0,0.5
24.0,4.0,CIG,cigarette,659.0,2.0,1.0,0.5
24.0,4.0,CIG,neutral,659.0,2.0,0.0,0.0
25.0,4.0,CIG,alcohol,659.0,14.0,7.0,0.5
25.0,4.0,CIG,cigarette,659.0,14.0,4.0,0.285714285714
25.0,4.0,CIG,neutral,659.0,14.0,3.0,0.214285714286
26.0,4.0,CIG,alcohol,659.0,6.0,0.0,0.0
26.0,4.0,CIG,cigarette,659.0,6.0,1.0,0.166666666667
26.0,4.0,CIG,neutral,659.0,6.0,5.0,0.833333333333
27.0,4.0,CIG,alcohol,659.0,17.0,6.0,0.352941176471
27.0,4.0,CIG,cigarette,659.0,17.0,6.0,0.352941176471
27.0,4.0,CIG,neutral,659.0,17.0,5.0,0.294117647059
28.0,4.0,CIG,alcohol,659.0,12.0,1.0,0.0833333333333
28.0,4.0,CIG,cigarette,659.0,12.0,3.0,0.25
28.0,4.0,CIG,neutral,659.0,12.0,8.0,0.666666666667
29.0,4.0,CIG,alcohol,659.0,15.0,9.0,0.6
29.0,4.0,CIG,cigarette,659.0,15.0,5.0,0.333333333333
29.0,4.0,CIG,neutral,659.0,15.0,1.0,0.0666666666667
