sub_id,trial_type,selected_item,looked_at_item,timepoint,mean_fix_likelihood
1.0,3.0,alcohol,alcohol,654.0,0.75
1.0,3.0,alcohol,cigarette,654.0,0.0
1.0,3.0,alcohol,neutral,654.0,0.25
2.0,3.0,alcohol,alcohol,654.0,0.25
2.0,3.0,alcohol,cigarette,654.0,0.25
2.0,3.0,alcohol,neutral,654.0,0.5
3.0,3.0,alcohol,alcohol,654.0,0.428571428571
3.0,3.0,alcohol,cigarette,654.0,0.285714285714
3.0,3.0,alcohol,neutral,654.0,0.285714285714
4.0,3.0,alcohol,alcohol,654.0,
4.0,3.0,alcohol,cigarette,654.0,
4.0,3.0,alcohol,neutral,654.0,
5.0,3.0,alcohol,alcohol,654.0,0.4375
5.0,3.0,alcohol,cigarette,654.0,0.375
5.0,3.0,alcohol,neutral,654.0,0.1875
6.0,3.0,alcohol,alcohol,654.0,
6.0,3.0,alcohol,cigarette,654.0,
6.0,3.0,alcohol,neutral,654.0,
7.0,3.0,alcohol,alcohol,654.0,
7.0,3.0,alcohol,cigarette,654.0,
7.0,3.0,alcohol,neutral,654.0,
8.0,3.0,alcohol,alcohol,654.0,0.0
8.0,3.0,alcohol,cigarette,654.0,0.75
8.0,3.0,alcohol,neutral,654.0,0.25
9.0,3.0,alcohol,alcohol,654.0,0.4
9.0,3.0,alcohol,cigarette,654.0,0.3
9.0,3.0,alcohol,neutral,654.0,0.3
10.0,3.0,alcohol,alcohol,654.0,0.391304347826
10.0,3.0,alcohol,cigarette,654.0,0.391304347826
10.0,3.0,alcohol,neutral,654.0,0.217391304348
11.0,3.0,alcohol,alcohol,654.0,0.6
11.0,3.0,alcohol,cigarette,654.0,0.25
11.0,3.0,alcohol,neutral,654.0,0.15
12.0,3.0,alcohol,alcohol,654.0,0.5
12.0,3.0,alcohol,cigarette,654.0,0.0
12.0,3.0,alcohol,neutral,654.0,0.5
13.0,3.0,alcohol,alcohol,654.0,
13.0,3.0,alcohol,cigarette,654.0,
13.0,3.0,alcohol,neutral,654.0,
