sub_id,trial_type,selected_item,looked_at_item,timepoint,mean_fix_likelihood
1.0,4.0,alcohol,alcohol,799.0,0.0
1.0,4.0,alcohol,cigarette,799.0,1.0
1.0,4.0,alcohol,neutral,799.0,0.0
2.0,4.0,alcohol,alcohol,799.0,
2.0,4.0,alcohol,cigarette,799.0,
2.0,4.0,alcohol,neutral,799.0,
3.0,4.0,alcohol,alcohol,799.0,0.5
3.0,4.0,alcohol,cigarette,799.0,0.25
3.0,4.0,alcohol,neutral,799.0,0.25
4.0,4.0,alcohol,alcohol,799.0,
4.0,4.0,alcohol,cigarette,799.0,
4.0,4.0,alcohol,neutral,799.0,
5.0,4.0,alcohol,alcohol,799.0,0.5
5.0,4.0,alcohol,cigarette,799.0,0.25
5.0,4.0,alcohol,neutral,799.0,0.25
6.0,4.0,alcohol,alcohol,799.0,
6.0,4.0,alcohol,cigarette,799.0,
6.0,4.0,alcohol,neutral,799.0,
7.0,4.0,alcohol,alcohol,799.0,
7.0,4.0,alcohol,cigarette,799.0,
7.0,4.0,alcohol,neutral,799.0,
8.0,4.0,alcohol,alcohol,799.0,0.5
8.0,4.0,alcohol,cigarette,799.0,0.5
8.0,4.0,alcohol,neutral,799.0,0.0
9.0,4.0,alcohol,alcohol,799.0,
9.0,4.0,alcohol,cigarette,799.0,
9.0,4.0,alcohol,neutral,799.0,
10.0,4.0,alcohol,alcohol,799.0,0.0909090909091
10.0,4.0,alcohol,cigarette,799.0,0.363636363636
10.0,4.0,alcohol,neutral,799.0,0.545454545455
11.0,4.0,alcohol,alcohol,799.0,0.0
11.0,4.0,alcohol,cigarette,799.0,0.0
11.0,4.0,alcohol,neutral,799.0,1.0
12.0,4.0,alcohol,alcohol,799.0,
12.0,4.0,alcohol,cigarette,799.0,
12.0,4.0,alcohol,neutral,799.0,
13.0,4.0,alcohol,alcohol,799.0,
13.0,4.0,alcohol,cigarette,799.0,
13.0,4.0,alcohol,neutral,799.0,
14.0,4.0,alcohol,alcohol,799.0,0.736842105263
14.0,4.0,alcohol,cigarette,799.0,0.263157894737
14.0,4.0,alcohol,neutral,799.0,0.0
15.0,4.0,alcohol,alcohol,799.0,
15.0,4.0,alcohol,cigarette,799.0,
15.0,4.0,alcohol,neutral,799.0,
16.0,4.0,alcohol,alcohol,799.0,1.0
16.0,4.0,alcohol,cigarette,799.0,0.0
16.0,4.0,alcohol,neutral,799.0,0.0
17.0,4.0,alcohol,alcohol,799.0,0.5
17.0,4.0,alcohol,cigarette,799.0,0.166666666667
17.0,4.0,alcohol,neutral,799.0,0.333333333333
18.0,4.0,alcohol,alcohol,799.0,0.25
18.0,4.0,alcohol,cigarette,799.0,0.25
18.0,4.0,alcohol,neutral,799.0,0.5
19.0,4.0,alcohol,alcohol,799.0,0.5
19.0,4.0,alcohol,cigarette,799.0,0.25
19.0,4.0,alcohol,neutral,799.0,0.25
20.0,4.0,alcohol,alcohol,799.0,0.5
20.0,4.0,alcohol,cigarette,799.0,0.5
20.0,4.0,alcohol,neutral,799.0,0.0
21.0,4.0,alcohol,alcohol,799.0,0.2
21.0,4.0,alcohol,cigarette,799.0,0.8
21.0,4.0,alcohol,neutral,799.0,0.0
22.0,4.0,alcohol,alcohol,799.0,0.666666666667
22.0,4.0,alcohol,cigarette,799.0,0.166666666667
22.0,4.0,alcohol,neutral,799.0,0.166666666667
23.0,4.0,alcohol,alcohol,799.0,0.333333333333
23.0,4.0,alcohol,cigarette,799.0,0.333333333333
23.0,4.0,alcohol,neutral,799.0,0.333333333333
24.0,4.0,alcohol,alcohol,799.0,0.5
24.0,4.0,alcohol,cigarette,799.0,0.0
24.0,4.0,alcohol,neutral,799.0,0.5
25.0,4.0,alcohol,alcohol,799.0,0.5
25.0,4.0,alcohol,cigarette,799.0,0.25
25.0,4.0,alcohol,neutral,799.0,0.25
26.0,4.0,alcohol,alcohol,799.0,
26.0,4.0,alcohol,cigarette,799.0,
26.0,4.0,alcohol,neutral,799.0,
27.0,4.0,alcohol,alcohol,799.0,
27.0,4.0,alcohol,cigarette,799.0,
27.0,4.0,alcohol,neutral,799.0,
28.0,4.0,alcohol,alcohol,799.0,0.25
28.0,4.0,alcohol,cigarette,799.0,0.0
28.0,4.0,alcohol,neutral,799.0,0.75
29.0,4.0,alcohol,alcohol,799.0,0.416666666667
29.0,4.0,alcohol,cigarette,799.0,0.0833333333333
29.0,4.0,alcohol,neutral,799.0,0.5
1.0,4.0,cigarette,alcohol,799.0,0.0
1.0,4.0,cigarette,cigarette,799.0,1.0
1.0,4.0,cigarette,neutral,799.0,0.0
2.0,4.0,cigarette,alcohol,799.0,0.2
2.0,4.0,cigarette,cigarette,799.0,0.4
2.0,4.0,cigarette,neutral,799.0,0.4
3.0,4.0,cigarette,alcohol,799.0,
3.0,4.0,cigarette,cigarette,799.0,
3.0,4.0,cigarette,neutral,799.0,
4.0,4.0,cigarette,alcohol,799.0,
4.0,4.0,cigarette,cigarette,799.0,
4.0,4.0,cigarette,neutral,799.0,
5.0,4.0,cigarette,alcohol,799.0,0.333333333333
5.0,4.0,cigarette,cigarette,799.0,0.333333333333
5.0,4.0,cigarette,neutral,799.0,0.333333333333
6.0,4.0,cigarette,alcohol,799.0,0.333333333333
6.0,4.0,cigarette,cigarette,799.0,0.444444444444
6.0,4.0,cigarette,neutral,799.0,0.222222222222
7.0,4.0,cigarette,alcohol,799.0,0.0
7.0,4.0,cigarette,cigarette,799.0,1.0
7.0,4.0,cigarette,neutral,799.0,0.0
8.0,4.0,cigarette,alcohol,799.0,0.0
8.0,4.0,cigarette,cigarette,799.0,0.0
8.0,4.0,cigarette,neutral,799.0,1.0
9.0,4.0,cigarette,alcohol,799.0,0.5
9.0,4.0,cigarette,cigarette,799.0,0.5
9.0,4.0,cigarette,neutral,799.0,0.0
10.0,4.0,cigarette,alcohol,799.0,0.0
10.0,4.0,cigarette,cigarette,799.0,1.0
10.0,4.0,cigarette,neutral,799.0,0.0
11.0,4.0,cigarette,alcohol,799.0,0.615384615385
