sub_id,trial_type,selected_item,looked_at_item,timepoint,nr_trials,mean_fix_likelihood
1.0,4.0,alcohol,alcohol,709.0,1.0,0.0
1.0,4.0,alcohol,cigarette,709.0,1.0,1.0
1.0,4.0,alcohol,neutral,709.0,1.0,0.0
2.0,4.0,alcohol,alcohol,709.0,1.0,
2.0,4.0,alcohol,cigarette,709.0,1.0,
2.0,4.0,alcohol,neutral,709.0,1.0,
3.0,4.0,alcohol,alcohol,709.0,1.0,0.571428571429
3.0,4.0,alcohol,cigarette,709.0,1.0,0.142857142857
3.0,4.0,alcohol,neutral,709.0,1.0,0.285714285714
4.0,4.0,alcohol,alcohol,709.0,1.0,
4.0,4.0,alcohol,cigarette,709.0,1.0,
4.0,4.0,alcohol,neutral,709.0,1.0,
5.0,4.0,alcohol,alcohol,709.0,1.0,0.428571428571
5.0,4.0,alcohol,cigarette,709.0,1.0,0.285714285714
5.0,4.0,alcohol,neutral,709.0,1.0,0.285714285714
6.0,4.0,alcohol,alcohol,709.0,1.0,
6.0,4.0,alcohol,cigarette,709.0,1.0,
6.0,4.0,alcohol,neutral,709.0,1.0,
7.0,4.0,alcohol,alcohol,709.0,1.0,
7.0,4.0,alcohol,cigarette,709.0,1.0,
7.0,4.0,alcohol,neutral,709.0,1.0,
8.0,4.0,alcohol,alcohol,709.0,1.0,0.428571428571
8.0,4.0,alcohol,cigarette,709.0,1.0,0.571428571429
8.0,4.0,alcohol,neutral,709.0,1.0,0.0
9.0,4.0,alcohol,alcohol,709.0,1.0,0.0
9.0,4.0,alcohol,cigarette,709.0,1.0,0.0
9.0,4.0,alcohol,neutral,709.0,1.0,1.0
10.0,4.0,alcohol,alcohol,709.0,1.0,0.230769230769
10.0,4.0,alcohol,cigarette,709.0,1.0,0.307692307692
10.0,4.0,alcohol,neutral,709.0,1.0,0.461538461538
11.0,4.0,alcohol,alcohol,709.0,1.0,0.0
11.0,4.0,alcohol,cigarette,709.0,1.0,1.0
11.0,4.0,alcohol,neutral,709.0,1.0,0.0
12.0,4.0,alcohol,alcohol,709.0,1.0,
12.0,4.0,alcohol,cigarette,709.0,1.0,
12.0,4.0,alcohol,neutral,709.0,1.0,
13.0,4.0,alcohol,alcohol,709.0,1.0,
13.0,4.0,alcohol,cigarette,709.0,1.0,
13.0,4.0,alcohol,neutral,709.0,1.0,
14.0,4.0,alcohol,alcohol,709.0,1.0,0.722222222222
14.0,4.0,alcohol,cigarette,709.0,1.0,0.166666666667
14.0,4.0,alcohol,neutral,709.0,1.0,0.111111111111
15.0,4.0,alcohol,alcohol,709.0,1.0,
15.0,4.0,alcohol,cigarette,709.0,1.0,
15.0,4.0,alcohol,neutral,709.0,1.0,
16.0,4.0,alcohol,alcohol,709.0,1.0,1.0
16.0,4.0,alcohol,cigarette,709.0,1.0,0.0
