sub_id,trial_type,selected_item,looked_at_item,timepoint,nr_trials,mean_fix_likelihood
1.0,3.0,alcohol,alcohol,531.0,4.0,0.75
1.0,3.0,alcohol,cigarette,531.0,4.0,0.0
1.0,3.0,alcohol,neutral,531.0,4.0,0.25
2.0,3.0,alcohol,alcohol,531.0,4.0,0.307692307692
2.0,3.0,alcohol,cigarette,531.0,4.0,0.307692307692
2.0,3.0,alcohol,neutral,531.0,4.0,0.384615384615
3.0,3.0,alcohol,alcohol,531.0,4.0,0.578947368421
3.0,3.0,alcohol,cigarette,531.0,4.0,0.263157894737
3.0,3.0,alcohol,neutral,531.0,4.0,0.157894736842
4.0,3.0,alcohol,alcohol,531.0,4.0,
4.0,3.0,alcohol,cigarette,531.0,4.0,
4.0,3.0,alcohol,neutral,531.0,4.0,
5.0,3.0,alcohol,alcohol,531.0,4.0,0.4375
5.0,3.0,alcohol,cigarette,531.0,4.0,0.1875
5.0,3.0,alcohol,neutral,531.0,4.0,0.375
6.0,3.0,alcohol,alcohol,531.0,4.0,
6.0,3.0,alcohol,cigarette,531.0,4.0,
6.0,3.0,alcohol,neutral,531.0,4.0,
7.0,3.0,alcohol,alcohol,531.0,4.0,
7.0,3.0,alcohol,cigarette,531.0,4.0,
7.0,3.0,alcohol,neutral,531.0,4.0,
8.0,3.0,alcohol,alcohol,531.0,4.0,0.25
8.0,3.0,alcohol,cigarette,531.0,4.0,0.5
8.0,3.0,alcohol,neutral,531.0,4.0,0.25
9.0,3.0,alcohol,alcohol,531.0,4.0,0.5
9.0,3.0,alcohol,cigarette,531.0,4.0,0.142857142857
9.0,3.0,alcohol,neutral,531.0,4.0,0.357142857143
10.0,3.0,alcohol,alcohol,531.0,4.0,0.47619047619
10.0,3.0,alcohol,cigarette,531.0,4.0,0.238095238095
10.0,3.0,alcohol,neutral,531.0,4.0,0.285714285714
11.0,3.0,alcohol,alcohol,531.0,4.0,0.578947368421
11.0,3.0,alcohol,cigarette,531.0,4.0,0.210526315789
11.0,3.0,alcohol,neutral,531.0,4.0,0.210526315789
12.0,3.0,alcohol,alcohol,531.0,4.0,0.5
12.0,3.0,alcohol,cigarette,531.0,4.0,0.0
12.0,3.0,alcohol,neutral,531.0,4.0,0.5
13.0,3.0,alcohol,alcohol,531.0,4.0,
13.0,3.0,alcohol,cigarette,531.0,4.0,
13.0,3.0,alcohol,neutral,531.0,4.0,
14.0,3.0,alcohol,alcohol,531.0,4.0,0.633333333333
14.0,3.0,alcohol,cigarette,531.0,4.0,0.1
14.0,3.0,alcohol,neutral,531.0,4.0,0.266666666667
15.0,3.0,alcohol,alcohol,531.0,4.0,0.0
15.0,3.0,alcohol,cigarette,531.0,4.0,0.0
15.0,3.0,alcohol,neutral,531.0,4.0,1.0
16.0,3.0,alcohol,alcohol,531.0,4.0,0.0
16.0,3.0,alcohol,cigarette,531.0,4.0,1.0
16.0,3.0,alcohol,neutral,531.0,4.0,0.0
17.0,3.0,alcohol,alcohol,531.0,4.0,0.222222222222
17.0,3.0,alcohol,cigarette,531.0,4.0,0.333333333333
17.0,3.0,alcohol,neutral,531.0,4.0,0.444444444444
18.0,3.0,alcohol,alcohol,531.0,4.0,0.727272727273
18.0,3.0,alcohol,cigarette,531.0,4.0,0.181818181818
18.0,3.0,alcohol,neutral,531.0,4.0,0.0909090909091
19.0,3.0,alcohol,alcohol,531.0,4.0,0.615384615385
19.0,3.0,alcohol,cigarette,531.0,4.0,0.153846153846
