sub_id,trial_type,self-reported_favorite_item,looked_at_item,timepoint,nr_trials,nr_trials_used_for_likelihood,mean_fix_likelihood
1.0,4.0,CIG,alcohol,861.0,2.0,0.0,0.0
1.0,4.0,CIG,cigarette,861.0,2.0,1.0,0.5
1.0,4.0,CIG,neutral,861.0,2.0,1.0,0.5
2.0,4.0,CIG,alcohol,861.0,6.0,2.0,0.333333333333
2.0,4.0,CIG,cigarette,861.0,6.0,0.0,0.0
2.0,4.0,CIG,neutral,861.0,6.0,4.0,0.666666666667
3.0,4.0,CIG,alcohol,861.0,19.0,9.0,0.473684210526
3.0,4.0,CIG,cigarette,861.0,19.0,3.0,0.157894736842
3.0,4.0,CIG,neutral,861.0,19.0,7.0,0.368421052632
4.0,4.0,CIG,alcohol,861.0,0.0,0.0,
4.0,4.0,CIG,cigarette,861.0,0.0,0.0,
4.0,4.0,CIG,neutral,861.0,0.0,0.0,
5.0,4.0,CIG,alcohol,861.0,3.0,1.0,0.333333333333
5.0,4.0,CIG,cigarette,861.0,3.0,2.0,0.666666666667
5.0,4.0,CIG,neutral,861.0,3.0,0.0,0.0
6.0,4.0,CIG,alcohol,861.0,8.0,6.0,0.75
6.0,4.0,CIG,cigarette,861.0,8.0,1.0,0.125
6.0,4.0,CIG,neutral,861.0,8.0,1.0,0.125
7.0,4.0,CIG,alcohol,861.0,0.0,0.0,
7.0,4.0,CIG,cigarette,861.0,0.0,0.0,
7.0,4.0,CIG,neutral,861.0,0.0,0.0,
8.0,4.0,CIG,alcohol,861.0,2.0,2.0,1.0
8.0,4.0,CIG,cigarette,861.0,2.0,0.0,0.0
8.0,4.0,CIG,neutral,861.0,2.0,0.0,0.0
9.0,4.0,CIG,alcohol,861.0,8.0,4.0,0.5
9.0,4.0,CIG,cigarette,861.0,8.0,1.0,0.125
9.0,4.0,CIG,neutral,861.0,8.0,3.0,0.375
10.0,4.0,CIG,alcohol,861.0,12.0,8.0,0.666666666667
10.0,4.0,CIG,cigarette,861.0,12.0,2.0,0.166666666667
10.0,4.0,CIG,neutral,861.0,12.0,2.0,0.166666666667
11.0,4.0,CIG,alcohol,861.0,18.0,11.0,0.611111111111
