sub_id,trial_type,selected_item,looked_at_item,timepoint,mean_fix_likelihood
1.0,1.0,alcohol,alcohol,56.0,0.833333333333
1.0,1.0,alcohol,cigarette,56.0,0.0833333333333
1.0,1.0,alcohol,neutral,56.0,0.0833333333333
2.0,1.0,alcohol,alcohol,56.0,0.774193548387
2.0,1.0,alcohol,cigarette,56.0,0.0806451612903
2.0,1.0,alcohol,neutral,56.0,0.145161290323
3.0,1.0,alcohol,alcohol,56.0,0.54347826087
3.0,1.0,alcohol,cigarette,56.0,0.326086956522
3.0,1.0,alcohol,neutral,56.0,0.130434782609
4.0,1.0,alcohol,alcohol,56.0,0.973333333333
4.0,1.0,alcohol,cigarette,56.0,0.0266666666667
4.0,1.0,alcohol,neutral,56.0,0.0
5.0,1.0,alcohol,alcohol,56.0,0.428571428571
5.0,1.0,alcohol,cigarette,56.0,0.428571428571
5.0,1.0,alcohol,neutral,56.0,0.142857142857
6.0,1.0,alcohol,alcohol,56.0,
6.0,1.0,alcohol,cigarette,56.0,
6.0,1.0,alcohol,neutral,56.0,
7.0,1.0,alcohol,alcohol,56.0,
7.0,1.0,alcohol,cigarette,56.0,
7.0,1.0,alcohol,neutral,56.0,
8.0,1.0,alcohol,alcohol,56.0,0.909090909091
8.0,1.0,alcohol,cigarette,56.0,0.0454545454545
8.0,1.0,alcohol,neutral,56.0,0.0454545454545
9.0,1.0,alcohol,alcohol,56.0,0.695652173913
9.0,1.0,alcohol,cigarette,56.0,0.173913043478
9.0,1.0,alcohol,neutral,56.0,0.130434782609
10.0,1.0,alcohol,alcohol,56.0,0.666666666667
10.0,1.0,alcohol,cigarette,56.0,0.0
10.0,1.0,alcohol,neutral,56.0,0.333333333333
11.0,1.0,alcohol,alcohol,56.0,0.640625
11.0,1.0,alcohol,cigarette,56.0,0.3125
11.0,1.0,alcohol,neutral,56.0,0.046875
12.0,1.0,alcohol,alcohol,56.0,0.6
12.0,1.0,alcohol,cigarette,56.0,0.2
12.0,1.0,alcohol,neutral,56.0,0.2
13.0,1.0,alcohol,alcohol,56.0,
13.0,1.0,alcohol,cigarette,56.0,
13.0,1.0,alcohol,neutral,56.0,
14.0,1.0,alcohol,alcohol,56.0,0.8
14.0,1.0,alcohol,cigarette,56.0,0.114285714286
14.0,1.0,alcohol,neutral,56.0,0.0857142857143
15.0,1.0,alcohol,alcohol,56.0,1.0
15.0,1.0,alcohol,cigarette,56.0,0.0
15.0,1.0,alcohol,neutral,56.0,0.0
16.0,1.0,alcohol,alcohol,56.0,0.75
16.0,1.0,alcohol,cigarette,56.0,0.0
16.0,1.0,alcohol,neutral,56.0,0.25
17.0,1.0,alcohol,alcohol,56.0,0.625
17.0,1.0,alcohol,cigarette,56.0,0.25
17.0,1.0,alcohol,neutral,56.0,0.125
18.0,1.0,alcohol,alcohol,56.0,0.5
18.0,1.0,alcohol,cigarette,56.0,0.5
18.0,1.0,alcohol,neutral,56.0,0.0
19.0,1.0,alcohol,alcohol,56.0,0.948717948718
19.0,1.0,alcohol,cigarette,56.0,0.0512820512821
19.0,1.0,alcohol,neutral,56.0,0.0
20.0,1.0,alcohol,alcohol,56.0,0.58064516129
20.0,1.0,alcohol,cigarette,56.0,0.161290322581
20.0,1.0,alcohol,neutral,56.0,0.258064516129
21.0,1.0,alcohol,alcohol,56.0,0.555555555556
21.0,1.0,alcohol,cigarette,56.0,0.111111111111
21.0,1.0,alcohol,neutral,56.0,0.333333333333
22.0,1.0,alcohol,alcohol,56.0,0.866666666667
22.0,1.0,alcohol,cigarette,56.0,0.133333333333
22.0,1.0,alcohol,neutral,56.0,0.0
23.0,1.0,alcohol,alcohol,56.0,0.72
23.0,1.0,alcohol,cigarette,56.0,0.04
23.0,1.0,alcohol,neutral,56.0,0.24
24.0,1.0,alcohol,alcohol,56.0,0.342105263158
24.0,1.0,alcohol,cigarette,56.0,0.342105263158
24.0,1.0,alcohol,neutral,56.0,0.315789473684
25.0,1.0,alcohol,alcohol,56.0,0.826923076923
25.0,1.0,alcohol,cigarette,56.0,0.0384615384615
25.0,1.0,alcohol,neutral,56.0,0.134615384615
26.0,1.0,alcohol,alcohol,56.0,0.0
26.0,1.0,alcohol,cigarette,56.0,1.0
26.0,1.0,alcohol,neutral,56.0,0.0
27.0,1.0,alcohol,alcohol,56.0,
27.0,1.0,alcohol,cigarette,56.0,
27.0,1.0,alcohol,neutral,56.0,
28.0,1.0,alcohol,alcohol,56.0,0.863636363636
28.0,1.0,alcohol,cigarette,56.0,0.136363636364
28.0,1.0,alcohol,neutral,56.0,0.0
29.0,1.0,alcohol,alcohol,56.0,0.916666666667
29.0,1.0,alcohol,cigarette,56.0,0.0833333333333
29.0,1.0,alcohol,neutral,56.0,0.0
1.0,1.0,cigarette,alcohol,56.0,0.111111111111
1.0,1.0,cigarette,cigarette,56.0,0.666666666667
1.0,1.0,cigarette,neutral,56.0,0.222222222222
2.0,1.0,cigarette,alcohol,56.0,0.6
2.0,1.0,cigarette,cigarette,56.0,0.4
2.0,1.0,cigarette,neutral,56.0,0.0
3.0,1.0,cigarette,alcohol,56.0,0.391304347826
3.0,1.0,cigarette,cigarette,56.0,0.173913043478
3.0,1.0,cigarette,neutral,56.0,0.434782608696
4.0,1.0,cigarette,alcohol,56.0,1.0
4.0,1.0,cigarette,cigarette,56.0,0.0
4.0,1.0,cigarette,neutral,56.0,0.0
5.0,1.0,cigarette,alcohol,56.0,0.1
5.0,1.0,cigarette,cigarette,56.0,0.65
5.0,1.0,cigarette,neutral,56.0,0.25
6.0,1.0,cigarette,alcohol,56.0,0.121212121212
6.0,1.0,cigarette,cigarette,56.0,0.848484848485
6.0,1.0,cigarette,neutral,56.0,0.030303030303
7.0,1.0,cigarette,alcohol,56.0,0.24
7.0,1.0,cigarette,cigarette,56.0,0.54
7.0,1.0,cigarette,neutral,56.0,0.22
8.0,1.0,cigarette,alcohol,56.0,0.172413793103
8.0,1.0,cigarette,cigarette,56.0,0.724137931034
8.0,1.0,cigarette,neutral,56.0,0.103448275862
9.0,1.0,cigarette,alcohol,56.0,0.428571428571
9.0,1.0,cigarette,cigarette,56.0,0.571428571429
9.0,1.0,cigarette,neutral,56.0,0.0
10.0,1.0,cigarette,alcohol,56.0,0.483333333333
10.0,1.0,cigarette,cigarette,56.0,0.183333333333
10.0,1.0,cigarette,neutral,56.0,0.333333333333
11.0,1.0,cigarette,alcohol,56.0,0.2
11.0,1.0,cigarette,cigarette,56.0,0.7
11.0,1.0,cigarette,neutral,56.0,0.1
12.0,1.0,cigarette,alcohol,56.0,0.0
12.0,1.0,cigarette,cigarette,56.0,1.0
12.0,1.0,cigarette,neutral,56.0,0.0
13.0,1.0,cigarette,alcohol,56.0,0.214285714286
13.0,1.0,cigarette,cigarette,56.0,0.571428571429
13.0,1.0,cigarette,neutral,56.0,0.214285714286
14.0,1.0,cigarette,alcohol,56.0,0.45
14.0,1.0,cigarette,cigarette,56.0,0.525
14.0,1.0,cigarette,neutral,56.0,0.025
15.0,1.0,cigarette,alcohol,56.0,0.25
15.0,1.0,cigarette,cigarette,56.0,0.5
15.0,1.0,cigarette,neutral,56.0,0.25
16.0,1.0,cigarette,alcohol,56.0,0.12
16.0,1.0,cigarette,cigarette,56.0,0.8
16.0,1.0,cigarette,neutral,56.0,0.08
17.0,1.0,cigarette,alcohol,56.0,0.0606060606061
17.0,1.0,cigarette,cigarette,56.0,0.939393939394
17.0,1.0,cigarette,neutral,56.0,0.0
18.0,1.0,cigarette,alcohol,56.0,0.323529411765
18.0,1.0,cigarette,cigarette,56.0,0.558823529412
18.0,1.0,cigarette,neutral,56.0,0.117647058824
19.0,1.0,cigarette,alcohol,56.0,0.0769230769231
19.0,1.0,cigarette,cigarette,56.0,0.923076923077
19.0,1.0,cigarette,neutral,56.0,0.0
20.0,1.0,cigarette,alcohol,56.0,0.192307692308
20.0,1.0,cigarette,cigarette,56.0,0.692307692308
20.0,1.0,cigarette,neutral,56.0,0.115384615385
21.0,1.0,cigarette,alcohol,56.0,0.153846153846
21.0,1.0,cigarette,cigarette,56.0,0.653846153846
21.0,1.0,cigarette,neutral,56.0,0.192307692308
22.0,1.0,cigarette,alcohol,56.0,0.1
22.0,1.0,cigarette,cigarette,56.0,0.833333333333
22.0,1.0,cigarette,neutral,56.0,0.0666666666667
23.0,1.0,cigarette,alcohol,56.0,0.28
23.0,1.0,cigarette,cigarette,56.0,0.64
23.0,1.0,cigarette,neutral,56.0,0.08
24.0,1.0,cigarette,alcohol,56.0,0.454545454545
24.0,1.0,cigarette,cigarette,56.0,0.454545454545
24.0,1.0,cigarette,neutral,56.0,0.0909090909091
25.0,1.0,cigarette,alcohol,56.0,0.05
25.0,1.0,cigarette,cigarette,56.0,0.9
25.0,1.0,cigarette,neutral,56.0,0.05
26.0,1.0,cigarette,alcohol,56.0,0.0
26.0,1.0,cigarette,cigarette,56.0,1.0
26.0,1.0,cigarette,neutral,56.0,0.0
27.0,1.0,cigarette,alcohol,56.0,0.375
27.0,1.0,cigarette,cigarette,56.0,0.291666666667
27.0,1.0,cigarette,neutral,56.0,0.333333333333
28.0,1.0,cigarette,alcohol,56.0,0.189189189189
28.0,1.0,cigarette,cigarette,56.0,0.756756756757
28.0,1.0,cigarette,neutral,56.0,0.0540540540541
29.0,1.0,cigarette,alcohol,56.0,0.0816326530612
29.0,1.0,cigarette,cigarette,56.0,0.897959183673
29.0,1.0,cigarette,neutral,56.0,0.0204081632653
1.0,1.0,neutral,alcohol,56.0,0.4
1.0,1.0,neutral,cigarette,56.0,0.2
1.0,1.0,neutral,neutral,56.0,0.4
2.0,1.0,neutral,alcohol,56.0,1.0
2.0,1.0,neutral,cigarette,56.0,0.0
2.0,1.0,neutral,neutral,56.0,0.0
3.0,1.0,neutral,alcohol,56.0,
3.0,1.0,neutral,cigarette,56.0,
3.0,1.0,neutral,neutral,56.0,
4.0,1.0,neutral,alcohol,56.0,
4.0,1.0,neutral,cigarette,56.0,
4.0,1.0,neutral,neutral,56.0,
5.0,1.0,neutral,alcohol,56.0,0.142857142857
5.0,1.0,neutral,cigarette,56.0,0.285714285714
5.0,1.0,neutral,neutral,56.0,0.571428571429
6.0,1.0,neutral,alcohol,56.0,0.0
6.0,1.0,neutral,cigarette,56.0,1.0
6.0,1.0,neutral,neutral,56.0,0.0
7.0,1.0,neutral,alcohol,56.0,
7.0,1.0,neutral,cigarette,56.0,
7.0,1.0,neutral,neutral,56.0,
8.0,1.0,neutral,alcohol,56.0,0.133333333333
8.0,1.0,neutral,cigarette,56.0,0.2
8.0,1.0,neutral,neutral,56.0,0.666666666667
9.0,1.0,neutral,alcohol,56.0,0.0
9.0,1.0,neutral,cigarette,56.0,0.5
9.0,1.0,neutral,neutral,56.0,0.5
10.0,1.0,neutral,alcohol,56.0,0.0
10.0,1.0,neutral,cigarette,56.0,1.0
10.0,1.0,neutral,neutral,56.0,0.0
11.0,1.0,neutral,alcohol,56.0,
11.0,1.0,neutral,cigarette,56.0,
11.0,1.0,neutral,neutral,56.0,
12.0,1.0,neutral,alcohol,56.0,0.0
12.0,1.0,neutral,cigarette,56.0,0.0
12.0,1.0,neutral,neutral,56.0,1.0
13.0,1.0,neutral,alcohol,56.0,0.255319148936
13.0,1.0,neutral,cigarette,56.0,0.106382978723
13.0,1.0,neutral,neutral,56.0,0.63829787234
14.0,1.0,neutral,alcohol,56.0,
14.0,1.0,neutral,cigarette,56.0,
14.0,1.0,neutral,neutral,56.0,
15.0,1.0,neutral,alcohol,56.0,
15.0,1.0,neutral,cigarette,56.0,
15.0,1.0,neutral,neutral,56.0,
16.0,1.0,neutral,alcohol,56.0,0.0
16.0,1.0,neutral,cigarette,56.0,0.4
16.0,1.0,neutral,neutral,56.0,0.6
17.0,1.0,neutral,alcohol,56.0,0.333333333333
17.0,1.0,neutral,cigarette,56.0,0.0
17.0,1.0,neutral,neutral,56.0,0.666666666667
18.0,1.0,neutral,alcohol,56.0,
18.0,1.0,neutral,cigarette,56.0,
18.0,1.0,neutral,neutral,56.0,
19.0,1.0,neutral,alcohol,56.0,0.0
19.0,1.0,neutral,cigarette,56.0,0.166666666667
19.0,1.0,neutral,neutral,56.0,0.833333333333
20.0,1.0,neutral,alcohol,56.0,0.2
20.0,1.0,neutral,cigarette,56.0,0.0
20.0,1.0,neutral,neutral,56.0,0.8
21.0,1.0,neutral,alcohol,56.0,0.0
21.0,1.0,neutral,cigarette,56.0,0.0
21.0,1.0,neutral,neutral,56.0,1.0
22.0,1.0,neutral,alcohol,56.0,1.0
22.0,1.0,neutral,cigarette,56.0,0.0
22.0,1.0,neutral,neutral,56.0,0.0
23.0,1.0,neutral,alcohol,56.0,0.0
23.0,1.0,neutral,cigarette,56.0,0.0
23.0,1.0,neutral,neutral,56.0,1.0
24.0,1.0,neutral,alcohol,56.0,0.0
24.0,1.0,neutral,cigarette,56.0,0.0
24.0,1.0,neutral,neutral,56.0,1.0
25.0,1.0,neutral,alcohol,56.0,0.333333333333
25.0,1.0,neutral,cigarette,56.0,0.0
25.0,1.0,neutral,neutral,56.0,0.666666666667
26.0,1.0,neutral,alcohol,56.0,0.0208333333333
26.0,1.0,neutral,cigarette,56.0,0.0
26.0,1.0,neutral,neutral,56.0,0.979166666667
27.0,1.0,neutral,alcohol,56.0,0.387755102041
27.0,1.0,neutral,cigarette,56.0,0.183673469388
27.0,1.0,neutral,neutral,56.0,0.428571428571
28.0,1.0,neutral,alcohol,56.0,0.0
28.0,1.0,neutral,cigarette,56.0,0.5
28.0,1.0,neutral,neutral,56.0,0.5
29.0,1.0,neutral,alcohol,56.0,
29.0,1.0,neutral,cigarette,56.0,
29.0,1.0,neutral,neutral,56.0,
