sub_id,trial_type,prop_trials_chose_alc,prop_trials_chose_cig,prop_trials_chose_neu,neu_avg_looking_time,neu_avg_prop_time,cig_avg_looking_time,cig_avg_prop_time,alc_avg_looking_time,alc_avg_prop_time,avg_rt,chose_alc_neu_avg_looking_time,chose_alc_neu_avg_prop_time,chose_alc_cig_avg_looking_time,chose_alc_cig_avg_prop_time,chose_alc_alc_avg_looking_time,chose_alc_alc_avg_prop_time,chose_alc_avg_rt,chose_cig_neu_avg_looking_time,chose_cig_neu_avg_prop_time,chose_cig_cig_avg_looking_time,chose_cig_cig_avg_prop_time,chose_cig_alc_avg_looking_time,chose_cig_alc_avg_prop_time,chose_cig_avg_rt,chose_neu_neu_avg_looking_time,chose_neu_neu_avg_prop_time,chose_neu_cig_avg_looking_time,chose_neu_cig_avg_prop_time,chose_neu_alc_avg_looking_time,chose_neu_alc_avg_prop_time,chose_neu_avg_rt
cret21,lowC_lowA,0.128205128205,0.717948717949,0.153846153846,55.0,0.0216620716818,526.875,0.459576629809,661.5,0.518761298509,1599.54450732,146.666666667,0.0577655244847,0.0,0.0,876.333333333,0.942234475515,1417.13842917,0.0,0.0,1058.4,0.830018077614,317.2,0.169981922386,1708.98815421,,,,,,,
cret22,lowC_lowA,0.170212765957,0.765957446809,0.063829787234,511.529411765,0.294471722195,767.117647059,0.454709975219,422.647058824,0.250818302586,2040.85777834,396.416666667,0.212559211245,358.25,0.20638171848,983.333333333,0.581059070275,2048.01594597,,,,,,,,787.8,0.491061748475,577.2,0.357466104439,248.2,0.151472147086,2023.67817603
cret24,lowC_lowA,0.0540540540541,0.945945945946,0.0,400.944444444,0.246702494942,742.388888889,0.49523881923,510.944444444,0.258058685828,2100.54024552,259.4,0.195655053398,430.2,0.226638241668,707.9,0.577706704934,1744.00405684,395.0,0.0917324663261,1763.0,0.409428704134,2148.0,0.49883882954,4345.46696431,604.0,0.341765986949,447.428571429,0.281320746299,590.857142857,0.376913266752,2289.17384095
cret25,lowC_lowA,0.555555555556,0.361111111111,0.0833333333333,337.947368421,0.30579491013,498.157894737,0.442420838194,312.210526316,0.251784251676,1441.4916845,255.692307692,0.199263077533,339.076923077,0.254869858712,596.230769231,0.545867063755,1508.70876621,,,,,,,,516.166666667,0.536613880757,254.0,0.245098769765,285.666666667,0.218287349479,1295.85467412
cret26,lowC_lowA,0.507936507937,0.412698412698,0.0793650793651,591.866666667,0.230630597388,938.733333333,0.452525553957,695.8,0.316843848655,2523.44344818,387.857142857,0.178087288645,430.571428571,0.215932799117,1097.71428571,0.605979912238,2150.02099441,369.166666667,0.204545995752,968.166666667,0.454311207081,782.166666667,0.341142797167,2385.66856264,1974.0,0.492785982898,807.0,0.257630446761,852.0,0.249583570341,4243.746693
cret27,lowC_lowA,0.411764705882,0.56862745098,0.0196078431373,32.2,0.0369266055046,300.3,0.464002571775,441.6,0.499070822721,1002.37879236,35.7777777778,0.0410295616718,425.333333333,0.443412025245,333.666666667,0.515558413083,1048.47939987,0.0,0.0,588.0,1.0,0.0,0.0,587.473324793,,,,,,,
cret28,lowC_lowA,0.515625,0.46875,0.015625,156.4375,0.0986959106158,373.125,0.330720107434,508.5,0.57058398195,1370.53622758,160.285714286,0.104240533492,509.0,0.470752843569,568.714285714,0.425006622939,1491.89097763,48.75,0.0416295045045,516.5,0.700533326872,187.75,0.257837168624,1168.53940568,991.0,0.516414799375,441.0,0.229807191245,487.0,0.25377800938,2137.02755235
cret29,lowC_lowA,0.475409836066,0.491803278689,0.0327868852459,241.3125,0.290729312102,256.3125,0.364810250695,224.875,0.344460437203,1053.28155405,142.666666667,0.20237680137,228.333333333,0.331331651491,317.583333333,0.466291547139,1027.16941021,618.333333333,0.407715792395,286.0,0.511795725784,96.6666666667,0.0804884818207,1346.45694506,294.0,1.0,0.0,0.0,0.0,0.0,487.101107158
cret30,lowC_lowA,0.590909090909,0.333333333333,0.0757575757576,489.1,0.334733030303,559.9,0.391008433218,572.2,0.274258536479,1867.27893301,822.0,0.26968503937,890.0,0.331035868177,1121.0,0.399279092453,3296.83214182,228.857142857,0.275736961451,560.285714286,0.295691609977,449.714285714,0.428571428571,1393.43451753,1645.0,0.87780149413,20.0,0.0106723585912,209.0,0.111526147279,2325.08342368
cret33,lowC_lowA,0.684210526316,0.276315789474,0.0394736842105,304.888888889,0.188009667917,790.055555556,0.627480555761,300.111111111,0.184509776322,1636.01887317,259.117647059,0.175767713274,287.117647059,0.184153688032,770.058823529,0.640078598694,1557.9704541,,,,,,,,1083.0,0.396122896854,521.0,0.190563277249,1130.0,0.413313825896,2962.84199734
cret36,lowC_lowA,0.0135135135135,0.27027027027,0.716216216216,556.846153846,0.743641001273,145.846153846,0.131859175802,126.692307692,0.124499822925,1131.77954655,,,,,,,,243.0,0.240356083086,468.0,0.462908011869,300.0,0.296735905045,1239.45265831,583.0,0.785581411122,98.25,0.0962991405129,133.0,0.118119448365,1122.80678724
cret37,lowC_lowA,0.0,0.324324324324,0.675675675676,425.473684211,0.334583757442,619.631578947,0.359375347111,537.631578947,0.306040895447,1900.45732452,,,,,,,,367.466666667,0.299326499785,508.0,0.315772150285,617.666666667,0.38490134993,1805.86293513,643.0,0.466798473658,648.75,0.269548689803,627.0,0.26365283654,2255.18628476
cret38,lowC_lowA,0.348484848485,0.590909090909,0.0606060606061,555.5,0.267334387665,712.555555556,0.398187858089,634.055555556,0.334477754247,2153.19803941,189.833333333,0.127669376909,425.0,0.35705301665,578.833333333,0.515277606441,1420.77621093,857.4,0.294181962525,1013.0,0.378125259908,931.4,0.327692777567,3023.47726247,653.285714286,0.367870414841,542.571428571,0.283950739572,670.857142857,0.348178845588,2159.36016164
cret39,lowC_lowA,0.337837837838,0.662162162162,0.0,1058.45,0.249543314345,1766.35,0.443633058207,1320.75,0.306823627449,4365.97946311,791.25,0.228892559864,976.666666667,0.285428294776,1568.41666667,0.48567914536,3586.54178505,1307.83333333,0.266808240748,1863.16666667,0.341442402509,2024.83333333,0.391749356744,5356.61370883,1913.5,0.32165306202,1758.0,0.331339298305,2178.5,0.347007639675,6070.70279436
