sub_id,trial_type,prop_trials_chose_alc,prop_trials_chose_cig,prop_trials_chose_neu,neu_avg_looking_time,neu_avg_prop_time,cig_avg_looking_time,cig_avg_prop_time,alc_avg_looking_time,alc_avg_prop_time,avg_rt,chose_alc_neu_avg_looking_time,chose_alc_neu_avg_prop_time,chose_alc_cig_avg_looking_time,chose_alc_cig_avg_prop_time,chose_alc_alc_avg_looking_time,chose_alc_alc_avg_prop_time,chose_alc_avg_rt,chose_cig_neu_avg_looking_time,chose_cig_neu_avg_prop_time,chose_cig_cig_avg_looking_time,chose_cig_cig_avg_prop_time,chose_cig_alc_avg_looking_time,chose_cig_alc_avg_prop_time,chose_cig_avg_rt,chose_neu_neu_avg_looking_time,chose_neu_neu_avg_prop_time,chose_neu_cig_avg_looking_time,chose_neu_cig_avg_prop_time,chose_neu_alc_avg_looking_time,chose_neu_alc_avg_prop_time,chose_neu_avg_rt
cret03,lowC_lowA,0.575757575758,0.272727272727,0.151515151515,217.714285714,0.211778198676,285.571428571,0.376360741727,495.571428571,0.411861059597,1638.3751354,171.0,0.0927835051546,388.0,0.325262450164,215.0,0.581954044681,1751.84821003,9.0,0.00566037735849,1130.0,0.710691823899,451.0,0.283647798742,2114.40074258,334.0,0.399478832636,391.666666667,0.398849414263,301.0,0.201671753101,1366.22685838
cret04,lowC_lowA,0.842105263158,0.144736842105,0.0131578947368,361.5,0.291394693862,428.5,0.362074729943,409.625,0.346530576195,1373.10256916,30.0,0.0506756756757,262.0,0.442567567568,300.0,0.506756756757,844.337855277,359.363636364,0.301491679847,408.454545455,0.349578496916,397.727272727,0.348929823237,1322.9652925,450.25,0.323807736951,449.75,0.314139546369,545.25,0.36205271668,1643.17125843
cret05,lowC_lowA,0.671428571429,0.328571428571,0.0,400.3,0.31846513356,600.65,0.428853168846,397.9,0.252681697594,1611.65548645,283.857142857,0.207624344507,235.142857143,0.15266292677,792.857142857,0.639712728723,1528.12942381,,,,,,,,463.0,0.378148635359,485.538461538,0.306537958806,497.153846154,0.315313405835,1656.63105864
cret06,lowC_lowA,0.961538461538,0.0384615384615,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cret07,lowC_lowA,0.385964912281,0.368421052632,0.245614035088,405.117647059,0.292472446268,632.0,0.410771514984,408.941176471,0.296756038748,1538.99410812,388.0,0.265329514229,297.555555556,0.190575351024,679.555555556,0.544095134747,1439.47947328,371.571428571,0.328511444447,520.285714286,0.443318909151,466.142857143,0.228169646401,1481.84874753,794.0,0.284485847367,632.0,0.226442135435,1365.0,0.489072017198,2834.64334576
cret08,lowC_lowA,0.0,0.985714285714,0.0142857142857,84.4117647059,0.0622435167992,470.764705882,0.254730348401,755.176470588,0.6830261348,1515.68451197,,,,,,,,84.4117647059,0.0622435167992,755.176470588,0.6830261348,470.764705882,0.254730348401,1515.68451197,,,,,,,
cret09,lowC_lowA,0.0,1.0,0.0,12.2142857143,0.0185909980431,96.8571428571,0.121615821479,435.642857143,0.859793180478,807.826192972,,,,,,,,12.2142857143,0.0185909980431,435.642857143,0.859793180478,96.8571428571,0.121615821479,807.826192972,,,,,,,
cret10,lowC_lowA,0.328358208955,0.44776119403,0.223880597015,149.25,0.200545185582,468.625,0.559845566022,217.25,0.239609248396,893.901403469,102.166666667,0.115543816481,210.0,0.204353115135,576.166666667,0.680103068384,962.91949412,117.0,0.132352941176,408.5,0.610035203442,171.0,0.257611855381,710.337214917,464.0,0.778745644599,69.5,0.0807200929152,121.0,0.140534262485,663.357048119
cret11,lowC_lowA,0.532258064516,0.258064516129,0.209677419355,252.388888889,0.283151342072,341.944444444,0.352747853902,291.777777778,0.364100804026,1252.008437,224.0,0.134939759036,303.5,0.286941942527,611.5,0.578118298436,1323.36582139,292.0,0.206580893507,346.0,0.246003678701,698.0,0.547415427791,1592.01200263,250.785714286,0.315263060872,282.357142857,0.391994516429,252.571428571,0.292742422699,1193.242587
cret14,lowC_lowA,0.0606060606061,0.924242424242,0.0151515151515,322.333333333,0.281548606465,569.666666667,0.449122371005,301.6,0.26932902253,1413.74622733,323.076923077,0.268957101761,302.846153846,0.251006799316,604.769230769,0.480036098923,1457.05768012,317.5,0.36339338704,293.5,0.388423473425,341.5,0.248183139535,1132.22178423,,,,,,,
cret15,lowC_lowA,0.866666666667,0.133333333333,0.0,315.944444444,0.231441257988,461.722222222,0.358124699144,498.666666667,0.410434042868,1546.98227776,333.0,0.391764705882,174.0,0.204705882353,343.0,0.403529411765,1367.9733975,314.941176471,0.222010466935,517.764705882,0.422535699369,468.705882353,0.355453833696,1557.5122119,,,,,,,
cret16,lowC_lowA,0.846153846154,0.115384615385,0.0384615384615,418.666666667,0.318871481097,476.5,0.462617222421,284.5,0.218511296481,1499.16012936,,,,,,,,67.0,0.183561643836,0.0,0.0,298.0,0.816438356164,712.151151276,489.0,0.34593344855,341.4,0.262213555777,512.2,0.391852995673,1656.56192498
cret17,lowC_lowA,0.0,0.367088607595,0.632911392405,469.368421053,0.422053121449,377.368421053,0.357803507339,214.0,0.220143371211,1350.57559663,,,,,,,,,,,,,,,469.368421053,0.422053121449,214.0,0.220143371211,377.368421053,0.357803507339,1350.57559663
cret18,lowC_lowA,0.466666666667,0.533333333333,0.0,343.95,0.22135545363,825.35,0.518206887057,428.65,0.260437659313,1808.39145277,349.0,0.227278390256,401.631578947,0.252390210653,811.473684211,0.520331399092,1772.91213251,248.0,0.108819657745,942.0,0.413339183853,1089.0,0.477841158403,2482.49853779,,,,,,,
cret19,lowC_lowA,0.03125,0.96875,0.0,102.833333333,0.139393939394,236.555555556,0.298426121682,410.444444444,0.562179938924,870.270816706,0.0,0.0,0.0,0.0,390.0,1.0,390.129168198,108.0625,0.0943181818182,461.75,0.63245243129,241.75,0.273229386892,936.164688589,122.0,1.0,0.0,0.0,0.0,0.0,296.110515075
