sub_id,trial_type,self-reported_favorite_item,looked_at_item,timepoint,nr_trials,nr_trials_used_for_likelihood,mean_fix_likelihood
1.0,2.0,ALC,alcohol,410.0,0.0,0.0,
1.0,2.0,ALC,cigarette,410.0,0.0,0.0,
1.0,2.0,ALC,neutral,410.0,0.0,0.0,
2.0,2.0,ALC,alcohol,410.0,0.0,0.0,
2.0,2.0,ALC,cigarette,410.0,0.0,0.0,
2.0,2.0,ALC,neutral,410.0,0.0,0.0,
3.0,2.0,ALC,alcohol,410.0,0.0,0.0,
3.0,2.0,ALC,cigarette,410.0,0.0,0.0,
3.0,2.0,ALC,neutral,410.0,0.0,0.0,
4.0,2.0,ALC,alcohol,410.0,0.0,0.0,
4.0,2.0,ALC,cigarette,410.0,0.0,0.0,
4.0,2.0,ALC,neutral,410.0,0.0,0.0,
5.0,2.0,ALC,alcohol,410.0,0.0,0.0,
5.0,2.0,ALC,cigarette,410.0,0.0,0.0,
5.0,2.0,ALC,neutral,410.0,0.0,0.0,
6.0,2.0,ALC,alcohol,410.0,0.0,0.0,
6.0,2.0,ALC,cigarette,410.0,0.0,0.0,
6.0,2.0,ALC,neutral,410.0,0.0,0.0,
7.0,2.0,ALC,alcohol,410.0,0.0,0.0,
7.0,2.0,ALC,cigarette,410.0,0.0,0.0,
7.0,2.0,ALC,neutral,410.0,0.0,0.0,
8.0,2.0,ALC,alcohol,410.0,0.0,0.0,
8.0,2.0,ALC,cigarette,410.0,0.0,0.0,
8.0,2.0,ALC,neutral,410.0,0.0,0.0,
9.0,2.0,ALC,alcohol,410.0,22.0,16.0,0.727272727273
9.0,2.0,ALC,cigarette,410.0,22.0,3.0,0.136363636364
9.0,2.0,ALC,neutral,410.0,22.0,3.0,0.136363636364
10.0,2.0,ALC,alcohol,410.0,0.0,0.0,
10.0,2.0,ALC,cigarette,410.0,0.0,0.0,
10.0,2.0,ALC,neutral,410.0,0.0,0.0,
11.0,2.0,ALC,alcohol,410.0,0.0,0.0,
11.0,2.0,ALC,cigarette,410.0,0.0,0.0,
11.0,2.0,ALC,neutral,410.0,0.0,0.0,
12.0,2.0,ALC,alcohol,410.0,0.0,0.0,
12.0,2.0,ALC,cigarette,410.0,0.0,0.0,
12.0,2.0,ALC,neutral,410.0,0.0,0.0,
13.0,2.0,ALC,alcohol,410.0,0.0,0.0,
13.0,2.0,ALC,cigarette,410.0,0.0,0.0,
13.0,2.0,ALC,neutral,410.0,0.0,0.0,
14.0,2.0,ALC,alcohol,410.0,0.0,0.0,
14.0,2.0,ALC,cigarette,410.0,0.0,0.0,
14.0,2.0,ALC,neutral,410.0,0.0,0.0,
15.0,2.0,ALC,alcohol,410.0,0.0,0.0,
15.0,2.0,ALC,cigarette,410.0,0.0,0.0,
15.0,2.0,ALC,neutral,410.0,0.0,0.0,
16.0,2.0,ALC,alcohol,410.0,0.0,0.0,
16.0,2.0,ALC,cigarette,410.0,0.0,0.0,
16.0,2.0,ALC,neutral,410.0,0.0,0.0,
17.0,2.0,ALC,alcohol,410.0,0.0,0.0,
17.0,2.0,ALC,cigarette,410.0,0.0,0.0,
17.0,2.0,ALC,neutral,410.0,0.0,0.0,
18.0,2.0,ALC,alcohol,410.0,0.0,0.0,
18.0,2.0,ALC,cigarette,410.0,0.0,0.0,
18.0,2.0,ALC,neutral,410.0,0.0,0.0,
19.0,2.0,ALC,alcohol,410.0,0.0,0.0,
19.0,2.0,ALC,cigarette,410.0,0.0,0.0,
19.0,2.0,ALC,neutral,410.0,0.0,0.0,
20.0,2.0,ALC,alcohol,410.0,0.0,0.0,
20.0,2.0,ALC,cigarette,410.0,0.0,0.0,
20.0,2.0,ALC,neutral,410.0,0.0,0.0,
21.0,2.0,ALC,alcohol,410.0,6.0,2.0,0.333333333333
21.0,2.0,ALC,cigarette,410.0,6.0,2.0,0.333333333333
21.0,2.0,ALC,neutral,410.0,6.0,2.0,0.333333333333
22.0,2.0,ALC,alcohol,410.0,0.0,0.0,
22.0,2.0,ALC,cigarette,410.0,0.0,0.0,
22.0,2.0,ALC,neutral,410.0,0.0,0.0,
23.0,2.0,ALC,alcohol,410.0,0.0,0.0,
23.0,2.0,ALC,cigarette,410.0,0.0,0.0,
23.0,2.0,ALC,neutral,410.0,0.0,0.0,
24.0,2.0,ALC,alcohol,410.0,0.0,0.0,
24.0,2.0,ALC,cigarette,410.0,0.0,0.0,
24.0,2.0,ALC,neutral,410.0,0.0,0.0,
25.0,2.0,ALC,alcohol,410.0,0.0,0.0,
25.0,2.0,ALC,cigarette,410.0,0.0,0.0,
25.0,2.0,ALC,neutral,410.0,0.0,0.0,
26.0,2.0,ALC,alcohol,410.0,20.0,1.0,0.05
26.0,2.0,ALC,cigarette,410.0,20.0,1.0,0.05
26.0,2.0,ALC,neutral,410.0,20.0,18.0,0.9
27.0,2.0,ALC,alcohol,410.0,26.0,4.0,0.153846153846
27.0,2.0,ALC,cigarette,410.0,26.0,10.0,0.384615384615
27.0,2.0,ALC,neutral,410.0,26.0,12.0,0.461538461538
28.0,2.0,ALC,alcohol,410.0,23.0,2.0,0.0869565217391
28.0,2.0,ALC,cigarette,410.0,23.0,18.0,0.782608695652
28.0,2.0,ALC,neutral,410.0,23.0,3.0,0.130434782609
29.0,2.0,ALC,alcohol,410.0,0.0,0.0,
29.0,2.0,ALC,cigarette,410.0,0.0,0.0,
29.0,2.0,ALC,neutral,410.0,0.0,0.0,
1.0,2.0,CIG,alcohol,410.0,4.0,1.0,0.25
1.0,2.0,CIG,cigarette,410.0,4.0,2.0,0.5
1.0,2.0,CIG,neutral,410.0,4.0,1.0,0.25
2.0,2.0,CIG,alcohol,410.0,18.0,8.0,0.444444444444
2.0,2.0,CIG,cigarette,410.0,18.0,9.0,0.5
2.0,2.0,CIG,neutral,410.0,18.0,1.0,0.0555555555556
3.0,2.0,CIG,alcohol,410.0,23.0,12.0,0.521739130435
3.0,2.0,CIG,cigarette,410.0,23.0,7.0,0.304347826087
3.0,2.0,CIG,neutral,410.0,23.0,4.0,0.173913043478
4.0,2.0,CIG,alcohol,410.0,0.0,0.0,
4.0,2.0,CIG,cigarette,410.0,0.0,0.0,
4.0,2.0,CIG,neutral,410.0,0.0,0.0,
5.0,2.0,CIG,alcohol,410.0,13.0,8.0,0.615384615385
5.0,2.0,CIG,cigarette,410.0,13.0,3.0,0.230769230769
5.0,2.0,CIG,neutral,410.0,13.0,2.0,0.153846153846
6.0,2.0,CIG,alcohol,410.0,22.0,5.0,0.227272727273
6.0,2.0,CIG,cigarette,410.0,22.0,12.0,0.545454545455
6.0,2.0,CIG,neutral,410.0,22.0,5.0,0.227272727273
7.0,2.0,CIG,alcohol,410.0,12.0,0.0,0.0
7.0,2.0,CIG,cigarette,410.0,12.0,12.0,1.0
7.0,2.0,CIG,neutral,410.0,12.0,0.0,0.0
8.0,2.0,CIG,alcohol,410.0,14.0,10.0,0.714285714286
8.0,2.0,CIG,cigarette,410.0,14.0,0.0,0.0
8.0,2.0,CIG,neutral,410.0,14.0,4.0,0.285714285714
9.0,2.0,CIG,alcohol,410.0,0.0,0.0,
9.0,2.0,CIG,cigarette,410.0,0.0,0.0,
9.0,2.0,CIG,neutral,410.0,0.0,0.0,
10.0,2.0,CIG,alcohol,410.0,20.0,6.0,0.3
10.0,2.0,CIG,cigarette,410.0,20.0,13.0,0.65
10.0,2.0,CIG,neutral,410.0,20.0,1.0,0.05
11.0,2.0,CIG,alcohol,410.0,29.0,10.0,0.344827586207
11.0,2.0,CIG,cigarette,410.0,29.0,11.0,0.379310344828
11.0,2.0,CIG,neutral,410.0,29.0,8.0,0.275862068966
12.0,2.0,CIG,alcohol,410.0,3.0,1.0,0.333333333333
12.0,2.0,CIG,cigarette,410.0,3.0,2.0,0.666666666667
12.0,2.0,CIG,neutral,410.0,3.0,0.0,0.0
13.0,2.0,CIG,alcohol,410.0,22.0,6.0,0.272727272727
13.0,2.0,CIG,cigarette,410.0,22.0,9.0,0.409090909091
13.0,2.0,CIG,neutral,410.0,22.0,7.0,0.318181818182
14.0,2.0,CIG,alcohol,410.0,22.0,5.0,0.227272727273
14.0,2.0,CIG,cigarette,410.0,22.0,14.0,0.636363636364
14.0,2.0,CIG,neutral,410.0,22.0,3.0,0.136363636364
