sub_id,trial_type,time_looking_at_pref,percentage_looking_at_pref,time_looking_at_alc,percentage_looking_at_alc,time_looking_at_cig,percentage_looking_at_cig,time_looking_at_neu,percentage_looking_at_neu,response_time,last_item_looked_at,last_category_looked_at,time_last_item_looked_at,selected_item,alcohol_pref,cig_pref
cret04,2.0,0.0,0.0,490.0,0.457089552239,0.0,0.0,386.0,0.360074626866,1071.53807621,selzter,neutral,1071.0,marlboro,kahlua,marlboro
cret04,4.0,420.0,0.385674931129,259.0,0.237832874197,420.0,0.385674931129,123.0,0.112947658402,1088.17866569,selzter,neutral,1088.0,americanspirit,kahlua,marlboro
cret04,2.0,211.0,0.201143946616,483.0,0.460438512869,211.0,0.201143946616,120.0,0.114394661582,1048.65579716,waterglass,neutral,1048.0,marlboro,kahlua,marlboro
cret04,1.0,141.0,0.207352941176,257.0,0.377941176471,141.0,0.207352941176,0.0,0.0,679.989140141,marlboro,cigarette,679.0,marlboro,kahlua,marlboro
cret04,3.0,475.0,0.533707865169,475.0,0.533707865169,5.0,0.00561797752809,214.0,0.240449438202,890.059591582,americanspirit,cigarette,889.0,kahlua,kahlua,marlboro
cret04,1.0,421.0,0.687908496732,421.0,0.687908496732,0.0,0.0,0.0,0.0,611.839400079,kahlua,alcohol,611.0,kahlua,kahlua,marlboro
cret04,2.0,319.0,0.33864118896,369.0,0.391719745223,319.0,0.33864118896,224.0,0.237791932059,941.457011262,marlboro,cigarette,941.0,marlboro,kahlua,marlboro
cret04,1.0,677.0,0.820606060606,677.0,0.820606060606,0.0,0.0,67.0,0.0812121212121,824.788212271,selzter,neutral,824.0,kahlua,kahlua,marlboro
cret04,1.0,565.0,1.0,565.0,1.0,0.0,0.0,0.0,0.0,565.630052906,kahlua,alcohol,564.0,kahlua,kahlua,marlboro
cret04,1.0,645.0,0.778985507246,645.0,0.778985507246,0.0,0.0,160.0,0.193236714976,829.818670347,waterglass,neutral,817.0,kahlua,kahlua,marlboro
cret04,1.0,428.0,0.553686934023,428.0,0.553686934023,0.0,0.0,262.0,0.33893919793,772.892159866,kahlua,alcohol,772.0,kahlua,kahlua,marlboro
cret04,1.0,431.0,0.509456264775,431.0,0.509456264775,0.0,0.0,408.0,0.482269503546,846.759471935,kahlua,alcohol,845.0,kahlua,kahlua,marlboro
cret04,1.0,339.0,0.436855670103,170.0,0.219072164948,339.0,0.436855670103,0.0,0.0,775.160529687,kahlua,alcohol,775.0,marlboro,kahlua,marlboro
cret04,1.0,362.0,0.449131513648,362.0,0.449131513648,434.0,0.538461538462,0.0,0.0,805.878952977,kahlua,alcohol,805.0,kahlua,kahlua,marlboro
cret04,1.0,315.0,0.417218543046,315.0,0.417218543046,213.0,0.282119205298,0.0,0.0,755.351482863,kahlua,alcohol,755.0,kahlua,kahlua,marlboro
cret05,1.0,672.0,0.68501529052,66.0,0.0672782874618,672.0,0.68501529052,0.0,0.0,980.240943181,skyy,alcohol,980.0,newport,skyy,newport
cret05,1.0,254.0,0.15011820331,650.0,0.384160756501,254.0,0.15011820331,556.0,0.328605200946,1691.89188499,waterbottle,neutral,1691.0,newport,skyy,newport
cret05,3.0,1398.0,0.38554881412,1398.0,0.38554881412,483.0,0.133204633205,1443.0,0.397959183673,3642.67335736,skyy,alcohol,3643.0,skyy,skyy,newport
cret05,4.0,1211.0,0.485176282051,1211.0,0.485176282051,687.0,0.275240384615,288.0,0.115384615385,2498.54532309,newamsterdam,alcohol,2498.0,newamsterdam,skyy,newport
cret05,2.0,0.0,0.0,452.0,0.477296726505,0.0,0.0,317.0,0.334741288279,957.539905202,selzter,neutral,957.0,newport,skyy,newport
cret05,1.0,249.0,0.273927392739,236.0,0.259625962596,249.0,0.273927392739,236.0,0.259625962596,908.550851806,selzter,neutral,908.0,newport,skyy,newport
cret05,3.0,508.0,0.302021403092,508.0,0.302021403092,336.0,0.199762187872,649.0,0.385850178359,1681.88286152,selzter,neutral,1681.0,skyy,skyy,newport
cret05,3.0,342.0,0.361522198732,342.0,0.361522198732,223.0,0.235729386892,223.0,0.235729386892,945.93331451,americanspirit,cigarette,945.0,skyy,skyy,newport
cret05,4.0,496.0,0.215464813206,666.0,0.289313640313,984.0,0.427454387489,496.0,0.215464813206,2307.95069899,waterglass,neutral,2307.0,waterglass,skyy,newport
cret05,1.0,379.0,0.171415649028,1230.0,0.55630936228,379.0,0.171415649028,410.0,0.185436454093,2211.80041399,skyy,alcohol,2211.0,newport,skyy,newport
cret05,1.0,281.0,0.370712401055,314.0,0.414248021108,281.0,0.370712401055,116.0,0.153034300792,757.227530273,waterbottle,neutral,757.0,newport,skyy,newport
cret05,1.0,272.0,0.281573498965,583.0,0.603519668737,272.0,0.281573498965,0.0,0.0,965.220222772,skyy,alcohol,965.0,newport,skyy,newport
cret05,1.0,319.0,0.225920679887,898.0,0.63597733711,319.0,0.225920679887,0.0,0.0,1412.58117238,newport,cigarette,1411.0,newport,skyy,newport
cret05,1.0,170.0,0.153568202349,418.0,0.377597109304,170.0,0.153568202349,301.0,0.271906052394,1107.13669527,selzter,neutral,1106.0,newport,skyy,newport
cret05,1.0,229.0,0.222546161322,315.0,0.30612244898,229.0,0.222546161322,321.0,0.31195335277,1029.47580248,selzter,neutral,1028.0,newport,skyy,newport
cret05,2.0,1075.0,0.398886827458,348.0,0.129128014842,1075.0,0.398886827458,1077.0,0.399628942486,2694.1964329,newport,cigarette,2694.0,newport,skyy,newport
cret05,2.0,1302.0,0.35009411132,1302.0,0.35009411132,732.0,0.19682710406,1512.0,0.406560903469,3718.31798764,bacardi,alcohol,3718.0,bacardi,skyy,newport
cret05,4.0,418.0,0.175704077343,1496.0,0.628835645229,303.0,0.12736443884,418.0,0.175704077343,2379.27034859,sutter,alcohol,2378.0,waterglass,skyy,newport
cret05,3.0,307.0,0.25102207686,307.0,0.25102207686,512.0,0.41864268193,203.0,0.165985282093,1229.37782162,selzter,neutral,1229.0,skyy,skyy,newport
cret05,1.0,684.0,0.280098280098,400.0,0.1638001638,684.0,0.280098280098,1168.0,0.478296478296,2442.3361461,selzter,neutral,2441.0,newport,skyy,newport
cret05,4.0,1047.0,0.622103386809,1047.0,0.622103386809,306.0,0.181818181818,78.0,0.0463458110517,1697.68141237,selzter,neutral,1697.0,greygoose,skyy,newport
cret05,1.0,515.0,0.38318452381,515.0,0.38318452381,215.0,0.159970238095,429.0,0.319196428571,1343.51551251,newport,cigarette,1343.0,skyy,skyy,newport
cret05,1.0,608.0,0.434907010014,608.0,0.434907010014,252.0,0.18025751073,367.0,0.26251788269,1397.79171734,skyy,alcohol,1397.0,skyy,skyy,newport
cret05,4.0,555.0,0.189355168884,739.0,0.252132378028,1469.0,0.501194131696,555.0,0.189355168884,2939.71002262,selzter,neutral,2939.0,selzter,skyy,newport
cret05,3.0,384.0,0.363636363636,384.0,0.363636363636,293.0,0.277462121212,221.0,0.20928030303,1055.85099898,waterglass,neutral,1055.0,skyy,skyy,newport
cret05,1.0,824.0,0.497885196375,824.0,0.497885196375,273.0,0.164954682779,327.0,0.197583081571,1654.78101038,newport,cigarette,1654.0,skyy,skyy,newport
cret05,3.0,460.0,0.345864661654,460.0,0.345864661654,260.0,0.195488721805,423.0,0.318045112782,1330.46089561,waterbottle,neutral,1329.0,skyy,skyy,newport
cret05,3.0,361.0,0.318061674009,361.0,0.318061674009,219.0,0.19295154185,361.0,0.318061674009,1134.87578448,waterbottle,neutral,1134.0,skyy,skyy,newport
cret05,1.0,375.0,0.339366515837,375.0,0.339366515837,257.0,0.23257918552,306.0,0.276923076923,1113.85611088,newport,cigarette,1113.0,skyy,skyy,newport
cret05,1.0,312.0,0.368358913813,312.0,0.368358913813,189.0,0.223140495868,149.0,0.175914994097,847.543303957,waterglass,neutral,846.0,skyy,skyy,newport
cret05,3.0,226.0,0.256235827664,226.0,0.256235827664,317.0,0.359410430839,214.0,0.242630385488,881.967654647,selzter,neutral,881.0,skyy,skyy,newport
cret05,2.0,295.0,0.228859581071,489.0,0.379363847944,295.0,0.228859581071,348.0,0.269976726144,1289.69652607,newport,cigarette,1289.0,newport,skyy,newport
cret05,2.0,187.0,0.2,273.0,0.291978609626,187.0,0.2,265.0,0.283422459893,934.956554869,captainmorgan,alcohol,934.0,newport,skyy,newport
cret05,1.0,470.0,0.344827586207,365.0,0.267791636097,470.0,0.344827586207,265.0,0.194424064563,1363.18968338,newport,cigarette,1357.0,newport,skyy,newport
cret05,2.0,415.0,0.342691990091,414.0,0.341866226259,415.0,0.342691990091,154.0,0.127167630058,1210.67952523,newport,cigarette,1210.0,newport,skyy,newport
cret05,4.0,1101.0,0.436212361331,1101.0,0.436212361331,313.0,0.124009508716,971.0,0.38470681458,2523.86628667,greygoose,alcohol,2523.0,greygoose,skyy,newport
cret05,1.0,783.0,0.54375,783.0,0.54375,239.0,0.165972222222,247.0,0.171527777778,1448.90317394,skyy,alcohol,1448.0,skyy,skyy,newport
cret05,3.0,408.0,0.315057915058,408.0,0.315057915058,295.0,0.227799227799,370.0,0.285714285714,1306.81491888,selzter,neutral,1306.0,skyy,skyy,newport
cret05,1.0,317.0,0.414921465969,317.0,0.414921465969,48.0,0.0628272251309,183.0,0.239528795812,764.003953921,newport,cigarette,763.0,skyy,skyy,newport
cret05,1.0,617.0,0.5,617.0,0.5,229.0,0.185575364668,224.0,0.18152350081,1233.91559969,waterglass,neutral,1233.0,skyy,skyy,newport
cret05,3.0,259.0,0.263479145473,259.0,0.263479145473,384.0,0.390640895219,159.0,0.161749745677,982.374626507,maverick,cigarette,982.0,skyy,skyy,newport
cret05,2.0,546.0,0.605321507761,546.0,0.605321507761,0.0,0.0,214.0,0.237250554324,901.365197873,selzter,neutral,901.0,greygoose,skyy,newport
cret05,1.0,317.0,0.404336734694,317.0,0.404336734694,99.0,0.126275510204,214.0,0.272959183673,783.337172433,newport,cigarette,783.0,skyy,skyy,newport
cret05,3.0,333.0,0.404126213592,333.0,0.404126213592,201.0,0.243932038835,100.0,0.121359223301,823.600083998,waterglass,neutral,823.0,skyy,skyy,newport
cret05,1.0,226.0,0.296587926509,226.0,0.296587926509,304.0,0.398950131234,0.0,0.0,762.256156053,newport,cigarette,761.0,skyy,skyy,newport
cret05,2.0,397.0,0.395024875622,450.0,0.44776119403,397.0,0.395024875622,0.0,0.0,1004.5437783,newport,cigarette,1004.0,newport,skyy,newport
cret05,1.0,389.0,0.528532608696,0.0,0.0,389.0,0.528532608696,200.0,0.271739130435,735.726879463,newport,cigarette,735.0,newport,skyy,newport
cret05,4.0,379.0,0.358223062382,379.0,0.358223062382,0.0,0.0,396.0,0.374291115312,1056.84180999,waterbottle,neutral,1057.0,greygoose,skyy,newport
cret05,2.0,450.0,0.35685963521,411.0,0.325931800159,450.0,0.35685963521,236.0,0.187153053132,1260.49328613,newport,cigarette,1260.0,newport,skyy,newport
cret05,1.0,337.0,0.28510998308,337.0,0.28510998308,0.0,0.0,574.0,0.485617597293,1182.11833563,selzter,neutral,1181.0,skyy,skyy,newport
cret05,1.0,215.0,0.370689655172,215.0,0.370689655172,14.0,0.0241379310345,134.0,0.231034482759,583.73933839,newport,cigarette,583.0,skyy,skyy,newport
cret05,1.0,199.0,0.294814814815,199.0,0.294814814815,167.0,0.247407407407,155.0,0.22962962963,674.718548453,waterglass,neutral,674.0,skyy,skyy,newport
cret05,3.0,584.0,0.817927170868,584.0,0.817927170868,119.0,0.166666666667,0.0,0.0,714.015197696,maverick,cigarette,713.0,skyy,skyy,newport
cret05,1.0,208.0,0.443496801706,208.0,0.443496801706,92.0,0.196162046908,0.0,0.0,468.369256615,newport,cigarette,468.0,skyy,skyy,newport
cret05,3.0,174.0,0.332695984704,174.0,0.332695984704,34.0,0.0650095602294,146.0,0.279158699809,523.240823184,americanspirit,cigarette,522.0,skyy,skyy,newport
cret05,2.0,995.0,0.930776426567,995.0,0.930776426567,0.0,0.0,0.0,0.0,1074.6698746,newamsterdam,alcohol,1073.0,newamsterdam,skyy,newport
cret05,2.0,1190.0,1.0,1190.0,1.0,0.0,0.0,0.0,0.0,1197.33601728,smirnoff,alcohol,1197.0,smirnoff,skyy,newport
cret05,3.0,546.0,0.574736842105,546.0,0.574736842105,58.0,0.0610526315789,212.0,0.223157894737,949.31484688,americanspirit,cigarette,949.0,skyy,skyy,newport
cret05,3.0,260.0,0.249520153551,260.0,0.249520153551,500.0,0.479846449136,233.0,0.223608445298,1041.93506648,selzter,neutral,1041.0,skyy,skyy,newport
cret05,4.0,648.0,0.454736842105,413.0,0.289824561404,220.0,0.154385964912,648.0,0.454736842105,1424.3898542,selzter,neutral,1424.0,selzter,skyy,newport
cret05,2.0,674.0,0.510606060606,167.0,0.126515151515,674.0,0.510606060606,268.0,0.20303030303,1320.15749403,newport,cigarette,1319.0,newport,skyy,newport
cret05,4.0,628.0,0.300191204589,433.0,0.206978967495,819.0,0.391491395793,628.0,0.300191204589,2096.89019302,americanspirit,cigarette,2096.0,waterbottle,skyy,newport
cret05,1.0,251.0,0.31974522293,251.0,0.31974522293,371.0,0.472611464968,0.0,0.0,784.76665549,newport,cigarette,784.0,skyy,skyy,newport
cret05,1.0,282.0,0.339350180505,282.0,0.339350180505,191.0,0.229843561974,340.0,0.409145607702,830.360673963,newport,cigarette,830.0,skyy,skyy,newport
cret05,1.0,336.0,0.489082969432,336.0,0.489082969432,0.0,0.0,201.0,0.292576419214,687.003566752,waterbottle,neutral,686.0,skyy,skyy,newport
cret05,3.0,193.0,0.251629726206,193.0,0.251629726206,194.0,0.252933507171,197.0,0.256844850065,766.885336293,skyy,alcohol,766.0,skyy,skyy,newport
cret05,4.0,510.0,0.427135678392,310.0,0.259631490787,204.0,0.170854271357,510.0,0.427135678392,1193.55753603,waterbottle,neutral,1193.0,waterbottle,skyy,newport
cret05,2.0,500.0,0.291545189504,443.0,0.258309037901,633.0,0.369096209913,500.0,0.291545189504,1714.58344351,newport,cigarette,1714.0,selzter,skyy,newport
cret05,1.0,327.0,0.34133611691,0.0,0.0,327.0,0.34133611691,479.0,0.5,957.449694183,waterglass,neutral,957.0,newport,skyy,newport
cret05,1.0,153.0,0.2,0.0,0.0,153.0,0.2,343.0,0.448366013072,771.451548146,waterbottle,neutral,770.0,newport,skyy,newport
cret05,1.0,149.0,0.199197860963,349.0,0.466577540107,149.0,0.199197860963,0.0,0.0,749.627866619,skyy,alcohol,749.0,newport,skyy,newport
cret05,1.0,521.0,0.586711711712,521.0,0.586711711712,176.0,0.198198198198,0.0,0.0,887.278838423,skyy,alcohol,887.0,skyy,skyy,newport
cret05,3.0,390.0,0.418454935622,390.0,0.418454935622,90.0,0.0965665236052,227.0,0.24356223176,931.092472974,camelcrush,cigarette,931.0,skyy,skyy,newport
cret05,1.0,425.0,0.474330357143,425.0,0.474330357143,304.0,0.339285714286,0.0,0.0,899.764642707,newport,cigarette,899.0,skyy,skyy,newport
cret05,3.0,246.0,0.4,246.0,0.4,63.0,0.10243902439,170.0,0.276422764228,614.49248815,luckystrike,cigarette,614.0,skyy,skyy,newport
cret05,1.0,368.0,0.511111111111,368.0,0.511111111111,192.0,0.266666666667,0.0,0.0,720.10680104,skyy,alcohol,719.0,skyy,skyy,newport
cret05,1.0,323.0,0.5,323.0,0.5,120.0,0.185758513932,0.0,0.0,645.641849163,skyy,alcohol,645.0,skyy,skyy,newport
cret05,3.0,170.0,0.23097826087,170.0,0.23097826087,245.0,0.332880434783,112.0,0.152173913043,736.109461811,marlboro,cigarette,735.0,skyy,skyy,newport
cret05,1.0,0.0,0.0,355.0,0.515239477504,0.0,0.0,136.0,0.197387518142,689.534238139,skyy,alcohol,688.0,newport,skyy,newport
cret05,4.0,560.0,0.646651270208,560.0,0.646651270208,0.0,0.0,172.0,0.198614318707,865.92919824,bacardi,alcohol,865.0,bacardi,skyy,newport
cret05,1.0,375.0,0.466417910448,235.0,0.292288557214,375.0,0.466417910448,0.0,0.0,803.408201836,newport,cigarette,803.0,newport,skyy,newport
cret05,4.0,342.0,0.243416370107,457.0,0.325266903915,374.0,0.266192170819,342.0,0.243416370107,1405.49173534,naturallight,alcohol,1404.0,waterglass,skyy,newport
cret05,1.0,398.0,0.407369498465,266.0,0.272262026612,398.0,0.407369498465,143.0,0.14636642784,987.512233755,waterbottle,neutral,986.0,newport,skyy,newport
cret05,4.0,303.0,0.238394964595,503.0,0.395751376869,149.0,0.117230527144,303.0,0.238394964595,1271.37005178,josecuervo,alcohol,1270.0,selzter,skyy,newport
cret05,1.0,758.0,0.806382978723,758.0,0.806382978723,0.0,0.0,0.0,0.0,948.159278815,skyy,alcohol,948.0,skyy,skyy,newport
cret05,1.0,367.0,0.448655256724,265.0,0.323960880196,367.0,0.448655256724,4.0,0.00488997555012,817.658867646,waterbottle,neutral,817.0,newport,skyy,newport
cret05,1.0,512.0,0.587155963303,512.0,0.587155963303,129.0,0.147935779817,0.0,0.0,876.562428751,skyy,alcohol,876.0,skyy,skyy,newport
cret05,2.0,154.0,0.236559139785,187.0,0.287250384025,154.0,0.236559139785,0.0,0.0,650.955858883,naturallight,alcohol,650.0,newport,skyy,newport
cret05,1.0,371.0,0.488157894737,131.0,0.172368421053,371.0,0.488157894737,0.0,0.0,759.768587805,skyy,alcohol,759.0,newport,skyy,newport
cret05,3.0,282.0,0.482876712329,282.0,0.482876712329,0.0,0.0,168.0,0.287671232877,582.824632684,selzter,neutral,583.0,skyy,skyy,newport
cret05,1.0,353.0,0.493706293706,353.0,0.493706293706,167.0,0.233566433566,0.0,0.0,714.775643664,skyy,alcohol,714.0,skyy,skyy,newport
cret05,4.0,513.0,0.369330453564,287.0,0.206623470122,301.0,0.216702663787,513.0,0.369330453564,1388.44872503,waterglass,neutral,1388.0,waterglass,skyy,newport
cret05,1.0,221.0,0.389770723104,221.0,0.389770723104,131.0,0.231040564374,0.0,0.0,567.083389156,newport,cigarette,566.0,skyy,skyy,newport
cret05,3.0,357.0,0.453621346887,357.0,0.453621346887,158.0,0.200762388818,69.0,0.0876747141042,787.299907178,waterbottle,neutral,786.0,skyy,skyy,newport
cret05,2.0,353.0,0.390486725664,146.0,0.161504424779,353.0,0.390486725664,174.0,0.192477876106,904.289722205,josecuervo,alcohol,903.0,newport,skyy,newport
cret05,1.0,272.0,0.488330341113,272.0,0.488330341113,121.0,0.21723518851,0.0,0.0,556.380968381,newport,cigarette,556.0,skyy,skyy,newport
cret05,3.0,176.0,0.32,176.0,0.32,128.0,0.232727272727,0.0,0.0,554.187418252,marlboro,cigarette,553.0,skyy,skyy,newport
cret05,1.0,237.0,0.408620689655,237.0,0.408620689655,0.0,0.0,165.0,0.284482758621,580.309641807,skyy,alcohol,579.0,skyy,skyy,newport
cret05,4.0,480.0,0.237623762376,743.0,0.367821782178,603.0,0.298514851485,480.0,0.237623762376,2019.31029897,luckystrike,cigarette,2019.0,selzter,skyy,newport
cret05,3.0,241.0,0.347763347763,0.0,0.0,228.0,0.329004329004,241.0,0.347763347763,692.579792404,americanspirit,cigarette,692.0,waterglass,skyy,newport
cret05,2.0,515.0,0.532024793388,191.0,0.197314049587,515.0,0.532024793388,87.0,0.0898760330579,968.576405295,selzter,neutral,967.0,newport,skyy,newport
cret05,1.0,380.0,0.512129380054,380.0,0.512129380054,150.0,0.202156334232,0.0,0.0,742.148446207,skyy,alcohol,741.0,skyy,skyy,newport
cret05,2.0,0.0,0.0,296.0,0.412256267409,0.0,0.0,0.0,0.0,717.799574008,corona,alcohol,717.0,newport,skyy,newport
cret05,1.0,467.0,0.710806697108,467.0,0.710806697108,0.0,0.0,0.0,0.0,657.052688123,skyy,alcohol,656.0,skyy,skyy,newport
cret05,2.0,101.0,0.13969571231,453.0,0.626556016598,101.0,0.13969571231,0.0,0.0,721.991626991,newport,cigarette,722.0,newport,skyy,newport
cret05,1.0,232.0,0.382207578254,232.0,0.382207578254,122.0,0.200988467875,0.0,0.0,607.18698026,newport,cigarette,606.0,skyy,skyy,newport
cret05,2.0,272.0,0.324970131422,0.0,0.0,272.0,0.324970131422,317.0,0.378733572282,841.459074818,selzter,neutral,841.0,newport,skyy,newport
cret05,2.0,244.0,0.325333333333,0.0,0.0,244.0,0.325333333333,158.0,0.210666666667,749.822922365,selzter,neutral,749.0,newport,skyy,newport
cret05,1.0,416.0,0.5312899106,416.0,0.5312899106,184.0,0.234993614304,0.0,0.0,783.103987097,skyy,alcohol,782.0,skyy,skyy,newport
cret05,2.0,260.0,0.332480818414,332.0,0.424552429668,260.0,0.332480818414,0.0,0.0,782.172958541,newport,cigarette,781.0,newport,skyy,newport
cret05,3.0,283.0,0.458670988655,283.0,0.458670988655,156.0,0.2528363047,0.0,0.0,616.975229672,skyy,alcohol,616.0,skyy,skyy,newport
cret05,1.0,283.0,0.271853986551,539.0,0.517771373679,283.0,0.271853986551,0.0,0.0,1040.56391355,skyy,alcohol,1040.0,newport,skyy,newport
cret05,2.0,0.0,0.0,232.0,0.281553398058,0.0,0.0,410.0,0.497572815534,824.199942825,waterglass,neutral,823.0,newport,skyy,newport
cret05,1.0,291.0,0.480991735537,291.0,0.480991735537,181.0,0.299173553719,0.0,0.0,604.654700906,skyy,alcohol,604.0,skyy,skyy,newport
cret05,2.0,432.0,0.455696202532,432.0,0.455696202532,343.0,0.361814345992,0.0,0.0,957.692761321,smirnoff,alcohol,956.0,smirnoff,skyy,newport
cret05,1.0,414.0,0.734042553191,414.0,0.734042553191,0.0,0.0,0.0,0.0,563.681670367,skyy,alcohol,563.0,skyy,skyy,newport
cret05,3.0,175.0,0.405092592593,175.0,0.405092592593,0.0,0.0,70.0,0.162037037037,434.01680284,waterbottle,neutral,433.0,skyy,skyy,newport
cret05,1.0,165.0,0.384615384615,165.0,0.384615384615,96.0,0.223776223776,0.0,0.0,428.920396416,newport,cigarette,428.0,skyy,skyy,newport
cret05,4.0,431.0,0.369639794168,162.0,0.138936535163,386.0,0.331046312178,431.0,0.369639794168,1166.13697126,maverick,cigarette,1165.0,waterglass,skyy,newport
cret05,1.0,215.0,0.336463223787,241.0,0.377151799687,215.0,0.336463223787,0.0,0.0,638.778304434,skyy,alcohol,638.0,newport,skyy,newport
cret05,4.0,332.0,0.437994722955,0.0,0.0,66.0,0.0870712401055,332.0,0.437994722955,757.854544909,selzter,neutral,757.0,selzter,skyy,newport
cret05,2.0,141.0,0.178255372946,268.0,0.338811630847,141.0,0.178255372946,0.0,0.0,791.031472194,jimbeam,alcohol,790.0,newport,skyy,newport
cret05,3.0,586.0,0.489148580968,586.0,0.489148580968,239.0,0.199499165275,176.0,0.146911519199,1197.38608345,skyy,alcohol,1197.0,skyy,skyy,newport
cret05,1.0,502.0,0.704067321178,502.0,0.704067321178,0.0,0.0,0.0,0.0,712.378604428,skyy,alcohol,712.0,skyy,skyy,newport
cret05,1.0,204.0,0.385633270321,204.0,0.385633270321,0.0,0.0,124.0,0.234404536862,528.714297714,waterbottle,neutral,528.0,skyy,skyy,newport
cret05,1.0,458.0,0.476091476091,458.0,0.476091476091,0.0,0.0,284.0,0.295218295218,961.193078962,skyy,alcohol,961.0,skyy,skyy,newport
cret05,1.0,426.0,0.682692307692,426.0,0.682692307692,0.0,0.0,0.0,0.0,623.339230039,skyy,alcohol,623.0,skyy,skyy,newport
cret05,3.0,180.0,0.32667876588,180.0,0.32667876588,180.0,0.32667876588,0.0,0.0,559.394423288,skyy,alcohol,559.0,skyy,skyy,newport
cret05,3.0,181.0,0.337057728119,181.0,0.337057728119,0.0,0.0,162.0,0.301675977654,536.74748305,selzter,neutral,536.0,skyy,skyy,newport
cret05,2.0,158.0,0.170442286947,203.0,0.218985976268,158.0,0.170442286947,382.0,0.412081984898,928.940196372,waterglass,neutral,928.0,newport,skyy,newport
cret05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.240384615385,623.781250375,waterglass,neutral,623.0,newport,skyy,newport
cret05,2.0,160.0,0.258899676375,207.0,0.334951456311,160.0,0.258899676375,0.0,0.0,616.939374389,corona,alcohol,617.0,newport,skyy,newport
cret05,1.0,453.0,0.525522041763,453.0,0.525522041763,191.0,0.221577726218,0.0,0.0,861.747159057,skyy,alcohol,853.0,skyy,skyy,newport
cret05,4.0,482.0,0.50103950104,482.0,0.50103950104,155.0,0.161122661123,82.0,0.0852390852391,961.601787964,selzter,neutral,961.0,greygoose,skyy,newport
cret05,1.0,296.0,0.445112781955,296.0,0.445112781955,358.0,0.538345864662,0.0,0.0,664.723465531,skyy,alcohol,664.0,skyy,skyy,newport
cret05,3.0,342.0,0.578680203046,342.0,0.578680203046,0.0,0.0,42.0,0.0710659898477,590.200663163,waterbottle,neutral,590.0,skyy,skyy,newport
cret05,4.0,363.0,0.306070826307,254.0,0.214165261383,434.0,0.365935919056,363.0,0.306070826307,1185.82278154,waterglass,neutral,1185.0,waterglass,skyy,newport
cret05,1.0,421.0,0.594632768362,0.0,0.0,421.0,0.594632768362,86.0,0.121468926554,707.42548749,selzter,neutral,707.0,newport,skyy,newport
cret05,3.0,236.0,0.411149825784,236.0,0.411149825784,137.0,0.238675958188,0.0,0.0,574.303524753,americanspirit,cigarette,573.0,skyy,skyy,newport
cret05,1.0,338.0,0.548701298701,338.0,0.548701298701,171.0,0.277597402597,0.0,0.0,615.691768165,skyy,alcohol,615.0,skyy,skyy,newport
cret05,2.0,1030.0,0.959031657356,1030.0,0.959031657356,0.0,0.0,0.0,0.0,1074.35097216,newamsterdam,alcohol,1073.0,newamsterdam,skyy,newport
cret05,1.0,529.0,0.617990654206,529.0,0.617990654206,170.0,0.198598130841,0.0,0.0,855.931379372,skyy,alcohol,855.0,skyy,skyy,newport
cret05,4.0,770.0,0.704483074108,770.0,0.704483074108,185.0,0.169258920403,0.0,0.0,1092.44014837,newamsterdam,alcohol,1092.0,newamsterdam,skyy,newport
cret05,1.0,442.0,0.671732522796,442.0,0.671732522796,0.0,0.0,0.0,0.0,658.280458391,skyy,alcohol,657.0,skyy,skyy,newport
cret05,3.0,348.0,0.620320855615,348.0,0.620320855615,0.0,0.0,0.0,0.0,560.821722742,skyy,alcohol,560.0,skyy,skyy,newport
cret05,1.0,285.0,0.461912479741,285.0,0.461912479741,147.0,0.238249594814,0.0,0.0,617.308297834,newport,cigarette,616.0,skyy,skyy,newport
cret05,1.0,275.0,0.446428571429,275.0,0.446428571429,194.0,0.314935064935,0.0,0.0,615.587937418,skyy,alcohol,615.0,skyy,skyy,newport
cret05,1.0,319.0,0.468428781204,319.0,0.468428781204,175.0,0.256975036711,0.0,0.0,680.531346196,newport,cigarette,680.0,skyy,skyy,newport
cret05,1.0,329.0,0.534959349593,329.0,0.534959349593,163.0,0.265040650407,0.0,0.0,615.520306418,skyy,alcohol,614.0,skyy,skyy,newport
cret05,2.0,373.0,0.373,373.0,0.373,193.0,0.193,226.0,0.226,999.983209512,smirnoff,alcohol,999.0,smirnoff,skyy,newport
cret05,3.0,251.0,0.435008665511,251.0,0.435008665511,172.0,0.298093587522,0.0,0.0,576.249661007,skyy,alcohol,576.0,skyy,skyy,newport
cret06,1.0,391.0,0.717431192661,391.0,0.717431192661,0.0,0.0,0.0,0.0,545.856051981,brandy,alcohol,544.0,brandy,brandy,newport
cret06,1.0,432.0,0.894409937888,432.0,0.894409937888,0.0,0.0,0.0,0.0,482.853105313,brandy,alcohol,482.0,brandy,brandy,newport
cret06,1.0,205.0,0.346869712352,205.0,0.346869712352,0.0,0.0,207.0,0.350253807107,591.162005668,brandy,alcohol,590.0,brandy,brandy,newport
cret06,1.0,370.0,0.652557319224,370.0,0.652557319224,0.0,0.0,0.0,0.0,566.379845555,brandy,alcohol,566.0,brandy,brandy,newport
cret06,1.0,0.0,0.0,0.0,0.0,258.0,0.591743119266,0.0,0.0,435.609062706,newport,cigarette,435.0,brandy,brandy,newport
