sub_id,trial_type,self-reported_favorite_item,looked_at_item,timepoint,nr_trials,nr_trials_used_for_likelihood,mean_fix_likelihood
1.0,3.0,ALC,alcohol,324.0,0.0,0.0,
1.0,3.0,ALC,cigarette,324.0,0.0,0.0,
1.0,3.0,ALC,neutral,324.0,0.0,0.0,
2.0,3.0,ALC,alcohol,324.0,0.0,0.0,
2.0,3.0,ALC,cigarette,324.0,0.0,0.0,
2.0,3.0,ALC,neutral,324.0,0.0,0.0,
3.0,3.0,ALC,alcohol,324.0,0.0,0.0,
3.0,3.0,ALC,cigarette,324.0,0.0,0.0,
3.0,3.0,ALC,neutral,324.0,0.0,0.0,
4.0,3.0,ALC,alcohol,324.0,0.0,0.0,
4.0,3.0,ALC,cigarette,324.0,0.0,0.0,
4.0,3.0,ALC,neutral,324.0,0.0,0.0,
5.0,3.0,ALC,alcohol,324.0,0.0,0.0,
5.0,3.0,ALC,cigarette,324.0,0.0,0.0,
5.0,3.0,ALC,neutral,324.0,0.0,0.0,
6.0,3.0,ALC,alcohol,324.0,0.0,0.0,
6.0,3.0,ALC,cigarette,324.0,0.0,0.0,
6.0,3.0,ALC,neutral,324.0,0.0,0.0,
7.0,3.0,ALC,alcohol,324.0,0.0,0.0,
7.0,3.0,ALC,cigarette,324.0,0.0,0.0,
7.0,3.0,ALC,neutral,324.0,0.0,0.0,
8.0,3.0,ALC,alcohol,324.0,0.0,0.0,
8.0,3.0,ALC,cigarette,324.0,0.0,0.0,
8.0,3.0,ALC,neutral,324.0,0.0,0.0,
9.0,3.0,ALC,alcohol,324.0,17.0,3.0,0.176470588235
9.0,3.0,ALC,cigarette,324.0,17.0,11.0,0.647058823529
9.0,3.0,ALC,neutral,324.0,17.0,3.0,0.176470588235
10.0,3.0,ALC,alcohol,324.0,0.0,0.0,
10.0,3.0,ALC,cigarette,324.0,0.0,0.0,
10.0,3.0,ALC,neutral,324.0,0.0,0.0,
11.0,3.0,ALC,alcohol,324.0,0.0,0.0,
11.0,3.0,ALC,cigarette,324.0,0.0,0.0,
11.0,3.0,ALC,neutral,324.0,0.0,0.0,
12.0,3.0,ALC,alcohol,324.0,0.0,0.0,
12.0,3.0,ALC,cigarette,324.0,0.0,0.0,
12.0,3.0,ALC,neutral,324.0,0.0,0.0,
13.0,3.0,ALC,alcohol,324.0,0.0,0.0,
13.0,3.0,ALC,cigarette,324.0,0.0,0.0,
13.0,3.0,ALC,neutral,324.0,0.0,0.0,
14.0,3.0,ALC,alcohol,324.0,0.0,0.0,
14.0,3.0,ALC,cigarette,324.0,0.0,0.0,
14.0,3.0,ALC,neutral,324.0,0.0,0.0,
15.0,3.0,ALC,alcohol,324.0,0.0,0.0,
15.0,3.0,ALC,cigarette,324.0,0.0,0.0,
15.0,3.0,ALC,neutral,324.0,0.0,0.0,
16.0,3.0,ALC,alcohol,324.0,0.0,0.0,
16.0,3.0,ALC,cigarette,324.0,0.0,0.0,
16.0,3.0,ALC,neutral,324.0,0.0,0.0,
17.0,3.0,ALC,alcohol,324.0,0.0,0.0,
17.0,3.0,ALC,cigarette,324.0,0.0,0.0,
17.0,3.0,ALC,neutral,324.0,0.0,0.0,
18.0,3.0,ALC,alcohol,324.0,0.0,0.0,
18.0,3.0,ALC,cigarette,324.0,0.0,0.0,
18.0,3.0,ALC,neutral,324.0,0.0,0.0,
19.0,3.0,ALC,alcohol,324.0,0.0,0.0,
19.0,3.0,ALC,cigarette,324.0,0.0,0.0,
19.0,3.0,ALC,neutral,324.0,0.0,0.0,
20.0,3.0,ALC,alcohol,324.0,0.0,0.0,
20.0,3.0,ALC,cigarette,324.0,0.0,0.0,
20.0,3.0,ALC,neutral,324.0,0.0,0.0,
21.0,3.0,ALC,alcohol,324.0,5.0,3.0,0.6
21.0,3.0,ALC,cigarette,324.0,5.0,1.0,0.2
21.0,3.0,ALC,neutral,324.0,5.0,1.0,0.2
22.0,3.0,ALC,alcohol,324.0,0.0,0.0,
22.0,3.0,ALC,cigarette,324.0,0.0,0.0,
22.0,3.0,ALC,neutral,324.0,0.0,0.0,
23.0,3.0,ALC,alcohol,324.0,0.0,0.0,
23.0,3.0,ALC,cigarette,324.0,0.0,0.0,
23.0,3.0,ALC,neutral,324.0,0.0,0.0,
24.0,3.0,ALC,alcohol,324.0,0.0,0.0,
24.0,3.0,ALC,cigarette,324.0,0.0,0.0,
24.0,3.0,ALC,neutral,324.0,0.0,0.0,
25.0,3.0,ALC,alcohol,324.0,0.0,0.0,
25.0,3.0,ALC,cigarette,324.0,0.0,0.0,
25.0,3.0,ALC,neutral,324.0,0.0,0.0,
26.0,3.0,ALC,alcohol,324.0,14.0,1.0,0.0714285714286
26.0,3.0,ALC,cigarette,324.0,14.0,2.0,0.142857142857
26.0,3.0,ALC,neutral,324.0,14.0,11.0,0.785714285714
27.0,3.0,ALC,alcohol,324.0,26.0,8.0,0.307692307692
27.0,3.0,ALC,cigarette,324.0,26.0,8.0,0.307692307692
27.0,3.0,ALC,neutral,324.0,26.0,10.0,0.384615384615
28.0,3.0,ALC,alcohol,324.0,25.0,10.0,0.4
28.0,3.0,ALC,cigarette,324.0,25.0,15.0,0.6
28.0,3.0,ALC,neutral,324.0,25.0,0.0,0.0
29.0,3.0,ALC,alcohol,324.0,0.0,0.0,
29.0,3.0,ALC,cigarette,324.0,0.0,0.0,
29.0,3.0,ALC,neutral,324.0,0.0,0.0,
1.0,3.0,CIG,alcohol,324.0,0.0,0.0,
1.0,3.0,CIG,cigarette,324.0,0.0,0.0,
1.0,3.0,CIG,neutral,324.0,0.0,0.0,
2.0,3.0,CIG,alcohol,324.0,22.0,14.0,0.636363636364
2.0,3.0,CIG,cigarette,324.0,22.0,3.0,0.136363636364
2.0,3.0,CIG,neutral,324.0,22.0,5.0,0.227272727273
3.0,3.0,CIG,alcohol,324.0,25.0,11.0,0.44
3.0,3.0,CIG,cigarette,324.0,25.0,10.0,0.4
3.0,3.0,CIG,neutral,324.0,25.0,4.0,0.16
4.0,3.0,CIG,alcohol,324.0,0.0,0.0,
4.0,3.0,CIG,cigarette,324.0,0.0,0.0,
4.0,3.0,CIG,neutral,324.0,0.0,0.0,
5.0,3.0,CIG,alcohol,324.0,6.0,2.0,0.333333333333
5.0,3.0,CIG,cigarette,324.0,6.0,2.0,0.333333333333
5.0,3.0,CIG,neutral,324.0,6.0,2.0,0.333333333333
6.0,3.0,CIG,alcohol,324.0,27.0,8.0,0.296296296296
6.0,3.0,CIG,cigarette,324.0,27.0,13.0,0.481481481481
6.0,3.0,CIG,neutral,324.0,27.0,6.0,0.222222222222
7.0,3.0,CIG,alcohol,324.0,5.0,0.0,0.0
7.0,3.0,CIG,cigarette,324.0,5.0,5.0,1.0
7.0,3.0,CIG,neutral,324.0,5.0,0.0,0.0
8.0,3.0,CIG,alcohol,324.0,13.0,2.0,0.153846153846
8.0,3.0,CIG,cigarette,324.0,13.0,7.0,0.538461538462
8.0,3.0,CIG,neutral,324.0,13.0,4.0,0.307692307692
9.0,3.0,CIG,alcohol,324.0,0.0,0.0,
9.0,3.0,CIG,cigarette,324.0,0.0,0.0,
9.0,3.0,CIG,neutral,324.0,0.0,0.0,
10.0,3.0,CIG,alcohol,324.0,22.0,5.0,0.227272727273
10.0,3.0,CIG,cigarette,324.0,22.0,13.0,0.590909090909
10.0,3.0,CIG,neutral,324.0,22.0,4.0,0.181818181818
11.0,3.0,CIG,alcohol,324.0,29.0,7.0,0.241379310345
11.0,3.0,CIG,cigarette,324.0,29.0,13.0,0.448275862069
11.0,3.0,CIG,neutral,324.0,29.0,9.0,0.310344827586
12.0,3.0,CIG,alcohol,324.0,6.0,3.0,0.5
12.0,3.0,CIG,cigarette,324.0,6.0,0.0,0.0
12.0,3.0,CIG,neutral,324.0,6.0,3.0,0.5
13.0,3.0,CIG,alcohol,324.0,26.0,7.0,0.269230769231
13.0,3.0,CIG,cigarette,324.0,26.0,7.0,0.269230769231
13.0,3.0,CIG,neutral,324.0,26.0,12.0,0.461538461538
14.0,3.0,CIG,alcohol,324.0,25.0,12.0,0.48
14.0,3.0,CIG,cigarette,324.0,25.0,8.0,0.32
14.0,3.0,CIG,neutral,324.0,25.0,5.0,0.2
15.0,3.0,CIG,alcohol,324.0,2.0,1.0,0.5
15.0,3.0,CIG,cigarette,324.0,2.0,1.0,0.5
15.0,3.0,CIG,neutral,324.0,2.0,0.0,0.0
16.0,3.0,CIG,alcohol,324.0,5.0,1.0,0.2
16.0,3.0,CIG,cigarette,324.0,5.0,3.0,0.6
16.0,3.0,CIG,neutral,324.0,5.0,1.0,0.2
17.0,3.0,CIG,alcohol,324.0,9.0,2.0,0.222222222222
17.0,3.0,CIG,cigarette,324.0,9.0,3.0,0.333333333333
17.0,3.0,CIG,neutral,324.0,9.0,4.0,0.444444444444
18.0,3.0,CIG,alcohol,324.0,11.0,5.0,0.454545454545
18.0,3.0,CIG,cigarette,324.0,11.0,5.0,0.454545454545
18.0,3.0,CIG,neutral,324.0,11.0,1.0,0.0909090909091
19.0,3.0,CIG,alcohol,324.0,16.0,8.0,0.5
19.0,3.0,CIG,cigarette,324.0,16.0,2.0,0.125
19.0,3.0,CIG,neutral,324.0,16.0,6.0,0.375
20.0,3.0,CIG,alcohol,324.0,23.0,5.0,0.217391304348
20.0,3.0,CIG,cigarette,324.0,23.0,10.0,0.434782608696
20.0,3.0,CIG,neutral,324.0,23.0,8.0,0.347826086957
21.0,3.0,CIG,alcohol,324.0,0.0,0.0,
21.0,3.0,CIG,cigarette,324.0,0.0,0.0,
21.0,3.0,CIG,neutral,324.0,0.0,0.0,
22.0,3.0,CIG,alcohol,324.0,15.0,7.0,0.466666666667
22.0,3.0,CIG,cigarette,324.0,15.0,6.0,0.4
22.0,3.0,CIG,neutral,324.0,15.0,2.0,0.133333333333
23.0,3.0,CIG,alcohol,324.0,16.0,3.0,0.1875
23.0,3.0,CIG,cigarette,324.0,16.0,7.0,0.4375
23.0,3.0,CIG,neutral,324.0,16.0,6.0,0.375
24.0,3.0,CIG,alcohol,324.0,0.0,0.0,
24.0,3.0,CIG,cigarette,324.0,0.0,0.0,
24.0,3.0,CIG,neutral,324.0,0.0,0.0,
25.0,3.0,CIG,alcohol,324.0,29.0,12.0,0.413793103448
25.0,3.0,CIG,cigarette,324.0,29.0,12.0,0.413793103448
25.0,3.0,CIG,neutral,324.0,29.0,5.0,0.172413793103
26.0,3.0,CIG,alcohol,324.0,0.0,0.0,
26.0,3.0,CIG,cigarette,324.0,0.0,0.0,
