sub_id,trial_type,self-reported_favorite_item,looked_at_item,timepoint,nr_trials,nr_trials_used_for_likelihood,mean_fix_likelihood
1.0,1.0,CIG,alcohol,498.0,15.0,6.0,0.4
1.0,1.0,CIG,cigarette,498.0,15.0,5.0,0.333333333333
1.0,1.0,CIG,neutral,498.0,15.0,4.0,0.266666666667
2.0,1.0,CIG,alcohol,498.0,46.0,36.0,0.782608695652
2.0,1.0,CIG,cigarette,498.0,46.0,8.0,0.173913043478
2.0,1.0,CIG,neutral,498.0,46.0,2.0,0.0434782608696
3.0,1.0,CIG,alcohol,498.0,63.0,38.0,0.603174603175
3.0,1.0,CIG,cigarette,498.0,63.0,19.0,0.301587301587
3.0,1.0,CIG,neutral,498.0,63.0,6.0,0.0952380952381
4.0,1.0,CIG,alcohol,498.0,37.0,37.0,1.0
4.0,1.0,CIG,cigarette,498.0,37.0,0.0,0.0
4.0,1.0,CIG,neutral,498.0,37.0,0.0,0.0
5.0,1.0,CIG,alcohol,498.0,18.0,9.0,0.5
5.0,1.0,CIG,cigarette,498.0,18.0,6.0,0.333333333333
5.0,1.0,CIG,neutral,498.0,18.0,3.0,0.166666666667
6.0,1.0,CIG,alcohol,498.0,44.0,10.0,0.227272727273
6.0,1.0,CIG,cigarette,498.0,44.0,30.0,0.681818181818
6.0,1.0,CIG,neutral,498.0,44.0,4.0,0.0909090909091
7.0,1.0,CIG,alcohol,498.0,22.0,0.0,0.0
7.0,1.0,CIG,cigarette,498.0,22.0,20.0,0.909090909091
7.0,1.0,CIG,neutral,498.0,22.0,2.0,0.0909090909091
8.0,1.0,CIG,alcohol,498.0,30.0,7.0,0.233333333333
8.0,1.0,CIG,cigarette,498.0,30.0,8.0,0.266666666667
8.0,1.0,CIG,neutral,498.0,30.0,15.0,0.5
9.0,1.0,CIG,alcohol,498.0,35.0,16.0,0.457142857143
9.0,1.0,CIG,cigarette,498.0,35.0,11.0,0.314285714286
9.0,1.0,CIG,neutral,498.0,35.0,8.0,0.228571428571
10.0,1.0,CIG,alcohol,498.0,56.0,24.0,0.428571428571
10.0,1.0,CIG,cigarette,498.0,56.0,18.0,0.321428571429
10.0,1.0,CIG,neutral,498.0,56.0,14.0,0.25
11.0,1.0,CIG,alcohol,498.0,68.0,23.0,0.338235294118
11.0,1.0,CIG,cigarette,498.0,68.0,29.0,0.426470588235
11.0,1.0,CIG,neutral,498.0,68.0,16.0,0.235294117647
12.0,1.0,CIG,alcohol,498.0,13.0,9.0,0.692307692308
12.0,1.0,CIG,cigarette,498.0,13.0,0.0,0.0
12.0,1.0,CIG,neutral,498.0,13.0,4.0,0.307692307692
13.0,1.0,CIG,alcohol,498.0,55.0,11.0,0.2
13.0,1.0,CIG,cigarette,498.0,55.0,13.0,0.236363636364
13.0,1.0,CIG,neutral,498.0,55.0,31.0,0.563636363636
14.0,1.0,CIG,alcohol,498.0,59.0,22.0,0.372881355932
14.0,1.0,CIG,cigarette,498.0,59.0,25.0,0.423728813559
14.0,1.0,CIG,neutral,498.0,59.0,12.0,0.203389830508
15.0,1.0,CIG,alcohol,498.0,7.0,0.0,0.0
15.0,1.0,CIG,cigarette,498.0,7.0,7.0,1.0
15.0,1.0,CIG,neutral,498.0,7.0,0.0,0.0
16.0,1.0,CIG,alcohol,498.0,21.0,4.0,0.190476190476
16.0,1.0,CIG,cigarette,498.0,21.0,15.0,0.714285714286
16.0,1.0,CIG,neutral,498.0,21.0,2.0,0.0952380952381
17.0,1.0,CIG,alcohol,498.0,29.0,7.0,0.241379310345
17.0,1.0,CIG,cigarette,498.0,29.0,18.0,0.620689655172
17.0,1.0,CIG,neutral,498.0,29.0,4.0,0.137931034483
18.0,1.0,CIG,alcohol,498.0,16.0,6.0,0.375
18.0,1.0,CIG,cigarette,498.0,16.0,5.0,0.3125
18.0,1.0,CIG,neutral,498.0,16.0,5.0,0.3125
19.0,1.0,CIG,alcohol,498.0,55.0,27.0,0.490909090909
19.0,1.0,CIG,cigarette,498.0,55.0,18.0,0.327272727273
19.0,1.0,CIG,neutral,498.0,55.0,10.0,0.181818181818
20.0,1.0,CIG,alcohol,498.0,60.0,22.0,0.366666666667
20.0,1.0,CIG,cigarette,498.0,60.0,22.0,0.366666666667
20.0,1.0,CIG,neutral,498.0,60.0,16.0,0.266666666667
21.0,1.0,CIG,alcohol,498.0,12.0,4.0,0.333333333333
21.0,1.0,CIG,cigarette,498.0,12.0,7.0,0.583333333333
