sub_id,trial_type,selected_item,looked_at_item,timepoint,nr_trials,mean_fix_likelihood
1.0,2.0,alcohol,alcohol,995.0,2.0,0.5
1.0,2.0,alcohol,cigarette,995.0,2.0,0.0
1.0,2.0,alcohol,neutral,995.0,2.0,0.5
2.0,2.0,alcohol,alcohol,995.0,0.0,
2.0,2.0,alcohol,cigarette,995.0,0.0,
2.0,2.0,alcohol,neutral,995.0,0.0,
3.0,2.0,alcohol,alcohol,995.0,3.0,0.666666666667
3.0,2.0,alcohol,cigarette,995.0,3.0,0.333333333333
3.0,2.0,alcohol,neutral,995.0,3.0,0.0
4.0,2.0,alcohol,alcohol,995.0,0.0,
4.0,2.0,alcohol,cigarette,995.0,0.0,
4.0,2.0,alcohol,neutral,995.0,0.0,
5.0,2.0,alcohol,alcohol,995.0,7.0,0.428571428571
5.0,2.0,alcohol,cigarette,995.0,7.0,0.142857142857
5.0,2.0,alcohol,neutral,995.0,7.0,0.428571428571
6.0,2.0,alcohol,alcohol,995.0,0.0,
6.0,2.0,alcohol,cigarette,995.0,0.0,
6.0,2.0,alcohol,neutral,995.0,0.0,
7.0,2.0,alcohol,alcohol,995.0,0.0,
7.0,2.0,alcohol,cigarette,995.0,0.0,
7.0,2.0,alcohol,neutral,995.0,0.0,
8.0,2.0,alcohol,alcohol,995.0,1.0,1.0
8.0,2.0,alcohol,cigarette,995.0,1.0,0.0
8.0,2.0,alcohol,neutral,995.0,1.0,0.0
9.0,2.0,alcohol,alcohol,995.0,1.0,1.0
9.0,2.0,alcohol,cigarette,995.0,1.0,0.0
9.0,2.0,alcohol,neutral,995.0,1.0,0.0
10.0,2.0,alcohol,alcohol,995.0,0.0,
10.0,2.0,alcohol,cigarette,995.0,0.0,
10.0,2.0,alcohol,neutral,995.0,0.0,
11.0,2.0,alcohol,alcohol,995.0,1.0,1.0
11.0,2.0,alcohol,cigarette,995.0,1.0,0.0
11.0,2.0,alcohol,neutral,995.0,1.0,0.0
12.0,2.0,alcohol,alcohol,995.0,0.0,
12.0,2.0,alcohol,cigarette,995.0,0.0,
12.0,2.0,alcohol,neutral,995.0,0.0,
13.0,2.0,alcohol,alcohol,995.0,0.0,
13.0,2.0,alcohol,cigarette,995.0,0.0,
13.0,2.0,alcohol,neutral,995.0,0.0,
14.0,2.0,alcohol,alcohol,995.0,8.0,0.625
14.0,2.0,alcohol,cigarette,995.0,8.0,0.25
14.0,2.0,alcohol,neutral,995.0,8.0,0.125
15.0,2.0,alcohol,alcohol,995.0,0.0,
15.0,2.0,alcohol,cigarette,995.0,0.0,
15.0,2.0,alcohol,neutral,995.0,0.0,
16.0,2.0,alcohol,alcohol,995.0,0.0,
16.0,2.0,alcohol,cigarette,995.0,0.0,
16.0,2.0,alcohol,neutral,995.0,0.0,
17.0,2.0,alcohol,alcohol,995.0,0.0,
17.0,2.0,alcohol,cigarette,995.0,0.0,
17.0,2.0,alcohol,neutral,995.0,0.0,
18.0,2.0,alcohol,alcohol,995.0,0.0,
18.0,2.0,alcohol,cigarette,995.0,0.0,
18.0,2.0,alcohol,neutral,995.0,0.0,
19.0,2.0,alcohol,alcohol,995.0,0.0,
19.0,2.0,alcohol,cigarette,995.0,0.0,
19.0,2.0,alcohol,neutral,995.0,0.0,
20.0,2.0,alcohol,alcohol,995.0,4.0,0.75
20.0,2.0,alcohol,cigarette,995.0,4.0,0.25
20.0,2.0,alcohol,neutral,995.0,4.0,0.0
21.0,2.0,alcohol,alcohol,995.0,3.0,0.0
21.0,2.0,alcohol,cigarette,995.0,3.0,0.333333333333
21.0,2.0,alcohol,neutral,995.0,3.0,0.666666666667
22.0,2.0,alcohol,alcohol,995.0,0.0,
22.0,2.0,alcohol,cigarette,995.0,0.0,
22.0,2.0,alcohol,neutral,995.0,0.0,
23.0,2.0,alcohol,alcohol,995.0,0.0,
23.0,2.0,alcohol,cigarette,995.0,0.0,
23.0,2.0,alcohol,neutral,995.0,0.0,
24.0,2.0,alcohol,alcohol,995.0,2.0,1.0
24.0,2.0,alcohol,cigarette,995.0,2.0,0.0
24.0,2.0,alcohol,neutral,995.0,2.0,0.0
25.0,2.0,alcohol,alcohol,995.0,6.0,0.5
25.0,2.0,alcohol,cigarette,995.0,6.0,0.333333333333
25.0,2.0,alcohol,neutral,995.0,6.0,0.166666666667
26.0,2.0,alcohol,alcohol,995.0,0.0,
26.0,2.0,alcohol,cigarette,995.0,0.0,
26.0,2.0,alcohol,neutral,995.0,0.0,
27.0,2.0,alcohol,alcohol,995.0,0.0,
27.0,2.0,alcohol,cigarette,995.0,0.0,
27.0,2.0,alcohol,neutral,995.0,0.0,
28.0,2.0,alcohol,alcohol,995.0,2.0,0.5
28.0,2.0,alcohol,cigarette,995.0,2.0,0.5
28.0,2.0,alcohol,neutral,995.0,2.0,0.0
29.0,2.0,alcohol,alcohol,995.0,15.0,0.533333333333
29.0,2.0,alcohol,cigarette,995.0,15.0,0.2
29.0,2.0,alcohol,neutral,995.0,15.0,0.266666666667
1.0,2.0,cigarette,alcohol,995.0,4.0,0.5
1.0,2.0,cigarette,cigarette,995.0,4.0,0.25
1.0,2.0,cigarette,neutral,995.0,4.0,0.25
2.0,2.0,cigarette,alcohol,995.0,8.0,0.375
2.0,2.0,cigarette,cigarette,995.0,8.0,0.375
2.0,2.0,cigarette,neutral,995.0,8.0,0.25
3.0,2.0,cigarette,alcohol,995.0,5.0,0.0
3.0,2.0,cigarette,cigarette,995.0,5.0,0.6
3.0,2.0,cigarette,neutral,995.0,5.0,0.4
4.0,2.0,cigarette,alcohol,995.0,0.0,
4.0,2.0,cigarette,cigarette,995.0,0.0,
4.0,2.0,cigarette,neutral,995.0,0.0,
5.0,2.0,cigarette,alcohol,995.0,4.0,0.25
5.0,2.0,cigarette,cigarette,995.0,4.0,0.25
5.0,2.0,cigarette,neutral,995.0,4.0,0.5
6.0,2.0,cigarette,alcohol,995.0,17.0,0.647058823529
6.0,2.0,cigarette,cigarette,995.0,17.0,0.117647058824
6.0,2.0,cigarette,neutral,995.0,17.0,0.235294117647
7.0,2.0,cigarette,alcohol,995.0,1.0,0.0
7.0,2.0,cigarette,cigarette,995.0,1.0,1.0
7.0,2.0,cigarette,neutral,995.0,1.0,0.0
8.0,2.0,cigarette,alcohol,995.0,0.0,
8.0,2.0,cigarette,cigarette,995.0,0.0,
8.0,2.0,cigarette,neutral,995.0,0.0,
9.0,2.0,cigarette,alcohol,995.0,6.0,0.833333333333
