sub_id,trial_type,selected_item,looked_at_item,timepoint,nr_trials,mean_fix_likelihood
1.0,1.0,alcohol,alcohol,614.0,8.0,0.75
1.0,1.0,alcohol,cigarette,614.0,8.0,0.125
1.0,1.0,alcohol,neutral,614.0,8.0,0.125
2.0,1.0,alcohol,alcohol,614.0,8.0,0.333333333333
2.0,1.0,alcohol,cigarette,614.0,8.0,0.484848484848
2.0,1.0,alcohol,neutral,614.0,8.0,0.181818181818
3.0,1.0,alcohol,alcohol,614.0,8.0,0.421052631579
3.0,1.0,alcohol,cigarette,614.0,8.0,0.315789473684
3.0,1.0,alcohol,neutral,614.0,8.0,0.263157894737
4.0,1.0,alcohol,alcohol,614.0,8.0,0.333333333333
4.0,1.0,alcohol,cigarette,614.0,8.0,0.333333333333
4.0,1.0,alcohol,neutral,614.0,8.0,0.333333333333
5.0,1.0,alcohol,alcohol,614.0,8.0,0.619047619048
5.0,1.0,alcohol,cigarette,614.0,8.0,0.142857142857
5.0,1.0,alcohol,neutral,614.0,8.0,0.238095238095
6.0,1.0,alcohol,alcohol,614.0,8.0,
6.0,1.0,alcohol,cigarette,614.0,8.0,
6.0,1.0,alcohol,neutral,614.0,8.0,
7.0,1.0,alcohol,alcohol,614.0,8.0,
7.0,1.0,alcohol,cigarette,614.0,8.0,
7.0,1.0,alcohol,neutral,614.0,8.0,
8.0,1.0,alcohol,alcohol,614.0,8.0,0.4
8.0,1.0,alcohol,cigarette,614.0,8.0,0.2
8.0,1.0,alcohol,neutral,614.0,8.0,0.4
9.0,1.0,alcohol,alcohol,614.0,8.0,0.692307692308
9.0,1.0,alcohol,cigarette,614.0,8.0,0.0769230769231
9.0,1.0,alcohol,neutral,614.0,8.0,0.230769230769
10.0,1.0,alcohol,alcohol,614.0,8.0,0.0
10.0,1.0,alcohol,cigarette,614.0,8.0,0.75
10.0,1.0,alcohol,neutral,614.0,8.0,0.25
11.0,1.0,alcohol,alcohol,614.0,8.0,0.433333333333
11.0,1.0,alcohol,cigarette,614.0,8.0,0.4
11.0,1.0,alcohol,neutral,614.0,8.0,0.166666666667
12.0,1.0,alcohol,alcohol,614.0,8.0,0.736842105263
12.0,1.0,alcohol,cigarette,614.0,8.0,0.0526315789474
12.0,1.0,alcohol,neutral,614.0,8.0,0.210526315789
13.0,1.0,alcohol,alcohol,614.0,8.0,
13.0,1.0,alcohol,cigarette,614.0,8.0,
13.0,1.0,alcohol,neutral,614.0,8.0,
14.0,1.0,alcohol,alcohol,614.0,8.0,0.645161290323
14.0,1.0,alcohol,cigarette,614.0,8.0,0.193548387097
14.0,1.0,alcohol,neutral,614.0,8.0,0.161290322581
15.0,1.0,alcohol,alcohol,614.0,8.0,1.0
15.0,1.0,alcohol,cigarette,614.0,8.0,0.0
15.0,1.0,alcohol,neutral,614.0,8.0,0.0
16.0,1.0,alcohol,alcohol,614.0,8.0,0.666666666667
16.0,1.0,alcohol,cigarette,614.0,8.0,0.333333333333
16.0,1.0,alcohol,neutral,614.0,8.0,0.0
17.0,1.0,alcohol,alcohol,614.0,8.0,0.5
17.0,1.0,alcohol,cigarette,614.0,8.0,0.333333333333
17.0,1.0,alcohol,neutral,614.0,8.0,0.166666666667
18.0,1.0,alcohol,alcohol,614.0,8.0,1.0
18.0,1.0,alcohol,cigarette,614.0,8.0,0.0
18.0,1.0,alcohol,neutral,614.0,8.0,0.0
19.0,1.0,alcohol,alcohol,614.0,8.0,0.4
19.0,1.0,alcohol,cigarette,614.0,8.0,0.2
19.0,1.0,alcohol,neutral,614.0,8.0,0.4
20.0,1.0,alcohol,alcohol,614.0,8.0,0.645161290323
20.0,1.0,alcohol,cigarette,614.0,8.0,0.258064516129
20.0,1.0,alcohol,neutral,614.0,8.0,0.0967741935484
21.0,1.0,alcohol,alcohol,614.0,8.0,0.454545454545
21.0,1.0,alcohol,cigarette,614.0,8.0,0.0909090909091
21.0,1.0,alcohol,neutral,614.0,8.0,0.454545454545
22.0,1.0,alcohol,alcohol,614.0,8.0,0.444444444444
22.0,1.0,alcohol,cigarette,614.0,8.0,0.111111111111
22.0,1.0,alcohol,neutral,614.0,8.0,0.444444444444
23.0,1.0,alcohol,alcohol,614.0,8.0,0.428571428571
23.0,1.0,alcohol,cigarette,614.0,8.0,0.142857142857
23.0,1.0,alcohol,neutral,614.0,8.0,0.428571428571
24.0,1.0,alcohol,alcohol,614.0,8.0,0.342857142857
24.0,1.0,alcohol,cigarette,614.0,8.0,0.342857142857
24.0,1.0,alcohol,neutral,614.0,8.0,0.314285714286
25.0,1.0,alcohol,alcohol,614.0,8.0,0.416666666667
25.0,1.0,alcohol,cigarette,614.0,8.0,0.333333333333
25.0,1.0,alcohol,neutral,614.0,8.0,0.25
26.0,1.0,alcohol,alcohol,614.0,8.0,0.0
26.0,1.0,alcohol,cigarette,614.0,8.0,1.0
26.0,1.0,alcohol,neutral,614.0,8.0,0.0
27.0,1.0,alcohol,alcohol,614.0,8.0,
27.0,1.0,alcohol,cigarette,614.0,8.0,
27.0,1.0,alcohol,neutral,614.0,8.0,
28.0,1.0,alcohol,alcohol,614.0,8.0,0.666666666667
28.0,1.0,alcohol,cigarette,614.0,8.0,0.2
28.0,1.0,alcohol,neutral,614.0,8.0,0.133333333333
29.0,1.0,alcohol,alcohol,614.0,8.0,0.333333333333
29.0,1.0,alcohol,cigarette,614.0,8.0,0.583333333333
29.0,1.0,alcohol,neutral,614.0,8.0,0.0833333333333
1.0,1.0,cigarette,alcohol,614.0,6.0,0.5
1.0,1.0,cigarette,cigarette,614.0,6.0,0.333333333333
1.0,1.0,cigarette,neutral,614.0,6.0,0.166666666667
2.0,1.0,cigarette,alcohol,614.0,6.0,0.0
2.0,1.0,cigarette,cigarette,614.0,6.0,0.75
2.0,1.0,cigarette,neutral,614.0,6.0,0.25
3.0,1.0,cigarette,alcohol,614.0,6.0,0.5
3.0,1.0,cigarette,cigarette,614.0,6.0,0.4375
3.0,1.0,cigarette,neutral,614.0,6.0,0.0625
4.0,1.0,cigarette,alcohol,614.0,6.0,
4.0,1.0,cigarette,cigarette,614.0,6.0,
4.0,1.0,cigarette,neutral,614.0,6.0,
5.0,1.0,cigarette,alcohol,614.0,6.0,0.421052631579
5.0,1.0,cigarette,cigarette,614.0,6.0,0.368421052632
5.0,1.0,cigarette,neutral,614.0,6.0,0.210526315789
6.0,1.0,cigarette,alcohol,614.0,6.0,0.234042553191
6.0,1.0,cigarette,cigarette,614.0,6.0,0.574468085106
6.0,1.0,cigarette,neutral,614.0,6.0,0.191489361702
7.0,1.0,cigarette,alcohol,614.0,6.0,0.0714285714286
7.0,1.0,cigarette,cigarette,614.0,6.0,0.857142857143
7.0,1.0,cigarette,neutral,614.0,6.0,0.0714285714286
8.0,1.0,cigarette,alcohol,614.0,6.0,0.117647058824
8.0,1.0,cigarette,cigarette,614.0,6.0,0.764705882353
8.0,1.0,cigarette,neutral,614.0,6.0,0.117647058824
9.0,1.0,cigarette,alcohol,614.0,6.0,0.142857142857
9.0,1.0,cigarette,cigarette,614.0,6.0,0.857142857143
9.0,1.0,cigarette,neutral,614.0,6.0,0.0
10.0,1.0,cigarette,alcohol,614.0,6.0,0.238095238095
10.0,1.0,cigarette,cigarette,614.0,6.0,0.571428571429
10.0,1.0,cigarette,neutral,614.0,6.0,0.190476190476
11.0,1.0,cigarette,alcohol,614.0,6.0,0.0
11.0,1.0,cigarette,cigarette,614.0,6.0,0.777777777778
11.0,1.0,cigarette,neutral,614.0,6.0,0.222222222222
12.0,1.0,cigarette,alcohol,614.0,6.0,0.0
12.0,1.0,cigarette,cigarette,614.0,6.0,0.666666666667
12.0,1.0,cigarette,neutral,614.0,6.0,0.333333333333
13.0,1.0,cigarette,alcohol,614.0,6.0,0.384615384615
13.0,1.0,cigarette,cigarette,614.0,6.0,0.423076923077
13.0,1.0,cigarette,neutral,614.0,6.0,0.192307692308
14.0,1.0,cigarette,alcohol,614.0,6.0,0.181818181818
14.0,1.0,cigarette,cigarette,614.0,6.0,0.575757575758
14.0,1.0,cigarette,neutral,614.0,6.0,0.242424242424
15.0,1.0,cigarette,alcohol,614.0,6.0,0.242424242424
15.0,1.0,cigarette,cigarette,614.0,6.0,0.393939393939
15.0,1.0,cigarette,neutral,614.0,6.0,0.363636363636
16.0,1.0,cigarette,alcohol,614.0,6.0,0.0714285714286
16.0,1.0,cigarette,cigarette,614.0,6.0,0.714285714286
16.0,1.0,cigarette,neutral,614.0,6.0,0.214285714286
17.0,1.0,cigarette,alcohol,614.0,6.0,0.454545454545
17.0,1.0,cigarette,cigarette,614.0,6.0,0.363636363636
17.0,1.0,cigarette,neutral,614.0,6.0,0.181818181818
18.0,1.0,cigarette,alcohol,614.0,6.0,0.380952380952
18.0,1.0,cigarette,cigarette,614.0,6.0,0.428571428571
18.0,1.0,cigarette,neutral,614.0,6.0,0.190476190476
19.0,1.0,cigarette,alcohol,614.0,6.0,0.0833333333333
19.0,1.0,cigarette,cigarette,614.0,6.0,0.666666666667
19.0,1.0,cigarette,neutral,614.0,6.0,0.25
20.0,1.0,cigarette,alcohol,614.0,6.0,0.391304347826
20.0,1.0,cigarette,cigarette,614.0,6.0,0.478260869565
20.0,1.0,cigarette,neutral,614.0,6.0,0.130434782609
21.0,1.0,cigarette,alcohol,614.0,6.0,0.294117647059
21.0,1.0,cigarette,cigarette,614.0,6.0,0.529411764706
21.0,1.0,cigarette,neutral,614.0,6.0,0.176470588235
