sub_id,trial_type,selected_item,looked_at_item,timepoint,nr_trials,mean_fix_likelihood
1.0,1.0,alcohol,alcohol,306.0,12.0,0.833333333333
1.0,1.0,alcohol,cigarette,306.0,12.0,0.0833333333333
1.0,1.0,alcohol,neutral,306.0,12.0,0.0833333333333
2.0,1.0,alcohol,alcohol,306.0,60.0,0.866666666667
2.0,1.0,alcohol,cigarette,306.0,60.0,0.1
2.0,1.0,alcohol,neutral,306.0,60.0,0.0333333333333
3.0,1.0,alcohol,alcohol,306.0,43.0,0.860465116279
3.0,1.0,alcohol,cigarette,306.0,43.0,0.0697674418605
3.0,1.0,alcohol,neutral,306.0,43.0,0.0697674418605
4.0,1.0,alcohol,alcohol,306.0,33.0,0.575757575758
4.0,1.0,alcohol,cigarette,306.0,33.0,0.30303030303
4.0,1.0,alcohol,neutral,306.0,33.0,0.121212121212
5.0,1.0,alcohol,alcohol,306.0,21.0,0.619047619048
5.0,1.0,alcohol,cigarette,306.0,21.0,0.190476190476
5.0,1.0,alcohol,neutral,306.0,21.0,0.190476190476
6.0,1.0,alcohol,alcohol,306.0,0.0,
6.0,1.0,alcohol,cigarette,306.0,0.0,
6.0,1.0,alcohol,neutral,306.0,0.0,
7.0,1.0,alcohol,alcohol,306.0,0.0,
7.0,1.0,alcohol,cigarette,306.0,0.0,
7.0,1.0,alcohol,neutral,306.0,0.0,
8.0,1.0,alcohol,alcohol,306.0,20.0,0.9
8.0,1.0,alcohol,cigarette,306.0,20.0,0.0
8.0,1.0,alcohol,neutral,306.0,20.0,0.1
9.0,1.0,alcohol,alcohol,306.0,24.0,0.666666666667
9.0,1.0,alcohol,cigarette,306.0,24.0,0.25
9.0,1.0,alcohol,neutral,306.0,24.0,0.0833333333333
10.0,1.0,alcohol,alcohol,306.0,4.0,1.0
10.0,1.0,alcohol,cigarette,306.0,4.0,0.0
10.0,1.0,alcohol,neutral,306.0,4.0,0.0
11.0,1.0,alcohol,alcohol,306.0,65.0,0.707692307692
11.0,1.0,alcohol,cigarette,306.0,65.0,0.246153846154
11.0,1.0,alcohol,neutral,306.0,65.0,0.0461538461538
12.0,1.0,alcohol,alcohol,306.0,19.0,0.947368421053
12.0,1.0,alcohol,cigarette,306.0,19.0,0.0526315789474
12.0,1.0,alcohol,neutral,306.0,19.0,0.0
13.0,1.0,alcohol,alcohol,306.0,0.0,
13.0,1.0,alcohol,cigarette,306.0,0.0,
13.0,1.0,alcohol,neutral,306.0,0.0,
14.0,1.0,alcohol,alcohol,306.0,34.0,0.823529411765
14.0,1.0,alcohol,cigarette,306.0,34.0,0.147058823529
14.0,1.0,alcohol,neutral,306.0,34.0,0.0294117647059
15.0,1.0,alcohol,alcohol,306.0,2.0,1.0
15.0,1.0,alcohol,cigarette,306.0,2.0,0.0
15.0,1.0,alcohol,neutral,306.0,2.0,0.0
16.0,1.0,alcohol,alcohol,306.0,4.0,0.5
16.0,1.0,alcohol,cigarette,306.0,4.0,0.25
16.0,1.0,alcohol,neutral,306.0,4.0,0.25
17.0,1.0,alcohol,alcohol,306.0,8.0,0.75
17.0,1.0,alcohol,cigarette,306.0,8.0,0.125
17.0,1.0,alcohol,neutral,306.0,8.0,0.125
18.0,1.0,alcohol,alcohol,306.0,2.0,1.0
18.0,1.0,alcohol,cigarette,306.0,2.0,0.0
18.0,1.0,alcohol,neutral,306.0,2.0,0.0
19.0,1.0,alcohol,alcohol,306.0,34.0,0.911764705882
19.0,1.0,alcohol,cigarette,306.0,34.0,0.0294117647059
19.0,1.0,alcohol,neutral,306.0,34.0,0.0588235294118
20.0,1.0,alcohol,alcohol,306.0,32.0,0.78125
20.0,1.0,alcohol,cigarette,306.0,32.0,0.09375
20.0,1.0,alcohol,neutral,306.0,32.0,0.125
21.0,1.0,alcohol,alcohol,306.0,19.0,0.578947368421
21.0,1.0,alcohol,cigarette,306.0,19.0,0.105263157895
21.0,1.0,alcohol,neutral,306.0,19.0,0.315789473684
22.0,1.0,alcohol,alcohol,306.0,27.0,0.851851851852
22.0,1.0,alcohol,cigarette,306.0,27.0,0.0740740740741
22.0,1.0,alcohol,neutral,306.0,27.0,0.0740740740741
23.0,1.0,alcohol,alcohol,306.0,23.0,0.608695652174
23.0,1.0,alcohol,cigarette,306.0,23.0,0.0869565217391
23.0,1.0,alcohol,neutral,306.0,23.0,0.304347826087
24.0,1.0,alcohol,alcohol,306.0,36.0,0.333333333333
24.0,1.0,alcohol,cigarette,306.0,36.0,0.361111111111
24.0,1.0,alcohol,neutral,306.0,36.0,0.305555555556
25.0,1.0,alcohol,alcohol,306.0,47.0,0.595744680851
25.0,1.0,alcohol,cigarette,306.0,47.0,0.212765957447
25.0,1.0,alcohol,neutral,306.0,47.0,0.191489361702
26.0,1.0,alcohol,alcohol,306.0,1.0,0.0
26.0,1.0,alcohol,cigarette,306.0,1.0,1.0
26.0,1.0,alcohol,neutral,306.0,1.0,0.0
27.0,1.0,alcohol,alcohol,306.0,0.0,
