sub_id,trial_type,selected_item,looked_at_item,timepoint,nr_trials,mean_fix_likelihood
1.0,4.0,alcohol,alcohol,475.0,1.0,0.0
1.0,4.0,alcohol,cigarette,475.0,1.0,1.0
1.0,4.0,alcohol,neutral,475.0,1.0,0.0
2.0,4.0,alcohol,alcohol,475.0,1.0,0.0
2.0,4.0,alcohol,cigarette,475.0,1.0,1.0
2.0,4.0,alcohol,neutral,475.0,1.0,0.0
3.0,4.0,alcohol,alcohol,475.0,7.0,0.857142857143
3.0,4.0,alcohol,cigarette,475.0,7.0,0.0
3.0,4.0,alcohol,neutral,475.0,7.0,0.142857142857
4.0,4.0,alcohol,alcohol,475.0,0.0,
4.0,4.0,alcohol,cigarette,475.0,0.0,
4.0,4.0,alcohol,neutral,475.0,0.0,
5.0,4.0,alcohol,alcohol,475.0,9.0,0.555555555556
5.0,4.0,alcohol,cigarette,475.0,9.0,0.111111111111
5.0,4.0,alcohol,neutral,475.0,9.0,0.333333333333
6.0,4.0,alcohol,alcohol,475.0,0.0,
6.0,4.0,alcohol,cigarette,475.0,0.0,
6.0,4.0,alcohol,neutral,475.0,0.0,
7.0,4.0,alcohol,alcohol,475.0,0.0,
7.0,4.0,alcohol,cigarette,475.0,0.0,
7.0,4.0,alcohol,neutral,475.0,0.0,
8.0,4.0,alcohol,alcohol,475.0,11.0,0.818181818182
8.0,4.0,alcohol,cigarette,475.0,11.0,0.181818181818
8.0,4.0,alcohol,neutral,475.0,11.0,0.0
9.0,4.0,alcohol,alcohol,475.0,2.0,0.0
9.0,4.0,alcohol,cigarette,475.0,2.0,0.5
9.0,4.0,alcohol,neutral,475.0,2.0,0.5
10.0,4.0,alcohol,alcohol,475.0,13.0,0.692307692308
10.0,4.0,alcohol,cigarette,475.0,13.0,0.0
10.0,4.0,alcohol,neutral,475.0,13.0,0.307692307692
11.0,4.0,alcohol,alcohol,475.0,1.0,1.0
11.0,4.0,alcohol,cigarette,475.0,1.0,0.0
11.0,4.0,alcohol,neutral,475.0,1.0,0.0
12.0,4.0,alcohol,alcohol,475.0,0.0,
12.0,4.0,alcohol,cigarette,475.0,0.0,
12.0,4.0,alcohol,neutral,475.0,0.0,
13.0,4.0,alcohol,alcohol,475.0,0.0,
13.0,4.0,alcohol,cigarette,475.0,0.0,
13.0,4.0,alcohol,neutral,475.0,0.0,
14.0,4.0,alcohol,alcohol,475.0,19.0,0.526315789474
14.0,4.0,alcohol,cigarette,475.0,19.0,0.210526315789
14.0,4.0,alcohol,neutral,475.0,19.0,0.263157894737
15.0,4.0,alcohol,alcohol,475.0,0.0,
15.0,4.0,alcohol,cigarette,475.0,0.0,
15.0,4.0,alcohol,neutral,475.0,0.0,
16.0,4.0,alcohol,alcohol,475.0,1.0,1.0
16.0,4.0,alcohol,cigarette,475.0,1.0,0.0
16.0,4.0,alcohol,neutral,475.0,1.0,0.0
17.0,4.0,alcohol,alcohol,475.0,12.0,0.666666666667
17.0,4.0,alcohol,cigarette,475.0,12.0,0.0833333333333
17.0,4.0,alcohol,neutral,475.0,12.0,0.25
18.0,4.0,alcohol,alcohol,475.0,10.0,0.7
18.0,4.0,alcohol,cigarette,475.0,10.0,0.1
18.0,4.0,alcohol,neutral,475.0,10.0,0.2
19.0,4.0,alcohol,alcohol,475.0,13.0,0.461538461538
19.0,4.0,alcohol,cigarette,475.0,13.0,0.153846153846
19.0,4.0,alcohol,neutral,475.0,13.0,0.384615384615
20.0,4.0,alcohol,alcohol,475.0,7.0,0.714285714286
20.0,4.0,alcohol,cigarette,475.0,7.0,0.285714285714
20.0,4.0,alcohol,neutral,475.0,7.0,0.0
21.0,4.0,alcohol,alcohol,475.0,8.0,0.625
21.0,4.0,alcohol,cigarette,475.0,8.0,0.375
21.0,4.0,alcohol,neutral,475.0,8.0,0.0
22.0,4.0,alcohol,alcohol,475.0,7.0,0.428571428571
22.0,4.0,alcohol,cigarette,475.0,7.0,0.285714285714
22.0,4.0,alcohol,neutral,475.0,7.0,0.285714285714
23.0,4.0,alcohol,alcohol,475.0,10.0,0.3
23.0,4.0,alcohol,cigarette,475.0,10.0,0.5
23.0,4.0,alcohol,neutral,475.0,10.0,0.2
24.0,4.0,alcohol,alcohol,475.0,2.0,0.5
24.0,4.0,alcohol,cigarette,475.0,2.0,0.0
24.0,4.0,alcohol,neutral,475.0,2.0,0.5
25.0,4.0,alcohol,alcohol,475.0,14.0,0.785714285714
25.0,4.0,alcohol,cigarette,475.0,14.0,0.142857142857
25.0,4.0,alcohol,neutral,475.0,14.0,0.0714285714286
26.0,4.0,alcohol,alcohol,475.0,0.0,
26.0,4.0,alcohol,cigarette,475.0,0.0,
26.0,4.0,alcohol,neutral,475.0,0.0,
27.0,4.0,alcohol,alcohol,475.0,0.0,
27.0,4.0,alcohol,cigarette,475.0,0.0,
27.0,4.0,alcohol,neutral,475.0,0.0,
28.0,4.0,alcohol,alcohol,475.0,5.0,0.8
28.0,4.0,alcohol,cigarette,475.0,5.0,0.2
28.0,4.0,alcohol,neutral,475.0,5.0,0.0
29.0,4.0,alcohol,alcohol,475.0,12.0,0.75
29.0,4.0,alcohol,cigarette,475.0,12.0,0.0833333333333
29.0,4.0,alcohol,neutral,475.0,12.0,0.166666666667
1.0,4.0,cigarette,alcohol,475.0,1.0,0.0
1.0,4.0,cigarette,cigarette,475.0,1.0,1.0
1.0,4.0,cigarette,neutral,475.0,1.0,0.0
2.0,4.0,cigarette,alcohol,475.0,11.0,0.545454545455
2.0,4.0,cigarette,cigarette,475.0,11.0,0.272727272727
2.0,4.0,cigarette,neutral,475.0,11.0,0.181818181818
3.0,4.0,cigarette,alcohol,475.0,0.0,
3.0,4.0,cigarette,cigarette,475.0,0.0,
3.0,4.0,cigarette,neutral,475.0,0.0,
4.0,4.0,cigarette,alcohol,475.0,0.0,
4.0,4.0,cigarette,cigarette,475.0,0.0,
4.0,4.0,cigarette,neutral,475.0,0.0,
5.0,4.0,cigarette,alcohol,475.0,6.0,0.0
5.0,4.0,cigarette,cigarette,475.0,6.0,0.5
5.0,4.0,cigarette,neutral,475.0,6.0,0.5
6.0,4.0,cigarette,alcohol,475.0,16.0,0.0625
6.0,4.0,cigarette,cigarette,475.0,16.0,0.9375
6.0,4.0,cigarette,neutral,475.0,16.0,0.0
7.0,4.0,cigarette,alcohol,475.0,8.0,0.0
7.0,4.0,cigarette,cigarette,475.0,8.0,1.0
7.0,4.0,cigarette,neutral,475.0,8.0,0.0
8.0,4.0,cigarette,alcohol,475.0,2.0,0.0
8.0,4.0,cigarette,cigarette,475.0,2.0,1.0
8.0,4.0,cigarette,neutral,475.0,2.0,0.0
9.0,4.0,cigarette,alcohol,475.0,2.0,0.5
9.0,4.0,cigarette,cigarette,475.0,2.0,0.5
9.0,4.0,cigarette,neutral,475.0,2.0,0.0
10.0,4.0,cigarette,alcohol,475.0,2.0,0.5
10.0,4.0,cigarette,cigarette,475.0,2.0,0.0
10.0,4.0,cigarette,neutral,475.0,2.0,0.5
11.0,4.0,cigarette,alcohol,475.0,16.0,0.3125
11.0,4.0,cigarette,cigarette,475.0,16.0,0.1875
11.0,4.0,cigarette,neutral,475.0,16.0,0.5
12.0,4.0,cigarette,alcohol,475.0,1.0,1.0
12.0,4.0,cigarette,cigarette,475.0,1.0,0.0
12.0,4.0,cigarette,neutral,475.0,1.0,0.0
13.0,4.0,cigarette,alcohol,475.0,0.0,
13.0,4.0,cigarette,cigarette,475.0,0.0,
13.0,4.0,cigarette,neutral,475.0,0.0,
