sub_id,trial_type,selected_item,looked_at_item,timepoint,mean_fix_likelihood
1.0,2.0,alcohol,alcohol,629.0,1.0
1.0,2.0,alcohol,cigarette,629.0,0.0
1.0,2.0,alcohol,neutral,629.0,0.0
2.0,2.0,alcohol,alcohol,629.0,0.0
2.0,2.0,alcohol,cigarette,629.0,1.0
2.0,2.0,alcohol,neutral,629.0,0.0
3.0,2.0,alcohol,alcohol,629.0,0.571428571429
3.0,2.0,alcohol,cigarette,629.0,0.428571428571
3.0,2.0,alcohol,neutral,629.0,0.0
4.0,2.0,alcohol,alcohol,629.0,
4.0,2.0,alcohol,cigarette,629.0,
4.0,2.0,alcohol,neutral,629.0,
5.0,2.0,alcohol,alcohol,629.0,0.666666666667
5.0,2.0,alcohol,cigarette,629.0,0.0833333333333
5.0,2.0,alcohol,neutral,629.0,0.25
6.0,2.0,alcohol,alcohol,629.0,
6.0,2.0,alcohol,cigarette,629.0,
6.0,2.0,alcohol,neutral,629.0,
7.0,2.0,alcohol,alcohol,629.0,
7.0,2.0,alcohol,cigarette,629.0,
7.0,2.0,alcohol,neutral,629.0,
8.0,2.0,alcohol,alcohol,629.0,0.545454545455
8.0,2.0,alcohol,cigarette,629.0,0.181818181818
8.0,2.0,alcohol,neutral,629.0,0.272727272727
9.0,2.0,alcohol,alcohol,629.0,0.5
9.0,2.0,alcohol,cigarette,629.0,0.0
9.0,2.0,alcohol,neutral,629.0,0.5
10.0,2.0,alcohol,alcohol,629.0,
10.0,2.0,alcohol,cigarette,629.0,
10.0,2.0,alcohol,neutral,629.0,
11.0,2.0,alcohol,alcohol,629.0,0.0
11.0,2.0,alcohol,cigarette,629.0,1.0
11.0,2.0,alcohol,neutral,629.0,0.0
12.0,2.0,alcohol,alcohol,629.0,
12.0,2.0,alcohol,cigarette,629.0,
12.0,2.0,alcohol,neutral,629.0,
13.0,2.0,alcohol,alcohol,629.0,
13.0,2.0,alcohol,cigarette,629.0,
13.0,2.0,alcohol,neutral,629.0,
14.0,2.0,alcohol,alcohol,629.0,0.555555555556
14.0,2.0,alcohol,cigarette,629.0,0.222222222222
14.0,2.0,alcohol,neutral,629.0,0.222222222222
15.0,2.0,alcohol,alcohol,629.0,
15.0,2.0,alcohol,cigarette,629.0,
15.0,2.0,alcohol,neutral,629.0,
16.0,2.0,alcohol,alcohol,629.0,1.0
16.0,2.0,alcohol,cigarette,629.0,0.0
16.0,2.0,alcohol,neutral,629.0,0.0
17.0,2.0,alcohol,alcohol,629.0,0.5
17.0,2.0,alcohol,cigarette,629.0,0.5
17.0,2.0,alcohol,neutral,629.0,0.0
18.0,2.0,alcohol,alcohol,629.0,
18.0,2.0,alcohol,cigarette,629.0,
18.0,2.0,alcohol,neutral,629.0,
19.0,2.0,alcohol,alcohol,629.0,
19.0,2.0,alcohol,cigarette,629.0,
19.0,2.0,alcohol,neutral,629.0,
20.0,2.0,alcohol,alcohol,629.0,0.75
20.0,2.0,alcohol,cigarette,629.0,0.25
20.0,2.0,alcohol,neutral,629.0,0.0
21.0,2.0,alcohol,alcohol,629.0,0.5
21.0,2.0,alcohol,cigarette,629.0,0.166666666667
21.0,2.0,alcohol,neutral,629.0,0.333333333333
22.0,2.0,alcohol,alcohol,629.0,
22.0,2.0,alcohol,cigarette,629.0,
22.0,2.0,alcohol,neutral,629.0,
23.0,2.0,alcohol,alcohol,629.0,1.0
23.0,2.0,alcohol,cigarette,629.0,0.0
23.0,2.0,alcohol,neutral,629.0,0.0
24.0,2.0,alcohol,alcohol,629.0,1.0
24.0,2.0,alcohol,cigarette,629.0,0.0
24.0,2.0,alcohol,neutral,629.0,0.0
25.0,2.0,alcohol,alcohol,629.0,0.8
25.0,2.0,alcohol,cigarette,629.0,0.1
25.0,2.0,alcohol,neutral,629.0,0.1
26.0,2.0,alcohol,alcohol,629.0,
26.0,2.0,alcohol,cigarette,629.0,
26.0,2.0,alcohol,neutral,629.0,
27.0,2.0,alcohol,alcohol,629.0,
27.0,2.0,alcohol,cigarette,629.0,
27.0,2.0,alcohol,neutral,629.0,
28.0,2.0,alcohol,alcohol,629.0,1.0
28.0,2.0,alcohol,cigarette,629.0,0.0
28.0,2.0,alcohol,neutral,629.0,0.0
29.0,2.0,alcohol,alcohol,629.0,0.733333333333
29.0,2.0,alcohol,cigarette,629.0,0.133333333333
29.0,2.0,alcohol,neutral,629.0,0.133333333333
1.0,2.0,cigarette,alcohol,629.0,0.5
1.0,2.0,cigarette,cigarette,629.0,0.5
1.0,2.0,cigarette,neutral,629.0,0.0
2.0,2.0,cigarette,alcohol,629.0,0.590909090909
2.0,2.0,cigarette,cigarette,629.0,0.227272727273
2.0,2.0,cigarette,neutral,629.0,0.181818181818
3.0,2.0,cigarette,alcohol,629.0,0.5
3.0,2.0,cigarette,cigarette,629.0,0.166666666667
3.0,2.0,cigarette,neutral,629.0,0.333333333333
4.0,2.0,cigarette,alcohol,629.0,
4.0,2.0,cigarette,cigarette,629.0,
4.0,2.0,cigarette,neutral,629.0,
5.0,2.0,cigarette,alcohol,629.0,0.333333333333
5.0,2.0,cigarette,cigarette,629.0,0.666666666667
5.0,2.0,cigarette,neutral,629.0,0.0
6.0,2.0,cigarette,alcohol,629.0,0.363636363636
6.0,2.0,cigarette,cigarette,629.0,0.5
6.0,2.0,cigarette,neutral,629.0,0.136363636364
7.0,2.0,cigarette,alcohol,629.0,0.0
7.0,2.0,cigarette,cigarette,629.0,1.0
7.0,2.0,cigarette,neutral,629.0,0.0
8.0,2.0,cigarette,alcohol,629.0,0.5
8.0,2.0,cigarette,cigarette,629.0,0.5
8.0,2.0,cigarette,neutral,629.0,0.0
9.0,2.0,cigarette,alcohol,629.0,0.25
9.0,2.0,cigarette,cigarette,629.0,0.5
9.0,2.0,cigarette,neutral,629.0,0.25
10.0,2.0,cigarette,alcohol,629.0,0.461538461538
10.0,2.0,cigarette,cigarette,629.0,0.307692307692
10.0,2.0,cigarette,neutral,629.0,0.230769230769
11.0,2.0,cigarette,alcohol,629.0,0.428571428571
11.0,2.0,cigarette,cigarette,629.0,0.428571428571
