sub_id,trial_type,selected_item,looked_at_item,timepoint,nr_trials,mean_fix_likelihood
1.0,1.0,alcohol,alcohol,382.0,12.0,0.833333333333
1.0,1.0,alcohol,cigarette,382.0,12.0,0.0833333333333
1.0,1.0,alcohol,neutral,382.0,12.0,0.0833333333333
2.0,1.0,alcohol,alcohol,382.0,12.0,0.745454545455
2.0,1.0,alcohol,cigarette,382.0,12.0,0.2
2.0,1.0,alcohol,neutral,382.0,12.0,0.0545454545455
3.0,1.0,alcohol,alcohol,382.0,12.0,0.725
3.0,1.0,alcohol,cigarette,382.0,12.0,0.225
3.0,1.0,alcohol,neutral,382.0,12.0,0.05
4.0,1.0,alcohol,alcohol,382.0,12.0,0.318181818182
4.0,1.0,alcohol,cigarette,382.0,12.0,0.5
4.0,1.0,alcohol,neutral,382.0,12.0,0.181818181818
5.0,1.0,alcohol,alcohol,382.0,12.0,0.681818181818
5.0,1.0,alcohol,cigarette,382.0,12.0,0.136363636364
5.0,1.0,alcohol,neutral,382.0,12.0,0.181818181818
6.0,1.0,alcohol,alcohol,382.0,12.0,
6.0,1.0,alcohol,cigarette,382.0,12.0,
6.0,1.0,alcohol,neutral,382.0,12.0,
7.0,1.0,alcohol,alcohol,382.0,12.0,
7.0,1.0,alcohol,cigarette,382.0,12.0,
7.0,1.0,alcohol,neutral,382.0,12.0,
8.0,1.0,alcohol,alcohol,382.0,12.0,0.85
8.0,1.0,alcohol,cigarette,382.0,12.0,0.05
8.0,1.0,alcohol,neutral,382.0,12.0,0.1
9.0,1.0,alcohol,alcohol,382.0,12.0,0.565217391304
9.0,1.0,alcohol,cigarette,382.0,12.0,0.304347826087
9.0,1.0,alcohol,neutral,382.0,12.0,0.130434782609
10.0,1.0,alcohol,alcohol,382.0,12.0,0.5
10.0,1.0,alcohol,cigarette,382.0,12.0,0.25
10.0,1.0,alcohol,neutral,382.0,12.0,0.25
11.0,1.0,alcohol,alcohol,382.0,12.0,0.6875
11.0,1.0,alcohol,cigarette,382.0,12.0,0.234375
11.0,1.0,alcohol,neutral,382.0,12.0,0.078125
12.0,1.0,alcohol,alcohol,382.0,12.0,1.0
12.0,1.0,alcohol,cigarette,382.0,12.0,0.0
12.0,1.0,alcohol,neutral,382.0,12.0,0.0
13.0,1.0,alcohol,alcohol,382.0,12.0,
13.0,1.0,alcohol,cigarette,382.0,12.0,
13.0,1.0,alcohol,neutral,382.0,12.0,
14.0,1.0,alcohol,alcohol,382.0,12.0,0.823529411765
14.0,1.0,alcohol,cigarette,382.0,12.0,0.147058823529
14.0,1.0,alcohol,neutral,382.0,12.0,0.0294117647059
15.0,1.0,alcohol,alcohol,382.0,12.0,1.0
15.0,1.0,alcohol,cigarette,382.0,12.0,0.0
15.0,1.0,alcohol,neutral,382.0,12.0,0.0
