sub_id,trial_type,self-reported_favorite_item,looked_at_item,timepoint,nr_trials,nr_trials_used_for_likelihood,mean_fix_likelihood
1.0,2.0,CIG,alcohol,965.0,3.0,1.0,0.333333333333
1.0,2.0,CIG,cigarette,965.0,3.0,2.0,0.666666666667
1.0,2.0,CIG,neutral,965.0,3.0,0.0,0.0
2.0,2.0,CIG,alcohol,965.0,10.0,3.0,0.3
2.0,2.0,CIG,cigarette,965.0,10.0,2.0,0.2
2.0,2.0,CIG,neutral,965.0,10.0,5.0,0.5
3.0,2.0,CIG,alcohol,965.0,12.0,6.0,0.5
3.0,2.0,CIG,cigarette,965.0,12.0,4.0,0.333333333333
3.0,2.0,CIG,neutral,965.0,12.0,2.0,0.166666666667
4.0,2.0,CIG,alcohol,965.0,0.0,0.0,
4.0,2.0,CIG,cigarette,965.0,0.0,0.0,
4.0,2.0,CIG,neutral,965.0,0.0,0.0,
5.0,2.0,CIG,alcohol,965.0,4.0,1.0,0.25
5.0,2.0,CIG,cigarette,965.0,4.0,1.0,0.25
5.0,2.0,CIG,neutral,965.0,4.0,2.0,0.5
6.0,2.0,CIG,alcohol,965.0,16.0,9.0,0.5625
6.0,2.0,CIG,cigarette,965.0,16.0,5.0,0.3125
6.0,2.0,CIG,neutral,965.0,16.0,2.0,0.125
7.0,2.0,CIG,alcohol,965.0,1.0,1.0,1.0
7.0,2.0,CIG,cigarette,965.0,1.0,0.0,0.0
7.0,2.0,CIG,neutral,965.0,1.0,0.0,0.0
8.0,2.0,CIG,alcohol,965.0,8.0,7.0,0.875
8.0,2.0,CIG,cigarette,965.0,8.0,1.0,0.125
8.0,2.0,CIG,neutral,965.0,8.0,0.0,0.0
9.0,2.0,CIG,alcohol,965.0,14.0,5.0,0.357142857143
9.0,2.0,CIG,cigarette,965.0,14.0,7.0,0.5
9.0,2.0,CIG,neutral,965.0,14.0,2.0,0.142857142857
10.0,2.0,CIG,alcohol,965.0,7.0,3.0,0.428571428571
10.0,2.0,CIG,cigarette,965.0,7.0,1.0,0.142857142857
10.0,2.0,CIG,neutral,965.0,7.0,3.0,0.428571428571
11.0,2.0,CIG,alcohol,965.0,26.0,14.0,0.538461538462
11.0,2.0,CIG,cigarette,965.0,26.0,11.0,0.423076923077
11.0,2.0,CIG,neutral,965.0,26.0,1.0,0.0384615384615
12.0,2.0,CIG,alcohol,965.0,4.0,3.0,0.75
12.0,2.0,CIG,cigarette,965.0,4.0,0.0,0.0
12.0,2.0,CIG,neutral,965.0,4.0,1.0,0.25
13.0,2.0,CIG,alcohol,965.0,14.0,3.0,0.214285714286
13.0,2.0,CIG,cigarette,965.0,14.0,6.0,0.428571428571
13.0,2.0,CIG,neutral,965.0,14.0,5.0,0.357142857143
14.0,2.0,CIG,alcohol,965.0,15.0,10.0,0.666666666667
14.0,2.0,CIG,cigarette,965.0,15.0,3.0,0.2
14.0,2.0,CIG,neutral,965.0,15.0,2.0,0.133333333333
15.0,2.0,CIG,alcohol,965.0,0.0,0.0,
15.0,2.0,CIG,cigarette,965.0,0.0,0.0,
15.0,2.0,CIG,neutral,965.0,0.0,0.0,
16.0,2.0,CIG,alcohol,965.0,3.0,0.0,0.0
16.0,2.0,CIG,cigarette,965.0,3.0,1.0,0.333333333333
16.0,2.0,CIG,neutral,965.0,3.0,2.0,0.666666666667
17.0,2.0,CIG,alcohol,965.0,5.0,2.0,0.4
17.0,2.0,CIG,cigarette,965.0,5.0,3.0,0.6
17.0,2.0,CIG,neutral,965.0,5.0,0.0,0.0
18.0,2.0,CIG,alcohol,965.0,2.0,1.0,0.5
18.0,2.0,CIG,cigarette,965.0,2.0,1.0,0.5
18.0,2.0,CIG,neutral,965.0,2.0,0.0,0.0
19.0,2.0,CIG,alcohol,965.0,14.0,5.0,0.357142857143
19.0,2.0,CIG,cigarette,965.0,14.0,9.0,0.642857142857
19.0,2.0,CIG,neutral,965.0,14.0,0.0,0.0
20.0,2.0,CIG,alcohol,965.0,18.0,12.0,0.666666666667
20.0,2.0,CIG,cigarette,965.0,18.0,3.0,0.166666666667
20.0,2.0,CIG,neutral,965.0,18.0,3.0,0.166666666667
21.0,2.0,CIG,alcohol,965.0,3.0,0.0,0.0
21.0,2.0,CIG,cigarette,965.0,3.0,1.0,0.333333333333
21.0,2.0,CIG,neutral,965.0,3.0,2.0,0.666666666667
22.0,2.0,CIG,alcohol,965.0,4.0,0.0,0.0
22.0,2.0,CIG,cigarette,965.0,4.0,3.0,0.75
22.0,2.0,CIG,neutral,965.0,4.0,1.0,0.25
23.0,2.0,CIG,alcohol,965.0,4.0,2.0,0.5
23.0,2.0,CIG,cigarette,965.0,4.0,2.0,0.5
23.0,2.0,CIG,neutral,965.0,4.0,0.0,0.0
24.0,2.0,CIG,alcohol,965.0,5.0,1.0,0.2
24.0,2.0,CIG,cigarette,965.0,5.0,3.0,0.6
24.0,2.0,CIG,neutral,965.0,5.0,1.0,0.2
25.0,2.0,CIG,alcohol,965.0,19.0,9.0,0.473684210526
25.0,2.0,CIG,cigarette,965.0,19.0,5.0,0.263157894737
25.0,2.0,CIG,neutral,965.0,19.0,5.0,0.263157894737
26.0,2.0,CIG,alcohol,965.0,10.0,3.0,0.3
26.0,2.0,CIG,cigarette,965.0,10.0,2.0,0.2
26.0,2.0,CIG,neutral,965.0,10.0,5.0,0.5
27.0,2.0,CIG,alcohol,965.0,14.0,6.0,0.428571428571
27.0,2.0,CIG,cigarette,965.0,14.0,4.0,0.285714285714
27.0,2.0,CIG,neutral,965.0,14.0,4.0,0.285714285714
28.0,2.0,CIG,alcohol,965.0,10.0,5.0,0.5
28.0,2.0,CIG,cigarette,965.0,10.0,1.0,0.1
28.0,2.0,CIG,neutral,965.0,10.0,4.0,0.4
29.0,2.0,CIG,alcohol,965.0,23.0,12.0,0.521739130435
29.0,2.0,CIG,cigarette,965.0,23.0,5.0,0.217391304348
29.0,2.0,CIG,neutral,965.0,23.0,6.0,0.260869565217
1.0,2.0,ALC,alcohol,965.0,0.0,0.0,
1.0,2.0,ALC,cigarette,965.0,0.0,0.0,
1.0,2.0,ALC,neutral,965.0,0.0,0.0,
2.0,2.0,ALC,alcohol,965.0,0.0,0.0,
2.0,2.0,ALC,cigarette,965.0,0.0,0.0,
2.0,2.0,ALC,neutral,965.0,0.0,0.0,
3.0,2.0,ALC,alcohol,965.0,0.0,0.0,
3.0,2.0,ALC,cigarette,965.0,0.0,0.0,
3.0,2.0,ALC,neutral,965.0,0.0,0.0,
4.0,2.0,ALC,alcohol,965.0,0.0,0.0,
4.0,2.0,ALC,cigarette,965.0,0.0,0.0,
4.0,2.0,ALC,neutral,965.0,0.0,0.0,
5.0,2.0,ALC,alcohol,965.0,0.0,0.0,
5.0,2.0,ALC,cigarette,965.0,0.0,0.0,
5.0,2.0,ALC,neutral,965.0,0.0,0.0,
6.0,2.0,ALC,alcohol,965.0,0.0,0.0,
