sub_id,trial_type,self-reported_favorite_item,looked_at_item,timepoint,nr_trials,nr_trials_used_for_likelihood,mean_fix_likelihood
1.0,1.0,CIG,alcohol,430.0,14.0,4.0,0.285714285714
1.0,1.0,CIG,cigarette,430.0,14.0,5.0,0.357142857143
1.0,1.0,CIG,neutral,430.0,14.0,5.0,0.357142857143
2.0,1.0,CIG,alcohol,430.0,46.0,30.0,0.652173913043
2.0,1.0,CIG,cigarette,430.0,46.0,13.0,0.282608695652
2.0,1.0,CIG,neutral,430.0,46.0,3.0,0.0652173913043
3.0,1.0,CIG,alcohol,430.0,61.0,38.0,0.622950819672
3.0,1.0,CIG,cigarette,430.0,61.0,15.0,0.245901639344
3.0,1.0,CIG,neutral,430.0,61.0,8.0,0.131147540984
4.0,1.0,CIG,alcohol,430.0,64.0,60.0,0.9375
4.0,1.0,CIG,cigarette,430.0,64.0,4.0,0.0625
4.0,1.0,CIG,neutral,430.0,64.0,0.0,0.0
5.0,1.0,CIG,alcohol,430.0,21.0,12.0,0.571428571429
5.0,1.0,CIG,cigarette,430.0,21.0,6.0,0.285714285714
5.0,1.0,CIG,neutral,430.0,21.0,3.0,0.142857142857
6.0,1.0,CIG,alcohol,430.0,48.0,10.0,0.208333333333
6.0,1.0,CIG,cigarette,430.0,48.0,36.0,0.75
6.0,1.0,CIG,neutral,430.0,48.0,2.0,0.0416666666667
7.0,1.0,CIG,alcohol,430.0,24.0,0.0,0.0
7.0,1.0,CIG,cigarette,430.0,24.0,24.0,1.0
7.0,1.0,CIG,neutral,430.0,24.0,0.0,0.0
8.0,1.0,CIG,alcohol,430.0,33.0,6.0,0.181818181818
8.0,1.0,CIG,cigarette,430.0,33.0,10.0,0.30303030303
8.0,1.0,CIG,neutral,430.0,33.0,17.0,0.515151515152
9.0,1.0,CIG,alcohol,430.0,41.0,18.0,0.439024390244
9.0,1.0,CIG,cigarette,430.0,41.0,15.0,0.365853658537
9.0,1.0,CIG,neutral,430.0,41.0,8.0,0.19512195122
10.0,1.0,CIG,alcohol,430.0,56.0,15.0,0.267857142857
10.0,1.0,CIG,cigarette,430.0,56.0,33.0,0.589285714286
10.0,1.0,CIG,neutral,430.0,56.0,8.0,0.142857142857
11.0,1.0,CIG,alcohol,430.0,70.0,23.0,0.328571428571
11.0,1.0,CIG,cigarette,430.0,70.0,27.0,0.385714285714
11.0,1.0,CIG,neutral,430.0,70.0,20.0,0.285714285714
12.0,1.0,CIG,alcohol,430.0,16.0,9.0,0.5625
12.0,1.0,CIG,cigarette,430.0,16.0,2.0,0.125
12.0,1.0,CIG,neutral,430.0,16.0,5.0,0.3125
13.0,1.0,CIG,alcohol,430.0,57.0,10.0,0.175438596491
13.0,1.0,CIG,cigarette,430.0,57.0,15.0,0.263157894737
13.0,1.0,CIG,neutral,430.0,57.0,32.0,0.561403508772
14.0,1.0,CIG,alcohol,430.0,54.0,25.0,0.462962962963
14.0,1.0,CIG,cigarette,430.0,54.0,23.0,0.425925925926
14.0,1.0,CIG,neutral,430.0,54.0,6.0,0.111111111111
15.0,1.0,CIG,alcohol,430.0,8.0,0.0,0.0
15.0,1.0,CIG,cigarette,430.0,8.0,8.0,1.0
15.0,1.0,CIG,neutral,430.0,8.0,0.0,0.0
16.0,1.0,CIG,alcohol,430.0,20.0,4.0,0.2
16.0,1.0,CIG,cigarette,430.0,20.0,14.0,0.7
16.0,1.0,CIG,neutral,430.0,20.0,2.0,0.1
17.0,1.0,CIG,alcohol,430.0,28.0,6.0,0.214285714286
17.0,1.0,CIG,cigarette,430.0,28.0,16.0,0.571428571429
17.0,1.0,CIG,neutral,430.0,28.0,6.0,0.214285714286
18.0,1.0,CIG,alcohol,430.0,18.0,3.0,0.166666666667
18.0,1.0,CIG,cigarette,430.0,18.0,9.0,0.5
18.0,1.0,CIG,neutral,430.0,18.0,6.0,0.333333333333
19.0,1.0,CIG,alcohol,430.0,56.0,20.0,0.357142857143
19.0,1.0,CIG,cigarette,430.0,56.0,15.0,0.267857142857
19.0,1.0,CIG,neutral,430.0,56.0,21.0,0.375
20.0,1.0,CIG,alcohol,430.0,56.0,15.0,0.267857142857
20.0,1.0,CIG,cigarette,430.0,56.0,28.0,0.5
20.0,1.0,CIG,neutral,430.0,56.0,13.0,0.232142857143
21.0,1.0,CIG,alcohol,430.0,11.0,4.0,0.363636363636
21.0,1.0,CIG,cigarette,430.0,11.0,5.0,0.454545454545
21.0,1.0,CIG,neutral,430.0,11.0,2.0,0.181818181818
22.0,1.0,CIG,alcohol,430.0,42.0,18.0,0.428571428571
22.0,1.0,CIG,cigarette,430.0,42.0,19.0,0.452380952381
22.0,1.0,CIG,neutral,430.0,42.0,5.0,0.119047619048
23.0,1.0,CIG,alcohol,430.0,39.0,17.0,0.435897435897
23.0,1.0,CIG,cigarette,430.0,39.0,16.0,0.410256410256
23.0,1.0,CIG,neutral,430.0,39.0,6.0,0.153846153846
24.0,1.0,CIG,alcohol,430.0,9.0,2.0,0.222222222222
